Pid,Pn,Name,S,Team,Or,Ppg,Projected
456624,C,Steven Stamkos,"8,700.00",,28.00,4.90,6.86
550752,C,Tyler Seguin,"9,000.00",,24.00,5.60,7.28
392950,C,Logan Couture,"7,800.00",,27.00,4.20,5.88
329570,C,Joe Pavelski,"7,300.00",,27.00,4.20,5.88
329656,C,Claude Giroux,"8,000.00",,23.00,5.10,6.63
296786,C,Sidney Crosby,"9,000.00",,18.00,5.00,5.00
495943,C,Tyler Bozak,"6,200.00",,29.00,4.00,4.80
268144,C,Evgeni Malkin,"8,400.00",,18.00,4.50,4.50
590939,C,Tyler Johnson,"4,900.00",,28.00,3.70,4.44
504244,C,John Tavares,"7,600.00",,14.00,4.00,4.00
230685,C,Patrice Bergeron,"5,800.00",,21.00,3.40,3.74
542226,C,Nick Bonino,"5,100.00",,22.00,3.40,3.74
170656,C,Joe Thornton,"4,700.00",,27.00,3.10,3.72
741409,C,Sean Monahan,"5,300.00",,25.00,3.20,3.52
550780,C,Brock Nelson,"4,600.00",,14.00,3.50,3.50
297132,C,Valtteri Filppula,"4,100.00",,28.00,2.80,3.36
504255,C,Brayden Schenn,"4,600.00",,23.00,3.00,3.30
326033,C,Frans Nielsen,"4,800.00",,14.00,3.30,3.30
174942,C,Jason Spezza,"5,100.00",,24.00,2.90,3.19
326131,C,Carl Soderberg,"4,900.00",,21.00,2.90,3.19
172441,C,Henrik Zetterberg,"6,000.00",,3.00,3.90,3.12
656683,C,Leo Komarov,"3,500.00",,29.00,0.00,0.00
604631,C,Craig Smith,"5,500.00",,16.00,3.10,3.10
171089,C,Henrik Sedin,"4,300.00",,22.00,2.80,3.08
570272,C,Adam Henrique,"5,100.00",,20.00,0.00,0.00
229375,C,Jeff Carter,"4,700.00",,12.00,3.00,3.00
528331,C,Cody Eakin,"4,700.00",,24.00,2.70,2.97
171367,C,Pavel Datsyuk,"5,100.00",,3.00,3.70,2.96
392944,C,Kyle Turris,"5,200.00",,19.00,2.90,2.90
600079,C,Ryan Strome,"4,300.00",,14.00,2.90,2.90
504258,C,Nazem Kadri,"4,300.00",,29.00,2.40,2.88
607594,C,Markus Granlund,"3,100.00",,25.00,2.60,2.86
329564,C,Nicklas Backstrom,"6,100.00",,10.00,3.50,2.80
393971,C,Mike Santorelli,"4,200.00",,29.00,2.30,2.76
680978,C,Cedric Paquette,"2,500.00",,28.00,0.00,0.00
229368,C,Eric Staal,"6,100.00",,2.00,3.40,2.72
392952,C,Brandon Sutter,"3,400.00",,18.00,2.60,2.60
550769,C,Nick Bjugstad,"5,200.00",,6.00,3.20,2.56
229389,C,Brian Boyle,"3,000.00",,28.00,2.10,2.52
170954,C,Mike Ribeiro,"4,100.00",,16.00,2.50,2.50
456838,C,Tyler Ennis,"5,300.00",,4.00,3.10,2.48
504304,C,Marcus Johansson,"4,400.00",,10.00,3.00,2.40
171432,C,Stephen Weiss,"3,300.00",,3.00,3.00,2.40
456699,C,Colin Wilson,"4,600.00",,16.00,2.40,2.40
300797,C,Martin Hanzal,"5,000.00",,8.00,2.90,2.32
729821,C,Anders Lee,"4,000.00",,14.00,2.30,2.30
659858,C,Zemgus Girgensons,"3,900.00",,4.00,2.80,2.24
499851,C,Paul Byron,"3,400.00",,25.00,2.00,2.20
377663,C,Shawn Matthias,"3,300.00",,22.00,2.00,2.20
329635,C,Trevor Lewis,"3,000.00",,12.00,2.20,2.20
746470,C,Josh Jooris,"3,000.00",,25.00,2.00,2.20
296053,C,Brad Richardson,"2,700.00",,22.00,2.00,2.20
504290,C,Peter Holland,"2,500.00",,29.00,1.80,2.16
300789,C,Anze Kopitar,"4,300.00",,12.00,2.10,2.10
600101,C,Sean Couturier,"3,100.00",,23.00,1.90,2.09
681456,C,Seth Griffith,"2,500.00",,21.00,1.90,2.09
564333,C,Brandon Pirri,"4,800.00",,6.00,2.60,2.08
172474,C,Antoine Vermette,"4,500.00",,8.00,2.60,2.08
741408,C,Elias Lindholm,"3,700.00",,2.00,2.60,2.08
392962,C,Riley Nash,"3,500.00",,2.00,2.60,2.08
329642,C,James Sheppard,"2,500.00",,27.00,1.70,2.04
607956,C,Vincent Trocheck,"3,700.00",,6.00,2.50,2.00
170712,C,Matt Cullen,"3,200.00",,16.00,2.00,2.00
329726,C,Andrew Ebbett,"2,500.00",,18.00,2.00,2.00
170811,C,Vincent Lecavalier,"3,000.00",,23.00,1.80,1.98
177995,C,Chris Kelly,"2,700.00",,21.00,1.80,1.98
170456,C,Patrik Elias,"3,600.00",,20.00,1.90,1.90
172504,C,Derek Roy,"3,400.00",,16.00,1.90,1.90
329417,C,Mikhail Grabovski,"3,200.00",,14.00,1.90,1.90
172464,C,Vernon Fiddler,"2,500.00",,24.00,1.70,1.87
184091,C,Jussi Jokinen,"3,400.00",,6.00,2.30,1.84
172089,C,Jarret Stoll,"3,400.00",,12.00,1.80,1.80
269235,C,Travis Zajac,"3,300.00",,20.00,0.00,0.00
600129,C,Vladislav Namestnikov,"2,500.00",,28.00,1.50,1.80
171136,C,Shawn Horcoff,"2,600.00",,24.00,1.60,1.76
