ID,Player Name,Position,Team,Salary,DK-Avg-Pts,FantasyProsProj,,,,,Name,Position,Salary,GameInfo,AvgPointsPerGame
207,Jason Witten,TE,DAL,3200,9.2,6.1,,,,,Jason Campbell,QB,5000,Jax@Cin 01:00PM ET,0.84
208,Jay Prosch,RB,HOU,3000,0.425,0.1,,,,,Jason Witten,TE,3200,Ari@Dal 01:00PM ET,9.2
209,Jeff Cumberland,TE,NYJ,3000,4.55,2,,,,,Jay Prosch,RB,3000,Phi@Hou 01:00PM ET,0.425
210,Jeff Maehl,WR,PHI,3000,1.05,0,,,,,Jeff Cumberland,TE,3000,NYJ@KC 01:00PM ET,4.55
211,Jeremy Butler,WR,BAL,3000,1.05,0,,,,,Jeff Maehl,WR,3000,Phi@Hou 01:00PM ET,1.05
212,Jeremy Hill,RB,CIN,4000,9.086,7.7,,,,,Jeremy Hill,RB,4000,Jax@Cin 01:00PM ET,9.086
213,Jeremy Kerley,WR,NYJ,3000,7.038,2.9,,,,,Jeremy Kerley,WR,3000,NYJ@KC 01:00PM ET,7.038
214,Jeremy Maclin,WR,PHI,7600,20.6,14.8,,,,,Jeremy Maclin,WR,7600,Phi@Hou 01:00PM ET,20.6
215,Jerick McKinnon,RB,MIN,4700,8.925,12.8,,,,,Jerick McKinnon,RB,4700,Was@Min 01:00PM ET,8.925
216,Jermaine Gresham,TE,CIN,3000,7.014,3,,,,,Jermaine Gresham,TE,3000,Jax@Cin 01:00PM ET,7.014
217,Jermaine Kearse,WR,SEA,3100,6.569,4.5,,,,,Jermaine Kearse,WR,3100,Oak@Sea 04:25PM ET,6.569
218,Jerome Felton,RB,MIN,3000,0.263,-0.4,,,,,Jerome Felton,RB,3000,Was@Min 01:00PM ET,0.263
219,Jerricho Cotchery,WR,CAR,3800,8.514,4.6,,,,,Jerricho Cotchery,WR,3800,NO@Car 08:25PM ET,8.514
220,Jim Dray,TE,CLE,3000,3.829,2.7,,,,,Jets,DST,2800,NYJ@KC 01:00PM ET,3.125
221,Jimmy Garoppolo,QB,NE,5000,2.393,0,,,,,Jim Dray,TE,3000,TB@Cle 01:00PM ET,3.829
222,Jimmy Graham,TE,NO,6700,15.5,13,,,,,Jimmy Garoppolo,QB,5000,Den@NE 04:25PM ET,2.393
223,Joe Banyard,RB,MIN,3000,0.443,0,,,,,Jimmy Graham,TE,6700,NO@Car 08:25PM ET,15.5
224,Joe Flacco,QB,BAL,6100,17.933,15.3,,,,,Joe Banyard,RB,3000,Was@Min 01:00PM ET,0.443
225,Joe Webb,QB,CAR,5000,0,0,,,,,Joe Flacco,QB,6100,Bal@Pit 08:30PM ET,17.933
226,Joel Dreessen,TE,DEN,5000,0,0,,,,,Joe Webb,QB,5000,NO@Car 08:25PM ET,0
227,John Brown,WR,ARI,3800,11.471,6.8,,,,,John Brown,WR,3800,Ari@Dal 01:00PM ET,11.471
228,John Carlson,TE,ARI,3000,4.643,3.1,,,,,John Carlson,TE,3000,Ari@Dal 01:00PM ET,4.643
229,John Conner,RB,NYJ,3000,0,0.1,,,,,John Conner,RB,3000,NYJ@KC 01:00PM ET,0
230,John Phillips,TE,SD,3000,0.888,0.1,,,,,John Phillips,TE,3000,SD@Mia 01:00PM ET,0.888
231,Johnny Manziel,QB,CLE,5000,0,0,,,,,Johnny Manziel,QB,5000,TB@Cle 01:00PM ET,0
232,Jon Kitna,QB,DAL,5000,0,0,,,,,Jonas Gray,RB,3400,Den@NE 04:25PM ET,4.9
233,Jonas Gray,RB,NE,3400,4.9,4.5,,,,,Jonathan Grimes,RB,3000,Phi@Hou 01:00PM ET,0.8
234,Jonathan Grimes,RB,HOU,3000,0.8,0,,,,,Jonathan Stewart,RB,3900,NO@Car 08:25PM ET,9.44
235,Jonathan Stewart,RB,CAR,3900,9.44,7.1,,,,,Jordan Cameron,TE,3500,TB@Cle 01:00PM ET,7.833
236,Jordan Cameron,TE,CLE,3500,7.833,2.5,,,,,Jordan Matthews,WR,4000,Phi@Hou 01:00PM ET,9.757
237,Jordan Matthews,WR,PHI,4000,9.757,4.6,,,,,Jordan Reed,TE,4400,Was@Min 01:00PM ET,10
238,Jordan Reed,TE,WAS,4400,10,6.8,,,,,Jordan Todman,RB,3000,Jax@Cin 01:00PM ET,2.438
239,Jordan Todman,RB,JAC,3000,2.438,1.6,,,,,Joseph Morgan,WR,3000,NO@Car 08:25PM ET,0
240,Jorvorskie Lane,RB,TB,3000,2.438,0,,,,,Joseph Randle,RB,3000,Ari@Dal 01:00PM ET,1.963
241,Joseph Morgan,WR,NO,3000,0,0,,,,,Josh Hill,TE,3000,NO@Car 08:25PM ET,5.6
242,Joseph Randle,RB,DAL,3000,1.963,1.7,,,,,Josh Huff,WR,3000,Phi@Hou 01:00PM ET,0.867
243,Josh Hill,TE,NO,3000,5.6,1.3,,,,,Josh Johnson,QB,5000,StL@SF 04:05PM ET,0
244,Josh Huff,WR,PHI,3000,0.867,0.7,,,,,Josh McCown,QB,5000,TB@Cle 01:00PM ET,12.033
245,Josh Johnson,QB,SF,5000,0,0,,,,,Julian Edelman,WR,4100,Den@NE 04:25PM ET,12.875
246,Josh McCown,QB,TB,5000,12.033,0,,,,,Julius Thomas,TE,5600,Den@NE 04:25PM ET,17.1
247,Julian Edelman,WR,NE,4100,12.875,8.4,,,,,Junior Hemingway,WR,3000,NYJ@KC 01:00PM ET,2.414
248,Julius Thomas,TE,DEN,5600,17.1,12.3,,,,,Justin Brown,WR,3000,Bal@Pit 08:30PM ET,3.4
249,Junior Hemingway,WR,KC,3000,2.414,2.6,,,,,Justin Forsett,RB,5300,Bal@Pit 08:30PM ET,14.95
250,Justice Cunningham,TE,STL,3000,2.414,0,,,,,Juwan Thompson,RB,3200,Den@NE 04:25PM ET,4.243
251,Justin Blackmon,WR,JAC,3000,2.414,0,,,,,Kamar Aiken,WR,3000,Bal@Pit 08:30PM ET,3.538
252,Justin Brown,WR,PIT,3000,3.4,0,,,,,Kapri Bibbs,RB,3000,Den@NE 04:25PM ET,0
253,Justin Forsett,RB,BAL,5300,14.95,10.3,,,,,Kassim Osgood,WR,3000,StL@SF 04:05PM ET,0
254,Juwan Thompson,RB,DEN,3200,4.243,6.7,,,,,Keenan Allen,WR,5500,SD@Mia 01:00PM ET,11.838
255,Kamar Aiken,WR,BAL,3000,3.538,3.2,,,,,Kellen Clemens,QB,5000,SD@Mia 01:00PM ET,0
256,Kassim Osgood,WR,SF,3000,0,0,,,,,Kelvin Benjamin,WR,6600,NO@Car 08:25PM ET,15.888
257,Keenan Allen,WR,SD,5500,11.838,10.1,,,,,Kenbrell Thompkins,WR,3300,Oak@Sea 04:25PM ET,3.88
258,Kellen Clemens,QB,SD,5000,0,0,,,,,Kenny Britt,WR,3100,StL@SF 04:05PM ET,6.9
259,Kellen Winslow,TE,FA,5000,0,0,,,,,Kenny Stills,WR,3600,NO@Car 08:25PM ET,9.683
260,Kelvin Benjamin,WR,CAR,6600,15.888,13.8,,,,,Keshawn Martin,WR,3000,Phi@Hou 01:00PM ET,0.725
261,Kenbrell Thompkins,WR,OAK,3300,3.88,2,,,,,Kevin Brock,TE,3000,Jax@Cin 01:00PM ET,0.14
262,Kenny Britt,WR,STL,3100,6.9,6.6,,,,,Kevin McDermott,TE,3000,Bal@Pit 08:30PM ET,0
263,Kenny Stills,WR,NO,3600,9.683,4.9,,,,,Kevin Norwood,WR,3000,Oak@Sea 04:25PM ET,2.35
264,Keshawn Martin,WR,HOU,3000,0.725,0.3,,,,,Kevin Ogletree,WR,3000,Ind@NYG 08:30PM ET,0
265,Kevin Brock,TE,CIN,3000,0.14,0.3,,,,,Khiry Robinson,RB,3200,NO@Car 08:25PM ET,8.1
266,Kevin Norwood,WR,SEA,3000,2.35,0.5,,,,,Kiero Small,RB,3000,TB@Cle 01:00PM ET,0
267,Kevin Ogletree,WR,NYG,3000,0,0.2,,,,,Kirk Cousins,QB,5800,Was@Min 01:00PM ET,17.567
268,Khiry Robinson,RB,NO,3200,8.1,4,,,,,Knile Davis,RB,3400,NYJ@KC 01:00PM ET,12.757
269,Kiero Small,RB,CLE,3000,0,0.7,,,,,Kyle Juszczyk,RB,3000,Bal@Pit 08:30PM ET,3.325
270,Kirk Cousins,QB,WAS,5800,17.567,0,,,,,Kyle Nelson,TE,3000,StL@SF 04:05PM ET,0
271,Knile Davis,RB,KC,3400,12.757,5.1,,,,,Kyle Rudolph,TE,3000,Was@Min 01:00PM ET,8.533
272,Kyle Juszczyk,RB,BAL,3000,3.325,2,,,,,Ladarius Green,TE,3000,SD@Mia 01:00PM ET,4.071
273,Kyle Rudolph,TE,MIN,3000,8.533,0,,,,,Lamar Miller,RB,5600,SD@Mia 01:00PM ET,15.786
274,Kyle Williams,WR,KC,3000,8.533,0,,,,,Lance Dunbar,RB,3000,Ari@Dal 01:00PM ET,3.263
275,Ladarius Green,TE,SD,3000,4.071,1.9,,,,,Lance Kendricks,TE,3000,StL@SF 04:05PM ET,7.543
276,Lamar Miller,RB,MIA,5600,15.786,14.1,,,,,Lance Moore,WR,3000,Bal@Pit 08:30PM ET,4.983
277,Lance Dunbar,RB,DAL,3000,3.263,2,,,,,Landry Jones,QB,5000,Bal@Pit 08:30PM ET,0
278,Lance Kendricks,TE,STL,3000,7.543,4.7,,,,,Larry Donnell,TE,4600,Ind@NYG 08:30PM ET,12.457
279,Lance Moore,WR,PIT,3000,4.983,2.2,,,,,Larry Fitzgerald,WR,5700,Ari@Dal 01:00PM ET,12.614
280,Landry Jones,QB,PIT,5000,0,0,,,,,Latavius Murray,RB,3000,Oak@Sea 04:25PM ET,0.1
281,Larry Donnell,TE,NYG,4600,12.457,9.1,,,,,LeGarrette Blount,RB,3000,Bal@Pit 08:30PM ET,5.988
282,Larry Fitzgerald,WR,ARI,5700,12.614,10.7,,,,,LeSean McCoy,RB,5200,Phi@Hou 01:00PM ET,12.329
283,Latavius Murray,RB,OAK,3000,0.1,0,,,,,Le'Veon Bell,RB,7000,Bal@Pit 08:30PM ET,21.075
284,LeGarrette Blount,RB,PIT,3000,5.988,3.1,,,,,Logan Paulsen,TE,3000,Was@Min 01:00PM ET,1.575
285,Leonard Hankerson,WR,WAS,3000,5.988,0,,,,,Logan Thomas,QB,5000,Ari@Dal 01:00PM ET,7.24
286,LeSean McCoy,RB,PHI,7000,21.075,13.3,,,,,Lorenzo Taliaferro,RB,3300,Bal@Pit 08:30PM ET,7.075
287,Le'Veon Bell,RB,PIT,3000,0.1,14.5,,,,,Louis Murphy Jr.,WR,3400,TB@Cle 01:00PM ET,12.925
288,Logan Paulsen,TE,WAS,3000,1.575,0.1,,,,,Luke McCown,QB,5000,NO@Car 08:25PM ET,0
289,Logan Thomas,QB,ARI,5000,7.24,0,,,,,Luke Stocker,TE,3000,TB@Cle 01:00PM ET,0.757
290,Lorenzo Taliaferro,RB,BAL,3300,7.075,8.3,,,,,Luke Willson,TE,3000,Oak@Sea 04:25PM ET,3.217
291,Louis Murphy,WR,TB,3300,7.075,4.3,,,,,Malcom Floyd,WR,4700,SD@Mia 01:00PM ET,11.5
292,Luke McCown,QB,NO,5000,0,0,,,,,Marcel Reece,RB,3000,Oak@Sea 04:25PM ET,3.667
293,Luke Stocker,TE,TB,3000,0.757,0.1,,,,,Marion Grice,RB,3000,Ari@Dal 01:00PM ET,0
294,Luke Willson,TE,SEA,3000,3.217,6,,,,,Mark Ingram,RB,5500,NO@Car 08:25PM ET,17.725
295,Malcom Floyd,WR,SD,4700,11.5,8.5,,,,,Mark Sanchez,QB,5000,Phi@Hou 01:00PM ET,0
296,Marcedes Lewis,TE,JAC,4700,11.5,0,,,,,Markus Wheaton,WR,3900,Bal@Pit 08:30PM ET,8.725
297,Marcel Reece,RB,OAK,3000,3.667,1.6,,,,,Marlon Brown,WR,3000,Bal@Pit 08:30PM ET,1.633
298,Marcus Harris,WR,NYG,3000,3.667,0,,,,,Marlon Moore,WR,3000,TB@Cle 01:00PM ET,0
299,Marcus Lattimore,RB,SF,3000,3.667,0,,,,,Marqise Lee,WR,3000,Jax@Cin 01:00PM ET,5.06
300,Mario Manningham,WR,NYG,3000,3.667,0,,,,,MarQueis Gray,TE,3000,Was@Min 01:00PM ET,0.371
301,Marion Grice,RB,ARI,3000,0,0,,,,,Marques Colston,WR,3900,NO@Car 08:25PM ET,10.971
302,Mark Ingram,RB,NO,5500,17.725,13.5,,,,,Marshawn Lynch,RB,6100,Oak@Sea 04:25PM ET,16.986
303,Mark Sanchez,QB,PHI,5000,0,0,,,,,Martavis Bryant,WR,5500,Bal@Pit 08:30PM ET,18.65
304,Markus Wheaton,WR,PIT,3900,8.725,3.9,,,,,Matt Asiata,RB,3500,Was@Min 01:00PM ET,10.363
305,Marlon Brown,WR,BAL,3000,1.633,2.4,,,,,Matt Barkley,QB,5000,Phi@Hou 01:00PM ET,0
306,Marlon Moore,WR,CLE,3000,0,0,,,,,Matt Hasselbeck,QB,5000,Ind@NYG 08:30PM ET,0.25
307,Marqise Lee,WR,JAC,3000,5.06,2.1,,,,,Matt McGloin,QB,5000,Oak@Sea 04:25PM ET,7.46
308,Marques Colston,WR,NO,3900,10.971,7.7,,,,,Matt Moore,QB,5000,SD@Mia 01:00PM ET,-0.2
309,Marshawn Lynch,RB,SEA,6100,16.986,16.7,,,,,Matt Schaub,QB,5000,Oak@Sea 04:25PM ET,-0.5
310,Martavis Bryant,WR,PIT,5500,18.65,7.5,,,,,Matt Spaeth,TE,3000,Bal@Pit 08:30PM ET,0
311,Matt Asiata,RB,MIN,3500,10.363,4.6,,,,,Matthew Slater,WR,3000,Den@NE 04:25PM ET,0
312,Matt Barkley,QB,PHI,5000,0,0,,,,,Maurice Jones-Drew,RB,3000,Oak@Sea 04:25PM ET,2.92
313,Matt Blanchard,QB,CAR,5000,0,0,,,,,Michael Cox,RB,3000,Ind@NYG 08:30PM ET,0
314,Matt Hasselbeck,QB,IND,5000,0.25,0,,,,,Michael Crabtree,WR,4500,StL@SF 04:05PM ET,11.8
315,Matt McGloin,QB,OAK,5000,7.46,0,,,,,Michael Floyd,WR,3800,Ari@Dal 01:00PM ET,10.357
316,Matt Moore,QB,MIA,5000,-0.2,0,,,,,Michael Hoomanawanui,TE,3000,Den@NE 04:25PM ET,0.513
317,Matt Schaub,QB,OAK,5000,-0.5,0,,,,,Michael Palmer,TE,3000,Bal@Pit 08:30PM ET,0.888
318,Matt Slater,WR,NE,5000,-0.5,0,,,,,Michael Vick,QB,6600,NYJ@KC 01:00PM ET,2.367
319,Matt Spaeth,TE,PIT,3000,0,0.1,,,,,Mike Brown,WR,3000,Jax@Cin 01:00PM ET,2.96
320,Maurice Jones-Drew,RB,OAK,3000,2.92,2.2,,,,,Mike Campanaro,WR,3000,Bal@Pit 08:30PM ET,6.833
321,Michael Campanaro,WR,BAL,3000,2.92,0.8,,,,,Mike Evans,WR,4700,TB@Cle 01:00PM ET,11.767
322,Michael Crabtree,WR,SF,4500,11.8,9.8,,,,,Mike Glennon,QB,5700,TB@Cle 01:00PM ET,16.696
323,Michael Floyd,WR,ARI,3800,10.357,9.1,,,,,Mike James,RB,3000,TB@Cle 01:00PM ET,0.283
324,Michael Hoomanawanui,TE,NE,3000,0.513,0.1,,,,,Mike Kafka,QB,5000,TB@Cle 01:00PM ET,0
325,Michael Palmer,TE,PIT,3000,0.888,0.1,,,,,Mike Leach,TE,3000,Ari@Dal 01:00PM ET,0
326,Michael Robinson,RB,FA,3000,0.888,0,,,,,Mike Wallace,WR,5200,SD@Mia 01:00PM ET,14.914
327,Michael Vick,QB,NYJ,6600,2.367,11.4,,,,,Miles Austin,WR,3400,TB@Cle 01:00PM ET,9.071
328,Mike Brown,WR,JAC,3000,2.96,0,,,,,Mohamed Sanu,WR,6400,Jax@Cin 01:00PM ET,17.731
329,Mike Evans,WR,TB,4700,11.767,8.1,,,,,Montee Ball,RB,3700,Den@NE 04:25PM ET,9.35
330,Mike Gillislee,RB,MIA,4700,11.767,0,,,,,Mychal Rivera,TE,3200,Oak@Sea 04:25PM ET,5.343
331,Mike Glennon,QB,TB,5700,16.696,13.3,,,,,Nic Jacobs,TE,3000,Jax@Cin 01:00PM ET,1.44
332,Mike James,RB,TB,3000,0.283,2.3,,,,,Nick Foles,QB,7700,Phi@Hou 01:00PM ET,19.466
333,Mike Thomas,WR,HOU,3000,0,0,,,,,Nick Toon,WR,3000,NO@Car 08:25PM ET,0
334,Mike Tolbert,RB,CAR,3000,0,0,,,,,Niles Paul,TE,3400,Was@Min 01:00PM ET,9.263
335,Mike Wallace,WR,MIA,5200,14.914,12.5,,,,,Odell Beckham Jr.,WR,5000,Ind@NYG 08:30PM ET,13.3
336,Miles Austin,WR,CLE,3400,9.071,7.1,,,,,Owen Daniels,TE,3200,Bal@Pit 08:30PM ET,10.357
337,Mohamed Sanu,WR,CIN,6400,17.731,11.5,,,,,Panthers,DST,2400,NO@Car 08:25PM ET,5.75
338,Montee Ball,RB,DEN,3700,9.35,1.2,,,,,Patriots,DST,2600,Den@NE 04:25PM ET,9.875
339,Mychal Rivera,TE,OAK,3200,5.343,3.9,,,,,Paul Richardson,WR,3000,Oak@Sea 04:25PM ET,2.167
340,Nate Burleson,WR,CLE,3200,5.343,0,,,,,Percy Harvin,WR,4200,NYJ@KC 01:00PM ET,9.583
341,Nic Jacobs,TE,JAC,3000,1.44,0.1,,,,,Peyton Hillis,RB,3000,Ind@NYG 08:30PM ET,2.329
342,Nick Foles,QB,PHI,7700,19.466,17.5,,,,,Peyton Manning,QB,9800,Den@NE 04:25PM ET,25.794
343,Nick Kasa,TE,OAK,7700,19.466,0,,,,,Phil Bates,WR,3000,Oak@Sea 04:25PM ET,0
344,Nick Toon,WR,NO,3000,0,0,,,,,Philip Rivers,QB,8300,SD@Mia 01:00PM ET,22.053
345,Niles Paul,TE,WAS,3400,9.263,2.1,,,,,Phillip Supernaw,TE,3000,Bal@Pit 08:30PM ET,0
346,Odell Beckham Jr.,WR,NYG,5000,13.3,9.6,,,,,Philly Brown,WR,3000,NO@Car 08:25PM ET,4.371
347,Owen Daniels,TE,BAL,3200,10.357,0,,,,,Pierre Garcon,WR,6100,Was@Min 01:00PM ET,13.038
348,Paul Richardson,WR,SEA,3000,2.167,3.4,,,,,Pierre Thomas,RB,4800,NO@Car 08:25PM ET,12.95
349,Percy Harvin,WR,NYJ,4200,9.583,5.7,,,,,Preston Parker,WR,3000,Ind@NYG 08:30PM ET,4.243
350,Peyton Hillis,RB,NYG,3000,2.329,2.3,,,,,Quinton Patton,WR,3000,StL@SF 04:05PM ET,0
351,Peyton Manning,QB,DEN,9800,25.794,23.2,,,,,Raiders,DST,2700,Oak@Sea 04:25PM ET,2.857
352,Phil Bates,WR,SEA,3000,0,0,,,,,Rams,DST,2800,StL@SF 04:05PM ET,5
353,Philip Rivers,QB,SD,8300,22.053,19.7,,,,,Rashad Jennings,RB,5500,Ind@NYG 08:30PM ET,15.1
354,Phillip Supernaw,TE,BAL,3000,0,1,,,,,Ravens,DST,3000,Bal@Pit 08:30PM ET,8
355,Philly Brown,WR,CAR,3000,4.371,0.8,,,,,Redskins,DST,2900,Was@Min 01:00PM ET,4.5
356,Pierre Garcon,WR,WAS,6100,13.038,8.3,,,,,Reggie Wayne,WR,4600,Ind@NYG 08:30PM ET,12.914
357,Pierre Thomas,RB,NO,4800,12.95,1,,,,,Rex Burkhead,RB,3000,Jax@Cin 01:00PM ET,0
358,Plaxico Burress,WR,FA,4800,12.95,0,,,,,Rhett Ellison,TE,3000,Was@Min 01:00PM ET,1.888
359,Preston Parker,WR,NYG,3000,4.243,3.6,,,,,Ricardo Lockette,WR,3000,Oak@Sea 04:25PM ET,4.129
360,Quincy Enunwa,WR,NYJ,3000,4.243,0,,,,,Riley Cooper,WR,4100,Phi@Hou 01:00PM ET,9.214
361,Quinton Patton,WR,SF,3000,0,0,,,,,Rishard Matthews,WR,3000,SD@Mia 01:00PM ET,2.243
362,Rashad Jennings,RB,NYG,5500,15.1,4.2,,,,,Rob Gronkowski,TE,7600,Den@NE 04:25PM ET,17.975
363,Reggie Wayne,WR,IND,4600,12.914,3.7,,,,,Rob Housler,TE,3000,Ari@Dal 01:00PM ET,1.3
364,Rex Burkhead,RB,CIN,3000,0,0,,,,,Robert Griffin III,QB,6400,Was@Min 01:00PM ET,6.8
365,Rex Grossman,QB,CLE,3000,0,0,,,,,Robert Herron,WR,3000,TB@Cle 01:00PM ET,2.967
366,Rhett Ellison,TE,MIN,3000,1.888,0.5,,,,,Robert Hughes,RB,3000,Ari@Dal 01:00PM ET,0.986
367,Ricardo Lockette,WR,SEA,3000,4.129,1.1,,,,,Robert Meachem,WR,3000,NO@Car 08:25PM ET,1.429
368,Richard Gordon,TE,TEN,3000,4.129,0,,,,,Robert Turbin,RB,3000,Oak@Sea 04:25PM ET,4.657
369,Richie Brockel,TE,CAR,3000,4.129,0,,,,,Rodney Smith,WR,3000,TB@Cle 01:00PM ET,0
370,Riley Cooper,WR,PHI,4100,9.214,5.5,,,,,Ronnie Brown,RB,3000,SD@Mia 01:00PM ET,1.517
371,Rishard Matthews,WR,MIA,3000,2.243,1.2,,,,,Ronnie Hillman,RB,5600,Den@NE 04:25PM ET,14.4
372,Rob Gronkowski,TE,NE,7600,17.975,14.2,,,,,Roy Helu Jr.,RB,3800,Was@Min 01:00PM ET,8.825
373,Robert Griffin III,QB,WAS,6400,6.8,6,,,,,Rueben Randle,WR,5400,Ind@NYG 08:30PM ET,11.157
374,Robert Herron,WR,TB,3000,2.967,0.8,,,,,Russell Shepard,WR,3000,TB@Cle 01:00PM ET,0.714
375,Robert Housler,TE,ARI,3000,2.967,0.8,,,,,Russell Wilson,QB,7800,Oak@Sea 04:25PM ET,23.786
376,Robert Hughes,RB,ARI,3000,0.986,1,,,,,Ryan Fitzpatrick,QB,5700,Phi@Hou 01:00PM ET,14.21
377,Robert Meachem,WR,NO,3000,1.429,0.9,,,,,Ryan Grant,WR,3000,Was@Min 01:00PM ET,1.338
378,Robert Turbin,RB,SEA,3000,4.657,2.5,,,,,Ryan Griffin,TE,3000,Phi@Hou 01:00PM ET,0.425
379,Rod Streater,WR,OAK,3000,4.657,0,,,,,Ryan Hewitt,TE,3000,Jax@Cin 01:00PM ET,0.443
380,Rodney Smith,WR,CLE,3000,0,0,,,,,Ryan Mallett,QB,5000,Phi@Hou 01:00PM ET,-0.1
381,Ronnie Brown,RB,SD,3000,1.517,1.6,,,,,Ryan Mathews,RB,4200,SD@Mia 01:00PM ET,10.85
382,Ronnie Hillman,RB,DEN,5600,14.4,12,,,,,Ryan Nassib,QB,5000,Ind@NYG 08:30PM ET,1.2
383,Roy Helu,RB,WAS,5600,14.4,4.4,,,,,Ryan Tannehill,QB,6300,SD@Mia 01:00PM ET,17.509
384,Rueben Randle,WR,NYG,5400,11.157,9.6,,,,,Saalim Hakim,WR,3000,NYJ@KC 01:00PM ET,0
385,Russell Shepard,WR,TB,3000,0.714,0,,,,,Saints,DST,2600,NO@Car 08:25PM ET,3.714
386,Russell Wilson,QB,SEA,7800,23.786,22.7,,,,,Santana Moss,WR,3000,Was@Min 01:00PM ET,0
387,Ryan Fitzpatrick,QB,HOU,5700,14.21,14.8,,,,,Seahawks,DST,3300,Oak@Sea 04:25PM ET,5.429
388,Ryan Grant,WR,WAS,3000,1.338,0.1,,,,,Seyi Ajirotutu,WR,3000,SD@Mia 01:00PM ET,0.263
389,Ryan Griffin,TE,HOU,3000,0.425,0.1,,,,,Shane Vereen,RB,4600,Den@NE 04:25PM ET,11.613
390,Ryan Hewitt,RB,CIN,3000,0.443,0.3,,,,,Shaun Draughn,RB,3000,SD@Mia 01:00PM ET,0.271
391,Ryan Hewitt,TE,CIN,3000,0.443,0.3,,,,,Shaun Hill,QB,5000,StL@SF 04:05PM ET,2.14
392,Ryan Mallett,QB,HOU,5000,-0.1,0,,,,,Silas Redd Jr.,RB,3000,Was@Min 01:00PM ET,1.325
393,Ryan Mathews,RB,SD,4200,10.85,1.2,,,,,Stedman Bailey,WR,3000,StL@SF 04:05PM ET,3.06
394,Ryan Nassib,QB,NYG,5000,1.2,0,,,,,Steelers,DST,3000,Bal@Pit 08:30PM ET,7.125
395,Ryan Tannehill,QB,MIA,6300,17.509,18.2,,,,,Stepfan Taylor,RB,3000,Ari@Dal 01:00PM ET,4.9
396,Saalim Hakim,WR,NYJ,3000,0,0,,,,,Steve Smith Sr.,WR,5600,Bal@Pit 08:30PM ET,17.938
397,Santana Moss,WR,WAS,3000,0,0,,,,,Stevie Johnson,WR,5300,StL@SF 04:05PM ET,11.071
398,Seyi Ajirotutu,WR,SD,3000,0.263,0.1,,,,,Storm Johnson,RB,3000,Jax@Cin 01:00PM ET,6.333
399,Shane Vereen,RB,NE,4600,11.613,11.4,,,,,T.J. Graham,WR,3000,NYJ@KC 01:00PM ET,0.525
400,Shaun Draughn,RB,SD,3000,0.271,0,,,,,T.Y. Hilton,WR,8100,Ind@NYG 08:30PM ET,20.513
401,Shaun Hill,QB,STL,5000,2.14,0,,,,,Tarvaris Jackson,QB,5000,Oak@Sea 04:25PM ET,0
402,Silas Redd,RB,WAS,5000,2.14,0,,,,,Tavon Austin,WR,3000,StL@SF 04:05PM ET,5.3
403,Stanley Havili,RB,IND,3000,1.325,0,,,,,Taylor Gabriel,WR,3100,TB@Cle 01:00PM ET,6.9
404,Stedman Bailey,WR,STL,3000,3.06,3,,,,,Ted Ginn Jr.,WR,3000,Ari@Dal 01:00PM ET,2.3
405,Stepfan Taylor,RB,ARI,3000,4.9,1.5,,,,,Teddy Bridgewater,QB,5200,Was@Min 01:00PM ET,12.724
406,Steve Johnson,WR,SF,3000,4.9,5.8,,,,,Terrance West,RB,3300,TB@Cle 01:00PM ET,8.35
407,Steve Smith,WR,BAL,3000,4.9,11.5,,,,,Terrance Williams,WR,4900,Ari@Dal 01:00PM ET,12.713
408,Storm Johnson,RB,JAC,3000,6.333,0.2,,,,,Texans,DST,3100,Phi@Hou 01:00PM ET,9.875
409,T.J. Graham,WR,NYJ,3000,0.525,0.4,,,,,Tim Wright,TE,4500,Den@NE 04:25PM ET,6.625
410,Tarvaris Jackson,QB,SEA,5000,0,0,,,,,Toby Gerhart,RB,3000,Jax@Cin 01:00PM ET,5.983
411,Tavon Austin,WR,STL,3000,5.3,3.6,,,,,Tom Brady,QB,8400,Den@NE 04:25PM ET,19.57
412,Taylor Gabriel,WR,CLE,3100,6.9,5.1,,,,,Tom Savage,QB,5000,Phi@Hou 01:00PM ET,0
413,Taylor Price,WR,SEA,3100,6.9,0,,,,,Tony Romo,QB,7500,Ari@Dal 01:00PM ET,17.478
414,Ted Ginn Jr.,WR,ARI,3000,2.3,0.5,,,,,Torrey Smith,WR,4100,Bal@Pit 08:30PM ET,9.1
415,Teddy Bridgewater,QB,MIN,5200,12.724,12.5,,,,,Travaris Cadet,RB,3500,NO@Car 08:25PM ET,6.3
416,Terrance West,RB,CLE,3300,8.35,5.1,,,,,Travis Benjamin,WR,3000,TB@Cle 01:00PM ET,6.129
417,Terrance Williams,WR,DAL,4900,12.713,10.2,,,,,Travis Kelce,TE,4100,NYJ@KC 01:00PM ET,11.6
418,Timothy Wright,TE,NE,4500,6.625,5.4,,,,,Tre Mason,RB,3200,StL@SF 04:05PM ET,8.333
419,Toby Gerhart,RB,JAC,3000,5.983,2.4,,,,,Trent Richardson,RB,4500,Ind@NYG 08:30PM ET,11.871
420,Tom Brady,QB,NE,8400,19.57,22.4,,,,,Trey Burton,TE,3000,Phi@Hou 01:00PM ET,0.143
421,Tom Savage,QB,HOU,5000,0,0,,,,,Trey Watts,RB,3000,StL@SF 04:05PM ET,1.033
422,Tommy Bohanon,RB,NYJ,5000,0,0,,,,,Trindon Holliday,WR,3000,TB@Cle 01:00PM ET,0
