Pid,Pn,Name,S,Team,Or,Ppg,Projected
355880,W,John Scott,2500,,19.00,0.4,0.25086
452001,W,T.J. Galiardi,2500,,1.00,0.6,-0.29614
544673,W,Colin Greening,2500,,5.00,0.6,-0.13014
172140,C,Jim Slater,2500,,5.00,0.5,-0.23014
402054,W,Chris Porter,2500,,13.00,0.3,-0.09814
494189,W,Anthony Peluso,2500,,7.00,0.3,-0.34714
456855,D,Stu Bickel,2500,,30.00,0.2,0.50736
590247,W,Jason Akeson,2500,,3.00,0.4,-0.41314
595928,D,Raphael Diaz,2500,,4.00,0.4,-0.37164
615332,D,Jyrki Jokipakka,2500,,24.00,0.2,0.25836
594166,W,Matt Frattin,2500,,18.00,0.2,0.00936
607972,W,Andy Andreoff,2500,,18.00,0.2,0.00936
447411,D,Jack Hillen,2500,,15.00,0.1,-0.21514
522063,D,Mat Clark,2500,,5.00,0.1,-0.63014
731447,G,Troy Grosenick,7300,,26.00,6.5,0
176834,G,Craig Anderson,8600,,5.00,6.0,0
736974,G,Antti Raanta,8100,,1.00,5.3,0
268156,G,Devan Dubnyk,7700,,21.00,5.3,0
379958,G,Brian Elliott,8300,,4.00,5.1,0
446721,G,Ben Bishop,8200,,9.00,5.1,0
451384,G,Antti Niemi,7600,,26.00,5.0,0
489286,G,Dustin Tokarski,6600,,12.00,5.0,0
329657,G,Semyon Varlamov,7000,,13.00,4.7,0
298149,G,Jimmy Howard,7500,,29.00,4.6,0
543477,G,Michael Hutchinson,7400,,15.00,4.5,0
329644,G,Jonathan Bernier,6800,,2.00,4.0,0
178023,G,Ray Emery,6600,,17.00,4.0,0
542954,G,Carter Hutton,6200,,14.00,3.8,0
446889,G,James Reimer,6400,,2.00,3.7,0
326023,G,Karri Ramo,6200,,30.00,3.5,0
172508,W,Patrick Sharp,5600,,6.00,3.2,0
479871,G,Martin Jones,6200,,24.00,3.1,0
171297,G,Jason LaBarbera,6200,,8.00,3.0,0
326034,G,Niklas Backstrom,6200,,11.00,2.7,0
301765,G,Justin Peters,6200,,23.00,2.6,0
543662,G,Eddie Lack,6200,,19.00,2.5,0
268148,G,Al Montoya,6200,,16.00,2.4,0
395751,G,Anton Khudobin,6200,,20.00,2.3,0
554496,G,Calvin Pickard,6200,,13.00,2.1,0
463073,W,Drayson Bowman,2500,,10.00,0.0,0
555392,W,Chris Wagner,2500,,17.00,0.0,0
607612,W,Lucas Lessio,2500,,25.00,0.0,0
547717,G,Jacob Markstrom,6200,,19.00,0.0,0
555795,G,Petr Mrazek,6200,,29.00,0.0,0
448201,D,Chris Butler,3500,,20.00,0.0,0
170719,D,Sheldon Souray,2700,,5.00,0.0,0
607581,D,Adam Clendening,2700,,9.00,0.0,0
170137,D,Ed Jovanovski,2500,,27.00,0.0,0
659866,C,Scott Laughton,2500,,3.00,0.0,0
