Pid,Pn,Name,S,Team,Or,Ppg,Projected
228968,C,Ryan Kesler,"5,700.00",,11.00,3.40,3.4
659810,C,Alex Galchenyuk,"4,200.00",,26.00,1.00,1.2
478687,D,Michael Stone,"4,900.00",,24.00,3.00,3.3
504257,D,Oliver Ekman-Larsson,"4,900.00",,24.00,3.00,3.3
600075,C,Ryan Nugent-Hopkins,"4,700.00",,25.00,3.00,3.3
550521,RW,Jimmy Hayes,"3,600.00",,30.00,2.70,3.24
456700,LW,Mikkel Boedker,"4,200.00",,28.00,2.70,3.24
170816,RW,Martin St. Louis,"5,400.00",,14.00,3.20,3.2
550754,C,Ryan Johansen,"6,800.00",,3.00,4.00,3.2
551066,C,Derek Stepan,"5,800.00",,4.00,4.00,3.2
170422,RW,Shane Doan,"4,800.00",,25.00,2.90,3.19
564333,C,Brandon Pirri,"4,800.00",,30.00,2.60,3.12
478197,D,P.K. Subban,"6,000.00",,18.00,3.10,3.1
593095,D,Tyson Barrie,"4,700.00",,16.00,3.10,3.1
245480,D,James Wisniewski,"4,100.00",,21.00,2.80,3.08
177971,RW,Brad Boyes,"4,000.00",,30.00,2.50,3
607956,C,Vincent Trocheck,"3,700.00",,30.00,2.50,3
831066,D,Aaron Ekblad,"4,000.00",,25.00,2.70,2.97
600102,D,Dougie Hamilton,"4,400.00",,19.00,2.90,2.9
300797,C,Martin Hanzal,"5,200.00",,17.00,2.90,2.9
184264,RW,P.A. Parenteau,"4,000.00",,29.00,2.40,2.88
392954,C,Lars Eller,"3,400.00",,26.00,2.40,2.88
504309,RW,Kyle Palmieri,"3,800.00",,22.00,2.60,2.86
544763,G,Ben Scrivens,"6,500.00",,24.00,2.60,2.86
298608,D,Jack Johnson,"4,500.00",,21.00,2.60,2.86
170807,LW,Alex Tanguay,"3,200.00",,18.00,2.80,2.8
297132,C,Valtteri Filppula,"4,400.00",,13.00,2.80,2.8
184091,C,Jussi Jokinen,"3,600.00",,30.00,2.30,2.76
660044,D,Justin Schultz,"4,100.00",,22.00,2.50,2.75
597137,D,Sami Vatanen,"5,100.00",,7.00,3.40,2.72
230685,C,Patrice Bergeron,"6,300.00",,10.00,3.40,2.72
596832,RW,Jakob Silfverberg,"4,100.00",,22.00,2.40,2.64
593311,RW,Cam Atkinson,"4,900.00",,4.00,3.30,2.64
325618,C,David Krejci,"5,000.00",,10.00,3.30,2.64
170514,RW,Jarome Iginla,"5,000.00",,19.00,2.60,2.6
172182,D,Dennis Seidenberg,"3,900.00",,19.00,2.60,2.6
172474,C,Antoine Vermette,"4,500.00",,17.00,2.60,2.6
610628,RW,Tobias Rieder,"3,000.00",,25.00,2.30,2.53
392970,LW,David Perron,"4,300.00",,25.00,2.30,2.53
172653,D,Zbynek Michalek,"3,400.00",,24.00,2.30,2.53
296123,RW,Lee Stempniak,"3,900.00",,14.00,2.50,2.5
652695,D,Torey Krug,"4,200.00",,19.00,2.50,2.5
171113,D,Andrei Markov,"4,100.00",,18.00,2.50,2.5
450848,LW,Matt Beleskey,"4,600.00",,6.00,3.10,2.48
554489,RW,Devante Smith-Pelly,"3,400.00",,22.00,2.20,2.42
548735,D,Nikita Nikitin,"3,500.00",,22.00,2.20,2.42
607582,C,Boone Jenner,"4,400.00",,3.00,3.00,2.4
329582,C,Derick Brassard,"4,100.00",,4.00,3.00,2.4
547287,RW,Mats Zuccarello,"4,500.00",,14.00,2.40,2.4
522130,LW,Ryan O'Reilly,"4,600.00",,18.00,2.40,2.4
593940,D,Zach Redmond,"3,400.00",,16.00,2.40,2.4
615345,LW,Ondrej Palat,"4,700.00",,3.00,2.90,2.32
479351,D,Jason Garrison,"4,600.00",,6.00,2.90,2.32
326131,C,Carl Soderberg,"4,900.00",,10.00,2.90,2.32
600077,LW,Jonathan Huberdeau,"4,400.00",,22.00,2.10,2.31
547799,D,David Savard,"3,200.00",,21.00,2.10,2.31
593803,C,Mark Arcobello,"3,300.00",,25.00,2.10,2.31
230673,RW,Loui Eriksson,"4,500.00",,17.00,2.30,2.3
680978,C,Cedric Paquette,"2,900.00",,13.00,2.30,2.3
659808,RW,Nail Yakupov,"3,400.00",,26.00,1.90,2.28
451706,C,David Desharnais,"3,400.00",,26.00,1.90,2.28
392953,D,Ryan McDonagh,"4,300.00",,9.00,2.80,2.24
653255,RW,Reilly Smith,"3,800.00",,17.00,2.20,2.2
170944,D,Brian Campbell,"3,600.00",,25.00,2.00,2.2
563202,D,Mark Fayne,"2,700.00",,22.00,2.00,2.2
382185,RW,Teddy Purcell,"3,500.00",,26.00,1.80,2.16
477659,RW,Dale Weise,"2,700.00",,29.00,1.80,2.16
651621,LW,Alex Killorn,"4,600.00",,3.00,2.70,2.16
392947,C,Sam Gagner,"4,100.00",,17.00,2.10,2.1
229389,C,Brian Boyle,"3,200.00",,13.00,2.10,2.1
171099,D,Willie Mitchell,"2,800.00",,25.00,1.90,2.09
172229,C,Boyd Gordon,"3,500.00",,25.00,1.90,2.09
383710,D,Anton Stralman,"3,500.00",,6.00,2.60,2.08
269234,LW,Lauri Korpikoski,"2,800.00",,28.00,1.70,2.04
504299,LW,Chris Kreider,"4,300.00",,9.00,2.50,2
414433,LW,Brad Marchand,"4,000.00",,5.00,2.50,2
170896,D,Dan Boyle,"4,000.00",,9.00,2.50,2
329288,D,Dan Girardi,"3,800.00",,9.00,2.50,2
600111,C,J.T. Miller,"2,600.00",,4.00,2.50,2
397070,D,David Schlemko,"3,500.00",,24.00,1.80,1.98
542700,D,Jeff Petry,"3,100.00",,22.00,1.80,1.98
550762,D,Cam Fowler,"3,800.00",,7.00,2.40,1.92
329424,D,Jan Hejda,"2,800.00",,16.00,1.90,1.9
600120,D,Connor Murphy,"2,700.00",,24.00,1.70,1.87
597939,LW,Carl Hagelin,"4,100.00",,9.00,2.30,1.84
230677,D,Kevin Klein,"2,900.00",,9.00,2.30,1.84
831092,RW,David Pastrnak,"3,200.00",,17.00,1.80,1.8
300806,C,Andrew Cogliano,"3,100.00",,11.00,1.80,1.8
171386,RW,Martin Erat,"2,600.00",,25.00,1.60,1.76
395427,LW,Matt Hendricks,"2,600.00",,25.00,1.60,1.76
398616,LW,Milan Lucic,"4,400.00",,5.00,2.20,1.76
504287,D,Dmitry Kulikov,"3,400.00",,25.00,1.60,1.76
504303,D,Tim Erixon,"2,800.00",,21.00,1.60,1.76
550774,RW,Kevin Hayes,"3,000.00",,14.00,1.70,1.7
831151,LW,Jiri Sekac,"2,800.00",,17.00,1.70,1.7
170280,D,Sergei Gonchar,"3,000.00",,18.00,1.70,1.7
184270,D,Tom Gilbert,"2,800.00",,18.00,1.70,1.7
170782,C,Daniel Briere,"3,500.00",,14.00,1.70,1.7
554520,D,Radko Gudas,"3,500.00",,6.00,2.10,1.68
741405,C,Aleksander Barkov,"3,400.00",,30.00,1.40,1.68
171391,C,Derek MacKenzie,"2,500.00",,30.00,1.40,1.68
170950,D,Andrew Ference,"2,900.00",,22.00,1.50,1.65
550753,D,Erik Gudbranson,"2,700.00",,25.00,1.50,1.65
504313,D,Dylan Olsen,"2,600.00",,25.00,1.50,1.65
659813,D,Hampus Lindholm,"3,400.00",,7.00,2.00,1.6
597144,D,Alexei Emelin,"2,900.00",,18.00,1.60,1.6
600125,D,Joseph Morrow,"2,600.00",,19.00,1.60,1.6
171424,D,Mike Weaver,"2,500.00",,18.00,1.60,1.6
296028,C,John Mitchell,"2,700.00",,14.00,1.60,1.6
379020,RW,Steven Pinizzotto,"2,700.00",,26.00,1.30,1.56
172231,LW,Sean Bergenheim,"3,900.00",,22.00,1.40,1.54
555860,D,Dalton Prout,"2,500.00",,21.00,1.40,1.54
831068,C,Leon Draisaitl,"3,000.00",,25.00,1.40,1.54
417017,LW,Patrick Maroon,"3,600.00",,6.00,1.90,1.52
395980,C,Artem Anisimov,"3,300.00",,3.00,1.90,1.52
681456,C,Seth Griffith,"2,800.00",,10.00,1.90,1.52
544879,D,Matt Bartkowski,"2,900.00",,19.00,1.50,1.5
184285,D,Nate Guenin,"2,500.00",,16.00,1.50,1.5
447294,D,Nick Holden,"2,500.00",,16.00,1.50,1.5
600129,C,Vladislav Namestnikov,"2,600.00",,13.00,1.50,1.5
300784,RW,Jack Skille,"2,600.00",,4.00,1.80,1.44
300790,D,Marc Staal,"2,800.00",,9.00,1.80,1.44
177995,C,Chris Kelly,"2,700.00",,10.00,1.80,1.44
172444,RW,Tomas Kopecky,"2,700.00",,30.00,1.20,1.44
296046,C,Nate Thompson,"2,600.00",,11.00,1.40,1.4
495950,C,Joe Vitale,"2,600.00",,17.00,1.40,1.4
230687,D,Matthew Carle,"3,300.00",,6.00,1.70,1.36
393187,D,Matt Hunwick,"2,600.00",,9.00,1.70,1.36
184073,C,Dominic Moore,"2,700.00",,4.00,1.70,1.36
452080,LW,Rob Klinkhammer,"2,500.00",,28.00,1.10,1.32
172235,LW,Tomas Fleischmann,"2,800.00",,22.00,1.20,1.32
446376,LW,Jesse Joensuu,"2,600.00",,25.00,1.20,1.32
495948,LW,Luke Gazdic,"2,500.00",,25.00,1.20,1.32
547228,RW,Matt Fraser,"2,700.00",,17.00,1.30,1.3
522269,LW,Matt Calvert,"2,600.00",,19.00,1.30,1.3
409629,LW,Eric Tangradi,"2,500.00",,17.00,1.30,1.3
235539,C,Max Talbot,"2,700.00",,14.00,1.30,1.3
741406,LW,Jonathan Drouin,"3,300.00",,3.00,1.60,1.28
743259,LW,Anthony Duclair,"2,600.00",,9.00,1.50,1.2
296907,LW,Brandon Prust,"2,500.00",,17.00,1.20,1.2
170808,D,Bryan Allen,"2,500.00",,18.00,1.20,1.2
170801,C,Manny Malhotra,"2,500.00",,26.00,1.00,1.2
504301,D,John Moore,"2,700.00",,9.00,1.40,1.12
550756,RW,Brett Connolly,"2,500.00",,11.00,1.10,1.1
653290,RW,J.T. Brown,"2,500.00",,11.00,1.10,1.1
172369,D,Jordan Leopold,"2,700.00",,21.00,1.00,1.1
329663,D,Chris Summers,"2,500.00",,24.00,1.00,1.1
554493,D,Martin Marincin,"2,500.00",,22.00,1.00,1.1
594808,D,Kevan Miller,"2,500.00",,19.00,1.10,1.1
263094,LW,Rene Bourque,"2,700.00",,6.00,1.30,1.04
170835,D,Eric Brewer,"2,700.00",,7.00,1.30,1.04
184276,C,Gregory Campbell,"2,500.00",,10.00,1.30,1.04
555872,RW,Jesper Fast,"2,500.00",,14.00,1.00,1
339758,LW,Cody McLeod,"2,500.00",,18.00,1.00,1
521980,C,Tomas Vincour,"2,500.00",,14.00,1.00,1
600132,C,Rickard Rakell,"2,500.00",,11.00,1.00,1
173242,LW,Shawn Thornton,"2,500.00",,22.00,0.90,0.99
544737,D,Kevin Connauton,"2,500.00",,21.00,0.90,0.99
522061,LW,Brandon McMillan,"2,500.00",,28.00,0.80,0.96
612926,D,Josh Manson,"2,500.00",,7.00,1.20,0.96
593929,C,Brian Gibbons,"2,500.00",,3.00,1.20,0.96
172412,RW,Tim Jackman,"2,500.00",,22.00,0.80,0.88
728700,D,Andrej Sustr,"2,500.00",,6.00,1.10,0.88
376393,RW,Marc-Andre Cliche,"2,500.00",,19.00,0.80,0.8
269233,C,Kyle Chipchura,"2,500.00",,17.00,0.80,0.8
741444,C,Alexander Wennberg,"2,500.00",,3.00,1.00,0.8
489724,D,Keith Aulie,"2,500.00",,22.00,0.70,0.77
170941,LW,Simon Gagne,"2,500.00",,5.00,0.90,0.72
172168,LW,Daniel Paille,"2,500.00",,5.00,0.90,0.72
231132,RW,B.J. Crombeen,"2,500.00",,25.00,0.60,0.66
600119,D,Oscar Klefbom,"2,500.00",,22.00,0.60,0.66
325206,RW,Adam Cracknell,"2,500.00",,4.00,0.80,0.64
170997,LW,Brenden Morrow,"2,500.00",,3.00,0.70,0.56
401047,LW,Tanner Glass,"2,500.00",,9.00,0.70,0.56
522063,D,Mat Clark,"2,500.00",,7.00,0.70,0.56
594358,C,Ben Street,"2,500.00",,14.00,0.50,0.5
522052,D,Jesse Blacker,"2,500.00",,7.00,0.50,0.4
522376,D,Colby Robak,"2,500.00",,25.00,0.30,0.33
381464,RW,Jared Boll,"2,500.00",,4.00,0.40,0.32
551535,RW,Corey Tropp,"2,500.00",,4.00,0.40,0.32
547487,D,Mark Barberio,"2,500.00",,6.00,0.30,0.24
268156,G,Devan Dubnyk,"8,400.00",,28.00,0.00,0
170836,G,Roberto Luongo,"7,800.00",,30.00,0.00,0
489286,G,Dustin Tokarski,"6,900.00",,19.00,0.00,0
656680,G,Niklas Svedberg,"6,700.00",,14.00,0.00,0
296906,G,Curtis McElhinney,"6,400.00",,27.00,0.00,0
543471,G,Cam Talbot,"7,000.00",,1.00,0.00,0
656273,G,Viktor Fasth,"6,700.00",,24.00,0.00,0
171297,G,Jason LaBarbera,"6,400.00",,13.00,0.00,0
170908,G,Evgeni Nabokov,"6,500.00",,10.00,0.00,0
732732,G,Reto Berra,"6,500.00",,6.00,0.00,0
184078,G,Dan Ellis,"6,200.00",,30.00,0.00,0
170719,D,Sheldon Souray,"2,700.00",,7.00,0.00,0
170137,D,Ed Jovanovski,"2,500.00",,25.00,0.00,0
650296,C,Brendan Shinnimin,"2,500.00",,17.00,0.00,0
