Pid,Pn,Name,S,Team,Or,Ppg,Projected
659853,D,Jacob Trouba,"4,700.00",,26.00,2.70,3.24
597137,D,Sami Vatanen,"4,600.00",,29.00,3.50,4.20
568698,D,Jared Spurgeon,"4,400.00",,17.00,3.90,3.90
171113,D,Andrei Markov,"4,300.00",,4.00,2.70,2.16
302953,D,Mark Streit,"4,200.00",,17.00,3.00,3.00
660044,D,Justin Schultz,"4,000.00",,11.00,2.40,2.40
550762,D,Cam Fowler,"3,900.00",,29.00,2.40,2.88
456626,D,Zach Bogosian,"3,700.00",,26.00,2.30,2.76
496081,D,Marco Scandella,"3,700.00",,17.00,2.70,2.70
386998,D,Tobias Enstrom,"3,400.00",,26.00,2.30,2.76
456832,D,Michael Del Zotto,"3,400.00",,17.00,2.20,2.20
542700,D,Jeff Petry,"3,300.00",,11.00,2.00,2.00
548735,D,Nikita Nikitin,"3,300.00",,11.00,2.20,2.20
659813,D,Hampus Lindholm,"3,300.00",,29.00,1.90,2.28
607581,D,Adam Clendening,"3,200.00",,2.00,2.10,1.68
340229,D,Andrew MacDonald,"3,100.00",,17.00,2.00,2.00
170280,D,Sergei Gonchar,"3,000.00",,4.00,1.70,1.36
171320,D,Nick Schultz,"3,000.00",,17.00,1.90,1.90
229372,D,Braydon Coburn,"2,900.00",,17.00,1.30,1.30
297844,D,Nicklas Grossmann,"2,800.00",,17.00,1.70,1.70
597144,D,Alexei Emelin,"2,800.00",,4.00,1.60,1.28
170719,D,Sheldon Souray,"2,700.00",,29.00,0.00,0.00
184270,D,Tom Gilbert,"2,700.00",,4.00,1.70,1.36
229385,D,Mark Stuart,"2,700.00",,26.00,1.80,2.16
392959,D,Ian Cole,"2,700.00",,5.00,1.50,1.20
448201,D,Chris Butler,"2,700.00",,5.00,1.30,1.04
479988,D,Justin Falk,"2,700.00",,17.00,0.80,0.80
563202,D,Mark Fayne,"2,700.00",,11.00,2.00,2.00
612926,D,Josh Manson,"2,700.00",,29.00,1.20,1.44
330276,D,Johnny Oduya,"2,600.00",,2.00,1.60,1.28
386807,D,Niklas Hjalmarsson,"2,600.00",,2.00,1.70,1.36
504296,D,David Rundblad,"2,600.00",,2.00,0.90,0.72
541897,D,Nate Prosser,"2,600.00",,17.00,1.40,1.40
170808,D,Bryan Allen,"2,500.00",,4.00,1.20,0.96
170835,D,Eric Brewer,"2,500.00",,29.00,1.30,1.56
170950,D,Andrew Ference,"2,500.00",,11.00,1.50,1.50
170951,D,Michal Rozsival,"2,500.00",,2.00,1.10,0.88
171036,D,Barret Jackman,"2,500.00",,5.00,1.50,1.20
171424,D,Mike Weaver,"2,500.00",,4.00,1.50,1.20
172167,D,Keith Ballard,"2,500.00",,17.00,1.10,1.10
172593,D,Carlo Colaiacovo,"2,500.00",,17.00,1.10,1.10
339481,D,Adam Pardy,"2,500.00",,26.00,0.70,0.84
447863,D,Grant Clitsome,"2,500.00",,26.00,0.50,0.60
456628,D,Luke Schenn,"2,500.00",,17.00,1.60,1.60
456855,D,Stu Bickel,"2,500.00",,17.00,0.10,0.10
489724,D,Keith Aulie,"2,500.00",,11.00,0.70,0.70
496330,D,Paul Postma,"2,500.00",,26.00,1.20,1.44
499847,D,Carl Gunnarsson,"2,500.00",,5.00,1.60,1.28
522052,D,Jesse Blacker,"2,500.00",,29.00,0.50,0.60
522063,D,Mat Clark,"2,500.00",,29.00,0.60,0.72
554493,D,Martin Marincin,"2,500.00",,11.00,0.90,0.90
600103,D,Jonas Brodin,"2,500.00",,17.00,1.30,1.30
600119,D,Oscar Klefbom,"2,500.00",,11.00,1.00,1.00
329656,C,Claude Giroux,"8,600.00",,10.00,5.10,4.08
229383,C,Ryan Getzlaf,"7,700.00",,27.00,4.00,4.80
171090,C,Brad Richards,"6,100.00",,1.00,3.10,2.48
329563,C,Jonathan Toews,"5,800.00",,1.00,3.30,2.64
228968,C,Ryan Kesler,"5,700.00",,27.00,3.30,3.96
172738,C,Tomas Plekanec,"5,300.00",,5.00,3.50,2.80
329645,C,Bryan Little,"5,200.00",,14.00,2.80,2.80
321868,C,David Backes,"5,100.00",,9.00,2.80,2.24
498308,C,Jori Lehtera,"5,000.00",,9.00,3.30,2.64
600075,C,Ryan Nugent-Hopkins,"4,800.00",,7.00,3.00,2.40
330094,C,Paul Stastny,"4,700.00",,9.00,2.00,1.60
177011,C,Mikko Koivu,"4,600.00",,13.00,2.50,2.50
504255,C,Brayden Schenn,"4,600.00",,10.00,3.00,2.40
659810,C,Alex Galchenyuk,"4,500.00",,5.00,2.80,2.24
300805,C,T.J. Oshie,"4,200.00",,9.00,2.00,1.60
392954,C,Lars Eller,"4,100.00",,5.00,2.50,2.00
610878,C,Andrew Shaw,"3,900.00",,1.00,2.20,1.76
447273,C,Mathieu Perreault,"3,600.00",,14.00,1.60,1.60
600098,C,Mark Scheifele,"3,600.00",,14.00,2.10,2.10
550759,C,Mikael Granlund,"3,500.00",,13.00,2.00,2.00
550778,C,Charlie Coyle,"3,500.00",,13.00,2.30,2.30
451706,C,David Desharnais,"3,400.00",,5.00,1.90,1.52
593803,C,Mark Arcobello,"3,200.00",,7.00,2.00,1.60
172229,C,Boyd Gordon,"3,100.00",,7.00,1.90,1.52
600101,C,Sean Couturier,"3,100.00",,10.00,1.90,1.52
170811,C,Vincent Lecavalier,"3,000.00",,10.00,1.80,1.44
329659,C,Patrik Berglund,"3,000.00",,9.00,1.70,1.36
831068,C,Leon Draisaitl,"3,000.00",,7.00,1.40,1.12
300806,C,Andrew Cogliano,"2,900.00",,27.00,1.80,2.16
178003,C,R.J. Umberger,"2,800.00",,10.00,1.20,0.96
549269,C,Marcus Kruger,"2,800.00",,1.00,1.90,1.52
235441,C,Maxim Lapierre,"2,700.00",,9.00,1.20,0.96
253323,C,Kyle Brodziak,"2,700.00",,13.00,1.60,1.60
172140,C,Jim Slater,"2,600.00",,14.00,0.70,0.70
659866,C,Scott Laughton,"2,600.00",,10.00,1.10,0.88
170801,C,Manny Malhotra,"2,500.00",,5.00,1.00,0.80
172443,C,Steve Ott,"2,500.00",,9.00,0.70,0.56
184271,C,Joakim Lindstrom,"2,500.00",,9.00,1.10,0.88
296046,C,Nate Thompson,"2,500.00",,27.00,1.40,1.68
329497,C,Ryan Carter,"2,500.00",,13.00,1.50,1.50
543856,C,Chris VandeVelde,"2,500.00",,10.00,1.30,1.04
554554,C,Joakim Nordstrom,"2,500.00",,1.00,1.10,0.88
600132,C,Rickard Rakell,"2,500.00",,27.00,1.00,1.20
732005,C,Erik Haula,"2,500.00",,13.00,1.20,1.20
