Pid,Pn,Name,S,Team,Or,Ppg,Projected
339607,G,Ondrej Pavelec,6400,,15,3.9,3.58486
172497,G,Ryan Miller,7300,,28,4.6,4.82436
607959,LW,Adam Lowry,2500,,13,1.2,0.80186
172195,LW,Alexander Steen,5100,,21,2.9,2.83386
268146,LW,Andrew Ladd,4900,,13,3.1,2.70186
743259,LW,Anthony Duclair,2800,,12,1.6,1.16036
522061,LW,Brandon McMillan,2500,,3,0.7,-0.11314
296907,LW,Brandon Prust,2500,,6,1.1,0.41136
607591,LW,Brandon Saad,4800,,27,2.7,2.88286
301772,LW,Bryan Bickell,2500,,27,1.5,1.68286
597939,LW,Carl Hagelin,3900,,12,2.2,1.76036
172150,LW,Chris Higgins,4900,,9,3.0,2.43586
504299,LW,Chris Kreider,3600,,12,2.3,1.86036
402054,LW,Chris Porter,2500,,21,0.3,0.23386
296021,LW,Dan Carcillo,2500,,27,1.3,1.48286
171088,LW,Daniel Sedin,6600,,9,3.8,3.23586
463073,LW,Drayson Bowman,2500,,6,0.0,-0.68864
504252,LW,Evander Kane,5400,,13,3.0,2.60186
550764,LW,Jaden Schwartz,6800,,21,4.3,4.23386
547716,LW,Jeremy Morin,2500,,27,0.9,1.08286
831151,LW,Jiri Sekac,2900,,6,1.8,1.11136
326141,LW,Kris Versteeg,5200,,27,2.9,3.08286
269234,LW,Lauri Korpikoski,2800,,3,1.8,0.98686
607612,LW,Lucas Lessio,2500,,3,0.0,-0.81314
504261,LW,Magnus Paajarvi,2500,,21,0.5,0.43386
450848,LW,Matt Beleskey,4500,,14,3.0,2.64336
392964,LW,Max Pacioretty,8200,,6,4.3,3.61136
456700,LW,Mikkel Boedker,4600,,3,2.9,2.08686
417017,LW,Patrick Maroon,3000,,14,1.6,1.24336
263094,LW,Rene Bourque,2500,,14,1.1,0.74336
172212,LW,Rick Nash,8000,,12,4.8,4.36036
452080,LW,Rob Klinkhammer,2500,,3,1.2,0.38686
452001,LW,T.J. Galiardi,2500,,13,0.6,0.20186
401047,LW,Tanner Glass,2500,,12,0.6,0.16036
303081,RW,Alexandre Burrows,3800,,9,2.5,0
494189,RW,Anthony Peluso,2500,,13,0.3,-0.09814
231132,RW,B.J. Crombeen,2500,,16,0.6,0.32636
544288,RW,Ben Smith,2500,,21,1.4,1.33386
268147,RW,Blake Wheeler,6100,,13,3.6,3.20186
555807,RW,Brendan Gallagher,5000,,12,2.9,2.46036
232292,RW,Chris Thorburn,2500,,13,0.5,0.10186
229391,RW,Corey Perry,7600,,27,4.5,4.68286
477659,RW,Dale Weise,3200,,12,2.0,1.56036
381466,RW,Derek Dorsett,2500,,9,1.6,1.03586
554489,RW,Devante Smith-Pelly,3800,,27,2.2,2.38286
296054,RW,Dustin Byfuglien,4800,,13,2.5,2.10186
550779,RW,Emerson Etem,3700,,27,1.5,1.68286
596832,RW,Jakob Silfverberg,4700,,27,2.5,2.68286
330092,RW,Jannik Hansen,2900,,9,1.8,1.23586
555872,RW,Jesper Fast,2500,,15,0.5,0.18486
550774,RW,Kevin Hayes,3200,,15,1.7,1.38486
504309,RW,Kyle Palmieri,4000,,27,2.0,2.18286
296123,RW,Lee Stempniak,3900,,15,2.5,2.18486
596465,RW,Linden Vey,2500,,9,1.7,1.13586
170695,RW,Marian Hossa,5600,,21,3.0,2.93386
171386,RW,Martin Erat,2700,,16,1.8,1.52636
170816,RW,Martin St. Louis,4900,,15,3.1,2.78486
547287,RW,Mats Zuccarello,4200,,15,2.3,1.98486
456690,RW,Matt Halischuk,2500,,13,0.5,0.10186
329643,RW,Michael Frolik,4700,,13,2.6,2.20186
184264,RW,P.A. Parenteau,4200,,12,2.4,1.96036
392942,RW,Patrick Kane,7800,,21,3.7,3.63386
171352,RW,Radim Vrbata,6400,,9,4.1,3.53586
386160,RW,Ryan Reaves,2500,,3,0.8,-0.01314
170422,RW,Shane Doan,4800,,16,3.0,2.72636
172412,RW,Tim Jackman,2500,,27,0.8,0.98286
610628,RW,Tobias Rieder,2900,,16,1.8,1.52636
550766,RW,Vladimir Tarasenko,7300,,3,5.1,4.28686
504282,RW,Zack Kassian,2800,,9,1.5,0.93586
