Pid,Pn,Name,S,Team,Or,Ppg,Projected,Value,Home,Last 10,vsBackup,isStarting,isStarter,Ppg - Archive,Tid,Htid,Atid,Htabbr,Atabbr,Posid,Isdisabledfromdrafting,Exceptionalmessages,,Swp,Pp,I,News
593929,C,Brian Gibbons,"2,500.00",Cls,3.00,1.10,0.88,0.352,FALSE,,,,,1.1,4982,4973,4982,TB,Cls,91,,,,true,1,O,1
543573,LW,Brandon Bollig,"2,500.00",Cgy,19.00,0.80,0.88,0.352,TRUE,,,,,0.8,4956,4956,4971,Cgy,SJ,92,,,,true,1,O,2
172467,C,Cody McCormick,"2,500.00",Buf,5.00,1.10,0.88,0.352,FALSE,,,,,1.1,4955,4979,4955,Fla,Buf,91,,,,true,1,O,2
496804,C,Andrew Desjardins,"2,500.00",SJ,8.00,1.00,0.8,0.32,FALSE,,,,,1.0,4971,4956,4971,Cgy,SJ,91,,,,true,1,O,2
544737,D,Kevin Connauton,"2,500.00",Cls,9.00,1.00,0.8,0.32,FALSE,,,,,1.0,4982,4973,4982,TB,Cls,94,,,,true,1,O,2
554552,C,Michael Chaput,"2,500.00",Cls,3.00,1.00,0.8,0.32,FALSE,,,,,1.0,4982,4973,4982,TB,Cls,91,,,,true,1,O,1
325206,RW,Adam Cracknell,"2,500.00",Cls,13.00,0.80,0.8,0.32,FALSE,,,,,0.8,4982,4973,4982,TB,Cls,93,,,,true,1,DTD,2
456702,C,Cody Hodgson,"2,900.00",Buf,5.00,1.00,0.8,0.275862069,FALSE,,,,,1.0,4955,4979,4955,Fla,Buf,91,,,,true,1,O,1
741448,D,Nikita Zadorov,"2,500.00",Buf,19.00,0.80,0.8,0.32,FALSE,,,,,0.8,4955,4979,4955,Fla,Buf,94,,,,true,1,O,2
735639,D,Seth Helgeson,"2,500.00",NJ,29.00,0.60,0.78,0.312,TRUE,,,,,0.6,4964,4964,4976,NJ,Was,94,,,,true,1,O,2
615332,D,Jyrki Jokipakka,"2,500.00",Dal,17.00,0.70,0.77,0.308,TRUE,,,,,0.7,4962,4962,4963,Dal,Mon,94,,,,true,1,O,2
269233,C,Kyle Chipchura,"2,500.00",Ari,16.00,0.70,0.77,0.308,TRUE,,,,,0.7,4977,4977,4954,Ari,Bos,91,,,,true,1,DTD,2
522061,LW,Brandon McMillan,"2,500.00",Ari,10.00,0.80,0.72,0.288,TRUE,,,,,0.8,4977,4977,4954,Ari,Bos,92,,,,true,1,O,2
600131,LW,Nicklas Jensen,"2,500.00",Van,29.00,0.60,0.72,0.288,FALSE,,,,,0.6,4975,4974,4975,Tor,Van,92,,,,true,1,O,1
174717,LW,Travis Moen,"2,500.00",Dal,21.00,0.60,0.72,0.288,TRUE,,,,,0.6,4962,4962,4963,Dal,Mon,92,,,,true,1,O,1
231132,RW,B.J. Crombeen,"2,500.00",Ari,24.00,0.60,0.72,0.288,TRUE,,,,,0.6,4977,4977,4954,Ari,Bos,93,,,,true,1,DTD,2
849162,C,Liam O'Brien,"2,500.00",Was,20.00,0.70,0.7,0.28,FALSE,,,,,0.7,4976,4964,4976,NJ,Was,91,,,,true,1,O,1
547716,LW,Jeremy Morin,"2,500.00",Chi,3.00,0.80,0.64,0.256,FALSE,,,,,0.8,4957,4980,4957,Nsh,Chi,92,,,,true,1,O,2
381290,C,Trevor Smith,"2,500.00",Tor,9.00,0.70,0.63,0.252,TRUE,,,,,0.7,4974,4974,4975,Tor,Van,91,,,,true,1,DTD,1
544186,LW,Gabriel Bourque,"2,500.00",Nsh,5.00,0.60,0.615,0.246,TRUE,,TRUE,,,0.6,4980,4980,4957,Nsh,Chi,92,,,,true,1,O,2
595928,D,Raphael Diaz,"2,500.00",Cgy,25.00,0.50,0.6,0.24,TRUE,,,,,0.5,4956,4956,4971,Cgy,SJ,94,,,,true,1,O,2
555131,LW,Tye McGinn,"2,500.00",SJ,11.00,0.60,0.6,0.24,FALSE,,,,,0.6,4971,4956,4971,Cgy,SJ,92,,,,true,1,O,1
170824,D,Scott Hannan,"2,500.00",SJ,13.00,0.60,0.6,0.24,FALSE,,,,,0.6,4971,4956,4971,Cgy,SJ,94,,,,true,1,O,2
498232,D,Victor Bartley,"2,500.00",Nsh,6.00,0.40,0.41,0.164,TRUE,,TRUE,,,0.4,4980,4980,4957,Nsh,Chi,94,,,,true,1,O,2
447411,D,Jack Hillen,"2,500.00",Was,8.00,0.50,0.4,0.16,FALSE,,,,,0.5,4976,4964,4976,NJ,Was,94,,,,true,1,O,2
544143,C,Michael Latta,"2,500.00",Was,20.00,0.40,0.4,0.16,FALSE,,,,,0.4,4976,4964,4976,NJ,Was,91,,,,true,1,O,2
355880,LW,John Scott,"2,500.00",SJ,11.00,0.40,0.4,0.16,FALSE,,,,,0.4,4971,4956,4971,Cgy,SJ,92,,,,true,1,DTD,1
381464,RW,Jared Boll,"2,500.00",Cls,13.00,0.40,0.4,0.16,FALSE,,,,,0.4,4982,4973,4982,TB,Cls,93,,,,true,1,DTD,1
551535,RW,Corey Tropp,"2,500.00",Cls,13.00,0.40,0.4,0.16,FALSE,,,,,0.4,4982,4973,4982,TB,Cls,93,,,,true,1,O,2
172192,RW,Jordin Tootoo,"2,500.00",NJ,8.00,0.40,0.36,0.144,TRUE,,,,,0.4,4964,4964,4976,NJ,Was,93,,,,true,1,O,2
547487,D,Mark Barberio,"2,500.00",TB,23.00,0.30,0.36,0.144,TRUE,,,,,0.3,4973,4973,4982,TB,Cls,94,,,,true,1,O,2
172451,RW,Brian McGrattan,"2,500.00",Cgy,22.00,0.30,0.36,0.144,TRUE,,,,,0.3,4956,4956,4971,Cgy,SJ,93,,,,true,1,O,2
170878,C,Scott Gomez,"2,700.00",NJ,19.00,0.30,0.33,0.1222222222,TRUE,,,,,0.3,4964,4964,4976,NJ,Was,91,,,,true,1,O,2
329839,LW,David Booth,"2,500.00",Tor,14.00,0.20,0.22,0.088,TRUE,,,,,0.2,4974,4974,4975,Tor,Van,92,,,,true,1,DTD,2
326167,RW,Patrick Kaleta,"2,500.00",Buf,5.00,0.20,0.16,0.064,FALSE,,,,,0.2,4955,4979,4955,Fla,Buf,93,,,,true,1,DTD,2
301765,G,Justin Peters,"6,200.00",Was,15.00,2.00,0,0,FALSE,,,FALSE,,2.0,4976,4964,4976,NJ,Was,95,,,,true,1,O,1
543662,G,Eddie Lack,"6,600.00",Van,5.00,3.30,0,0,FALSE,,,FALSE,,3.3,4975,4974,4975,Tor,Van,95,,,,true,1,O,2
547717,G,Jacob Markstrom,"6,300.00",Van,5.00,0.00,0,0,FALSE,,,FALSE,,0.0,4975,4974,4975,Tor,Van,95,,,,true,1,O,1
610897,D,Frank Corrado,"2,500.00",Van,22.00,0.00,0,0,FALSE,,,,,0.0,4975,4974,4975,Tor,Van,94,,,,true,1,O,2
446889,G,James Reimer,"6,600.00",Tor,3.00,3.70,0,0,TRUE,,,FALSE,,3.7,4974,4974,4975,Tor,Van,95,,,,true,1,O,2
656683,C,Leo Komarov,"3,400.00",Tor,9.00,0.00,0,0,TRUE,,,,,2.5,4974,4974,4975,Tor,Van,91,,,,true,1,O,2
326129,D,Roman Polak,"3,300.00",Tor,3.00,0.00,0,0,TRUE,,,,,2.2,4974,4974,4975,Tor,Van,94,,,,true,1,O,2
170908,G,Evgeni Nabokov,"6,400.00",TB,25.00,2.40,0,0,TRUE,,,FALSE,,2.4,4973,4973,4982,TB,Cls,95,,,,true,1,O,2
496352,G,Alex Stalock,"6,800.00",SJ,2.00,4.20,0,0,FALSE,,,FALSE,,4.2,4971,4956,4971,Cgy,SJ,95,,,,true,1,O,1
184061,G,Henrik Lundqvist,"7,500.00",NYR,6.00,4.30,0,0,FALSE,,,FALSE,,4.3,4966,4958,4966,Det,NYR,95,,,,true,,O,1
401047,LW,Tanner Glass,"2,500.00",NYR,1.00,0.00,0,0,FALSE,,,,,0.7,4966,4958,4966,Det,NYR,92,,,,true,1,O,2
542954,G,Carter Hutton,"6,500.00",Nsh,22.00,2.60,0,0,TRUE,,TRUE,FALSE,,2.6,4980,4980,4957,Nsh,Chi,95,,,,true,1,O,1
172504,C,Derek Roy,"2,900.00",Nsh,10.00,0.00,0,0,TRUE,,TRUE,,,1.7,4980,4980,4957,Nsh,Chi,91,,,,true,1,O,2
171394,G,Scott Clemmensen,"6,200.00",NJ,12.00,0.40,0,0,TRUE,,,FALSE,,0.4,4964,4964,4976,NJ,Was,95,,,,true,1,O,2
600078,D,Adam Larsson,"3,100.00",NJ,29.00,0.00,0,0,TRUE,,,,,1.8,4964,4964,4976,NJ,Was,94,,,,true,1,DTD,2
489286,G,Dustin Tokarski,"6,300.00",Mon,13.00,3.90,0,0,FALSE,,,FALSE,,3.9,4963,4962,4963,Dal,Mon,95,,,,true,1,O,1
463073,LW,Drayson Bowman,"2,500.00",Mon,30.00,0.00,0,0,FALSE,,,,,0.0,4963,4962,4963,Dal,Mon,92,,,,true,1,O,2
268148,G,Al Montoya,"6,400.00",Fla,23.00,3.00,0,0,TRUE,,FALSE,FALSE,,3.0,4979,4979,4955,Fla,Buf,95,,,,true,1,O,1
170137,D,Ed Jovanovski,"2,500.00",Fla,16.00,0.00,0,0,TRUE,,TRUE,,,0.0,4979,4979,4955,Fla,Buf,94,,,,true,1,O,2
555795,G,Petr Mrazek,"6,600.00",Det,10.00,4.40,0,0,TRUE,,FALSE,FALSE,,4.4,4958,4958,4966,Det,NYR,95,,,,true,1,O,1
544579,G,Jussi Rynnas,"6,500.00",Dal,7.00,-0.20,0,0,TRUE,,,FALSE,,-0.2,4962,4962,4963,Dal,Mon,95,,,,true,1,O,2
296906,G,Curtis McElhinney,"6,400.00",Cls,1.00,2.60,0,0,FALSE,,,FALSE,,2.6,4982,4973,4982,TB,Cls,95,,,,true,1,O,1
231130,G,Corey Crawford,"8,300.00",Chi,9.00,5.10,0,0,FALSE,,,FALSE,,5.1,4957,4980,4957,Nsh,Chi,95,,,,true,,O,2
655193,G,Scott Darling,"7,000.00",Chi,9.00,5.60,0,0,FALSE,,,FALSE,,5.6,4957,4980,4957,Nsh,Chi,95,,,,true,1,O,1
607971,D,Klas Dahlbeck,"2,500.00",Chi,14.00,0.00,0,0,FALSE,,,,,0.0,4957,4980,4957,Nsh,Chi,94,,,,true,1,O,2
386403,G,Jonas Hiller,"6,500.00",Cgy,18.00,4.50,0,0,TRUE,,,FALSE,,4.5,4956,4956,4971,Cgy,SJ,95,,,,true,1,O,1
454231,G,Jhonas Enroth,"7,900.00",Buf,29.00,4.40,0,0,FALSE,,,FALSE,,4.4,4955,4979,4955,Fla,Buf,95,,,,true,,O,2
269238,D,Andrej Meszaros,"3,000.00",Buf,19.00,0.00,0,0,FALSE,,,,,1.3,4955,4979,4955,Fla,Buf,94,,,,true,1,DTD,1
656680,G,Niklas Svedberg,"6,800.00",Bos,24.00,3.90,0,0,FALSE,,TRUE,FALSE,,3.9,4954,4977,4954,Ari,Bos,95,,,,true,1,O,2
172862,G,Mike Smith,"6,700.00",Ari,19.00,2.80,0,0,TRUE,,,FALSE,TRUE,2.8,4977,4977,4954,Ari,Bos,95,,,,true,1,O,2
170700,D,Derek Morris,"3,100.00",Ari,12.00,0.00,0,0,TRUE,,,,,0.0,4977,4977,4954,Ari,Bos,94,,,,true,1,DTD,2
