Pid,Pn,Name,S,Team,Or,Ppg,Projected
550770,RW,Beau Bennett,3100,,10.00,1.70,1.36
170627,RW,Daniel Cleary,2700,,24.00,1.10,1.32
172444,RW,Tomas Kopecky,3000,,14.00,1.30,1.3
386556,RW,Cal Clutterbuck,3100,,3.00,1.60,1.28
595203,RW,Justin Fontaine,2500,,7.00,1.60,1.28
329652,RW,Chris Stewart,2900,,1.00,1.50,1.2
521854,RW,Richard Panik,2500,,4.00,1.50,1.2
790352,RW,Barclay Goodrow,2500,,22.00,1.00,1.2
184263,RW,Alexander Semin,3300,,2.00,1.30,1.04
379101,RW,Torrey Mitchell,2800,,1.00,1.30,1.04
653290,RW,J.T. Brown,2500,,9.00,1.10,0.88
550756,RW,Brett Connolly,2500,,9.00,1.00,0.8
232292,RW,Chris Thorburn,2500,,27.00,0.50,0.7
376393,RW,Marc-Andre Cliche,2500,,16.00,0.70,0.7
456690,RW,Matt Halischuk,2500,,27.00,0.50,0.7
555872,RW,Jesper Fast,2500,,17.00,0.70,0.7
329379,RW,Patrick Dwyer,2500,,2.00,0.80,0.64
300785,RW,Devin Setoguchi,2500,,20.00,0.60,0.6
171296,RW,Craig Adams,2500,,10.00,0.70,0.56
172451,RW,Brian McGrattan,2500,,20.00,0.40,0.4
494189,RW,Anthony Peluso,2500,,27.00,0.20,0.28
590247,RW,Jason Akeson,2500,,6.00,0.30,0.24
326167,RW,Patrick Kaleta,2500,,1.00,0.00,0
693364,RW,Jayson Megna,2500,,10.00,0.00,0
228978,LW,Chris Kunitz,5200,,29.00,3.50,4.9
172212,LW,Rick Nash,8000,,11.00,4.80,4.8
268146,LW,Andrew Ladd,4800,,27.00,3.10,4.34
229381,LW,Zach Parise,6700,,17.00,4.30,4.3
550757,LW,Jeff Skinner,6500,,25.00,3.50,4.2
504252,LW,Evander Kane,5200,,27.00,2.80,3.92
329541,LW,Jiri Tlusty,4300,,25.00,2.70,3.24
522267,LW,Tomas Tatar,5700,,14.00,3.20,3.2
447451,LW,Justin Abdelkader,4500,,14.00,3.20,3.2
245514,LW,Curtis Glencross,4800,,23.00,2.60,3.12
610588,LW,Johnny Gaudreau,4300,,23.00,2.60,3.12
326141,LW,Kris Versteeg,5400,,20.00,3.10,3.1
303078,LW,Blake Comeau,2900,,29.00,2.20,3.08
392943,LW,James van Riemsdyk,6300,,8.00,3.80,3.04
170699,LW,Patrick Marleau,5900,,9.00,3.60,2.88
741463,LW,Andre Burakovsky,3400,,22.00,2.40,2.88
451466,LW,Nathan Gerbe,3300,,25.00,2.40,2.88
607591,LW,Brandon Saad,4700,,20.00,2.80,2.8
335301,LW,Matt Moulson,5100,,21.00,2.30,2.76
554508,LW,Jason Zucker,3400,,17.00,2.70,2.7
659876,LW,Tanner Pearson,3300,,13.00,2.60,2.6
552325,LW,Lance Bouma,3000,,23.00,2.10,2.52
504299,LW,Chris Kreider,4200,,11.00,2.50,2.5
600076,LW,Gabriel Landeskog,5800,,7.00,3.10,2.48
615345,LW,Ondrej Palat,4800,,5.00,3.00,2.4
597939,LW,Carl Hagelin,4100,,11.00,2.40,2.4
229370,LW,Thomas Vanek,4100,,17.00,2.10,2.1
600077,LW,Jonathan Huberdeau,4500,,19.00,2.00,2
651621,LW,Alex Killorn,4400,,5.00,2.50,2
229377,LW,Dustin Brown,4000,,13.00,2.00,2
386162,LW,Nikolai Kulemin,3700,,3.00,2.50,2
170807,LW,Alex Tanguay,3200,,7.00,2.40,1.92
451518,LW,Chris Terry,2500,,25.00,1.60,1.92
522130,LW,Ryan O'Reilly,4200,,7.00,2.30,1.84
456701,LW,Josh Bailey,3300,,3.00,2.30,1.84
456826,LW,Zach Boychuk,2500,,25.00,1.50,1.8
323129,LW,Daniel Winnik,2800,,8.00,2.10,1.68
607959,LW,Adam Lowry,2600,,27.00,1.20,1.68
301772,LW,Bryan Bickell,2500,,20.00,1.60,1.6
325554,LW,Tyler Kennedy,2500,,9.00,2.00,1.6
743259,LW,Anthony Duclair,2500,,11.00,1.60,1.6
597130,LW,Nicolas Deslauriers,3200,,21.00,1.30,1.56
171321,LW,Jason Chimera,2900,,22.00,1.30,1.56
521640,LW,Kyle Clifford,2800,,13.00,1.50,1.5
324924,LW,Drew Miller,2500,,14.00,1.40,1.4
659862,LW,Tomas Hertl,3900,,9.00,1.70,1.36
607597,LW,Matthew Nieto,2700,,9.00,1.70,1.36
600108,LW,Sven Baertschi,2600,,23.00,1.10,1.32
522049,LW,Marcus Foligno,2500,,21.00,1.10,1.32
172231,LW,Sean Bergenheim,3400,,19.00,1.30,1.3
296021,LW,Dan Carcillo,2800,,20.00,1.30,1.3
478204,LW,Dwight King,2500,,13.00,1.30,1.3
741406,LW,Jonathan Drouin,3300,,5.00,1.60,1.28
829696,LW,Pierre-Edouard Bellemare,2500,,1.00,1.40,1.12
172235,LW,Tomas Fleischmann,2600,,19.00,1.10,1.1
543573,LW,Brandon Bollig,2500,,23.00,0.90,1.08
555764,LW,Michael Ferland,2500,,23.00,0.90,1.08
594735,LW,Cory Conacher,2500,,3.00,1.30,1.04
173242,LW,Shawn Thornton,2500,,19.00,1.00,1
520230,LW,Matt Martin,2500,,3.00,1.20,0.96
547716,LW,Jeremy Morin,2500,,20.00,0.90,0.9
452001,LW,T.J. Galiardi,2500,,27.00,0.60,0.84
339758,LW,Cody McLeod,2500,,7.00,1.00,0.8
401047,LW,Tanner Glass,2500,,11.00,0.70,0.7
512065,LW,Zac Rinaldo,2500,,1.00,0.70,0.56
555131,LW,Tye McGinn,2500,,9.00,0.60,0.48
170997,LW,Brenden Morrow,2500,,5.00,0.50,0.4
355880,LW,John Scott,2500,,9.00,0.40,0.32
607972,LW,Andy Andreoff,2500,,13.00,0.20,0.2
329839,LW,David Booth,3200,,8.00,0.00,0
543477,G,Michael Hutchinson,7100,,26.00,0.00,0
386814,G,Michal Neuvirth,6600,,29.00,0.00,0
555795,G,Petr Mrazek,6500,,23.00,0.00,0
736974,G,Antti Raanta,8400,,21.00,0.00,0
231130,G,Corey Crawford,8100,,21.00,4.90,5.88
296723,G,Jaroslav Halak,9400,,17.00,5.80,5.8
380901,G,Jonathan Quick,8800,,18.00,5.70,5.7
170836,G,Roberto Luongo,7200,,24.00,4.70,5.64
454231,G,Jhonas Enroth,6300,,29.00,4.00,5.6
298149,G,Jimmy Howard,7900,,23.00,4.60,5.52
172223,G,Cam Ward,6700,,28.00,3.80,5.32
339607,G,Ondrej Pavelec,6600,,26.00,3.80,5.32
731447,G,Troy Grosenick,7300,,1.00,0.00,0
329657,G,Semyon Varlamov,7400,,25.00,0.00,0
382350,G,Steve Mason,8600,,12.00,4.90,4.9
446721,G,Ben Bishop,8000,,15.00,4.90,4.9
229367,G,Marc-Andre Fleury,9100,,6.00,6.10,4.88
386403,G,Jonas Hiller,6700,,19.00,4.70,4.7
547403,G,Darcy Kuemper,7100,,20.00,4.40,4.4
554496,G,Calvin Pickard,6300,,25.00,0.00,0
326139,G,Thomas Greiss,7600,,6.00,0.00,0
184061,G,Henrik Lundqvist,9000,,2.00,4.80,3.84
178023,G,Ray Emery,6400,,12.00,0.00,0
451384,G,Antti Niemi,7800,,1.00,4.60,3.68
326023,G,Karri Ramo,6200,,19.00,0.00,0
329644,G,Jonathan Bernier,7700,,3.00,4.40,3.52
326034,G,Niklas Backstrom,7000,,20.00,0.00,0
483697,G,Braden Holtby,7500,,7.00,4.10,3.28
395751,G,Anton Khudobin,6700,,28.00,0.00,0
507427,G,Chad Johnson,6600,,17.00,0.00,0
479871,G,Martin Jones,6400,,18.00,0.00,0
446889,G,James Reimer,6300,,3.00,3.70,2.96
268148,G,Al Montoya,6200,,24.00,0.00,0
732732,G,Reto Berra,6200,,25.00,2.40,2.88
543471,G,Cam Talbot,6200,,2.00,0.00,0
170908,G,Evgeni Nabokov,6400,,15.00,0.00,0
301765,G,Justin Peters,6200,,7.00,0.00,0
254822,D,Mark Giordano,7000,,28.00,4.80,7.68
339745,D,Kris Letang,6200,,21.00,4.30,5.16
236148,D,Dennis Wideman,5000,,28.00,3.50,4.9
508872,D,T.J. Brodie,4400,,28.00,3.40,4.76
554484,D,Justin Faulk,5000,,24.00,3.50,4.2
172221,D,Johnny Boychuk,4600,,23.00,3.50,4.2
329285,D,Kris Russell,4400,,28.00,2.90,4.06
184050,D,Niklas Kronwall,4200,,30.00,2.80,3.92
184268,D,Duncan Keith,5700,,14.00,3.60,3.6
329287,D,Cody Franson,4800,,15.00,3.50,3.5
607598,D,Xavier Ouellet,2500,,30.00,2.50,3.5
229378,D,Brent Seabrook,5400,,14.00,3.40,3.4
456839,D,John Carlson,5100,,13.00,3.40,3.4
568698,D,Jared Spurgeon,5000,,1.00,4.20,3.36
831066,D,Aaron Ekblad,4000,,22.00,2.80,3.36
229384,D,Brent Burns,5600,,10.00,4.10,3.28
269519,D,Mike Green,4700,,13.00,3.10,3.1
229373,D,Dion Phaneuf,4400,,15.00,3.00,3
504293,D,Nick Leddy,3800,,23.00,2.50,3
729484,D,Danny DeKeyser,3300,,30.00,2.10,2.94
536508,D,Jake Muzzin,5400,,3.00,3.60,2.88
456625,D,Drew Doughty,5700,,3.00,3.50,2.8
329560,D,Erik Johnson,5200,,7.00,3.50,2.8
329288,D,Dan Girardi,4300,,11.00,2.80,2.8
329579,D,Andrej Sekera,4100,,24.00,2.30,2.76
171273,D,Lubomir Visnovsky,3500,,23.00,2.30,2.76
607581,D,Adam Clendening,3700,,14.00,2.70,2.7
302953,D,Mark Streit,5000,,9.00,3.30,2.64
521878,D,Travis Hamonic,3500,,23.00,2.20,2.64
170944,D,Brian Campbell,3800,,22.00,2.10,2.52
456704,D,Tyler Myers,4500,,12.00,2.50,2.5
659853,D,Jacob Trouba,4100,,19.00,2.50,2.5
456626,D,Zach Bogosian,3900,,19.00,2.50,2.5
229371,D,Ryan Suter,4800,,1.00,3.00,2.4
172864,D,Christian Ehrhoff,4000,,21.00,2.00,2.4
659812,D,Morgan Rielly,3700,,15.00,2.40,2.4
172491,D,Brooks Orpik,3500,,13.00,2.40,2.4
326129,D,Roman Polak,3500,,15.00,2.40,2.4
392945,D,Thomas Hickey,3400,,23.00,2.00,2.4
593095,D,Tyson Barrie,4800,,7.00,2.90,2.32
479351,D,Jason Garrison,4500,,4.00,2.90,2.32
386998,D,Tobias Enstrom,3400,,19.00,2.30,2.3
659868,D,Olli Maatta,3500,,21.00,1.90,2.28
177791,D,Paul Martin,3000,,21.00,1.90,2.28
450762,D,Alec Martinez,4400,,3.00,2.80,2.24
300799,D,Jakub Kindl,2500,,30.00,1.60,2.24
230677,D,Kevin Klein,2800,,11.00,2.20,2.2
496081,D,Marco Scandella,4000,,1.00,2.70,2.16
171099,D,Willie Mitchell,2600,,22.00,1.80,2.16
504319,D,Simon Despres,2500,,21.00,1.80,2.16
593940,D,Zach Redmond,3600,,7.00,2.60,2.08
383710,D,Anton Stralman,3500,,4.00,2.60,2.08
232379,D,John-Michael Liles,3500,,24.00,1.70,2.04
504287,D,Dmitry Kulikov,3400,,22.00,1.70,2.04
521554,D,Robert Bortuzzo,3400,,21.00,1.70,2.04
172597,D,Jay Harrison,2800,,24.00,1.70,2.04
296124,D,Kyle Quincey,2800,,30.00,1.40,1.96
268151,D,Ladislav Smid,2500,,28.00,1.40,1.96
550753,D,Erik Gudbranson,2700,,22.00,1.60,1.92
300809,D,Matt Niskanen,3600,,13.00,1.90,1.9
300790,D,Marc Staal,3000,,11.00,1.90,1.9
386807,D,Niklas Hjalmarsson,2900,,14.00,1.90,1.9
456832,D,Michael Del Zotto,3100,,9.00,2.30,1.84
326026,D,Jonathan Ericsson,2500,,30.00,1.30,1.82
170896,D,Dan Boyle,3100,,11.00,1.80,1.8
452133,D,Tyson Strachan,2900,,12.00,1.80,1.8
229385,D,Mark Stuart,2700,,19.00,1.80,1.8
178005,D,Tim Gleason,2500,,24.00,1.50,1.8
504279,D,Calvin de Haan,2500,,23.00,1.50,1.8
554520,D,Radko Gudas,3500,,4.00,2.20,1.76
330276,D,Johnny Oduya,2800,,14.00,1.70,1.7
392946,D,Karl Alzner,2600,,13.00,1.70,1.7
393187,D,Matt Hunwick,2500,,11.00,1.70,1.7
340229,D,Andrew MacDonald,3500,,9.00,2.10,1.68
544480,D,Justin Braun,3200,,10.00,2.10,1.68
171342,D,Ron Hainsey,2500,,24.00,1.40,1.68
235763,D,Deryk Engelland,2500,,28.00,1.20,1.68
479737,D,Brian Lashoff,2500,,30.00,1.20,1.68
456829,D,Jake Gardiner,3300,,15.00,1.60,1.6
329424,D,Jan Hejda,2900,,7.00,2.00,1.6
504301,D,John Moore,2800,,11.00,1.60,1.6
302865,D,Marc-Edouard Vlasic,3200,,10.00,1.90,1.52
171320,D,Nick Schultz,3000,,9.00,1.90,1.52
741411,D,Rasmus Ristolainen,2900,,12.00,1.50,1.5
400976,D,Mike Weber,2700,,12.00,1.50,1.5
178001,D,Rob Scuderi,2500,,21.00,1.20,1.44
504313,D,Dylan Olsen,2500,,22.00,1.20,1.44
451521,D,Brett Bellemore,2500,,24.00,1.10,1.32
269238,D,Andrej Meszaros,2900,,12.00,1.30,1.3
170840,D,Stephane Robidas,2500,,15.00,1.30,1.3
496330,D,Paul Postma,2500,,19.00,1.30,1.3
230687,D,Matthew Carle,3200,,4.00,1.60,1.28
456628,D,Luke Schenn,2500,,9.00,1.60,1.28
741453,D,Mirco Mueller,2500,,10.00,1.60,1.28
229372,D,Braydon Coburn,3100,,9.00,1.50,1.2
297844,D,Nicklas Grossmann,2700,,9.00,1.50,1.2
659814,D,Matt Dumba,2700,,1.00,1.50,1.2
170982,D,Robyn Regehr,2500,,3.00,1.50,1.2
184285,D,Nate Guenin,2500,,7.00,1.50,1.2
447294,D,Nick Holden,2500,,7.00,1.50,1.2
504763,D,Brian Strait,2500,,23.00,1.00,1.2
729825,D,Nate Schmidt,2500,,13.00,1.20,1.2
544107,D,Matt Irwin,3000,,10.00,1.40,1.12
184273,D,Matt Greene,2800,,3.00,1.40,1.12
170835,D,Eric Brewer,2700,,4.00,1.40,1.12
302331,D,Andre Benoit,2500,,12.00,1.10,1.1
568608,D,Brayden McNabb,3100,,3.00,1.30,1.04
541897,D,Nate Prosser,2700,,1.00,1.30,1.04
172167,D,Keith Ballard,2500,,1.00,1.30,1.04
504296,D,David Rundblad,2500,,14.00,1.00,1
589971,D,Brenden Dillon,2500,,10.00,1.20,0.96
170951,D,Michal Rozsival,2500,,14.00,0.90,0.9
172593,D,Carlo Colaiacovo,2500,,9.00,1.10,0.88
728700,D,Andrej Sustr,2500,,4.00,1.10,0.88
339481,D,Adam Pardy,2700,,19.00,0.80,0.8
495305,D,Jamie McBain,2600,,3.00,1.00,0.8
741448,D,Nikita Zadorov,2600,,12.00,0.80,0.8
447863,D,Grant Clitsome,2500,,19.00,0.60,0.6
595928,D,Raphael Diaz,2500,,28.00,0.40,0.56
522376,D,Colby Robak,2500,,22.00,0.40,0.48
170824,D,Scott Hannan,2500,,10.00,0.50,0.4
547487,D,Mark Barberio,2500,,4.00,0.40,0.32
456855,D,Stu Bickel,2500,,1.00,0.10,0.08
593664,D,Matt Donovan,3100,,23.00,0.00,0
653361,D,Matt Tennyson,2700,,10.00,0.00,0
170137,D,Ed Jovanovski,2500,,22.00,0.00,0
447411,D,Jack Hillen,2500,,13.00,0.00,0
547476,D,Korbinian Holzer,2500,,15.00,0.00,0
296786,C,Sidney Crosby,9000,,24.00,5.10,6.12
268144,C,Evgeni Malkin,8800,,24.00,4.50,5.4
172441,C,Henrik Zetterberg,5800,,27.00,3.70,5.18
329563,C,Jonathan Toews,5900,,26.00,3.50,4.9
456624,C,Steven Stamkos,8500,,17.00,4.80,4.8
329656,C,Claude Giroux,8600,,8.00,5.40,4.32
329570,C,Joe Pavelski,7700,,11.00,4.30,4.3
329564,C,Nicklas Backstrom,5400,,22.00,3.40,4.08
392950,C,Logan Couture,6300,,11.00,4.00,4
504244,C,John Tavares,7200,,12.00,3.90,3.9
550780,C,Brock Nelson,5600,,12.00,3.90,3.9
741409,C,Sean Monahan,5000,,23.00,3.20,3.84
607594,C,Markus Granlund,4000,,23.00,3.20,3.84
590939,C,Tyler Johnson,5000,,17.00,3.80,3.8
171090,C,Brad Richards,4800,,26.00,2.60,3.64
504304,C,Marcus Johansson,3900,,22.00,3.00,3.6
329645,C,Bryan Little,4200,,29.00,2.50,3.5
171432,C,Stephen Weiss,3200,,27.00,2.50,3.5
326033,C,Frans Nielsen,5000,,12.00,3.40,3.4
392952,C,Brandon Sutter,3900,,24.00,2.80,3.36
550769,C,Nick Bjugstad,5900,,20.00,3.30,3.3
170656,C,Joe Thornton,5000,,11.00,3.20,3.2
600098,C,Mark Scheifele,3800,,29.00,2.20,3.08
495943,C,Tyler Bozak,5300,,10.00,3.70,2.96
550771,C,Riley Sheahan,4300,,27.00,2.10,2.94
564333,C,Brandon Pirri,5000,,20.00,2.90,2.9
600079,C,Ryan Strome,4700,,12.00,2.90,2.9
297132,C,Valtteri Filppula,4400,,17.00,2.90,2.9
741404,C,Nathan MacKinnon,7000,,9.00,3.60,2.88
551066,C,Derek Stepan,5300,,4.00,3.60,2.88
177011,C,Mikko Koivu,4400,,21.00,2.40,2.88
550778,C,Charlie Coyle,3900,,21.00,2.40,2.88
610878,C,Andrew Shaw,3200,,26.00,2.00,2.8
549269,C,Marcus Kruger,3100,,26.00,2.00,2.8
746470,C,Josh Jooris,3400,,23.00,2.30,2.76
229368,C,Eric Staal,6800,,5.00,3.40,2.72
504249,C,Matt Duchene,5700,,9.00,3.20,2.56
504255,C,Brayden Schenn,5100,,8.00,3.20,2.56
229375,C,Jeff Carter,5000,,3.00,3.20,2.56
499851,C,Paul Byron,4200,,23.00,2.10,2.52
550759,C,Mikael Granlund,3700,,21.00,2.10,2.52
339752,C,Darren Helm,3400,,27.00,1.80,2.52
184091,C,Jussi Jokinen,4100,,20.00,2.50,2.5
680978,C,Cedric Paquette,3000,,17.00,2.50,2.5
329582,C,Derick Brassard,4300,,4.00,3.00,2.4
521980,C,Tomas Vincour,2500,,9.00,3.00,2.4
447273,C,Mathieu Perreault,3700,,29.00,1.70,2.38
607956,C,Vincent Trocheck,3800,,20.00,2.30,2.3
456838,C,Tyler Ennis,5400,,7.00,2.80,2.24
659858,C,Zemgus Girgensons,4600,,7.00,2.80,2.24
392962,C,Riley Nash,3500,,5.00,2.80,2.24
729821,C,Anders Lee,3800,,12.00,2.20,2.2
229389,C,Brian Boyle,3100,,17.00,2.20,2.2
253323,C,Kyle Brodziak,2600,,21.00,1.80,2.16
329417,C,Mikhail Grabovski,3600,,12.00,2.10,2.1
741408,C,Elias Lindholm,3600,,5.00,2.60,2.08
329635,C,Trevor Lewis,3200,,3.00,2.60,2.08
329497,C,Ryan Carter,2500,,21.00,1.70,2.04
656683,C,Leo Komarov,3200,,10.00,2.50,2
656728,C,Luke Glendening,2500,,27.00,1.40,1.96
472380,C,Nick Spaling,3200,,24.00,1.60,1.92
300789,C,Anze Kopitar,5000,,3.00,2.30,1.84
504258,C,Nazem Kadri,4300,,10.00,2.30,1.84
554554,C,Joakim Nordstrom,2800,,26.00,1.30,1.82
447212,C,Jay Beagle,2500,,22.00,1.50,1.8
329642,C,James Sheppard,2500,,11.00,1.70,1.7
393971,C,Mike Santorelli,3600,,10.00,2.10,1.68
600101,C,Sean Couturier,3500,,8.00,2.10,1.68
170811,C,Vincent Lecavalier,3300,,8.00,2.00,1.6
504290,C,Peter Holland,2900,,10.00,2.00,1.6
607590,C,Victor Rask,2800,,5.00,2.00,1.6
600129,C,Vladislav Namestnikov,2500,,17.00,1.60,1.6
550776,C,Evgeny Kuznetsov,2700,,22.00,1.30,1.56
172089,C,Jarret Stoll,3800,,3.00,1.90,1.52
184073,C,Dominic Moore,2800,,4.00,1.90,1.52
653311,C,Brian Flynn,3000,,7.00,1.80,1.44
732005,C,Erik Haula,2600,,21.00,1.20,1.44
497014,C,Joakim Andersson,2500,,27.00,1.00,1.4
229387,C,Mike Richards,3200,,3.00,1.70,1.36
741405,C,Aleksander Barkov,3200,,20.00,1.30,1.3
594358,C,Ben Street,2500,,9.00,1.50,1.2
178004,C,Marcel Goc,2500,,24.00,1.00,1.2
521884,C,Casey Cizikas,2500,,12.00,1.20,1.2
170782,C,Daniel Briere,3100,,9.00,1.40,1.12
178003,C,R.J. Umberger,2800,,8.00,1.30,1.04
496804,C,Andrew Desjardins,2500,,11.00,1.00,1
172140,C,Jim Slater,2500,,29.00,0.70,0.98
235539,C,Max Talbot,2500,,9.00,1.20,0.96
597141,C,Andrej Nestrasil,2500,,5.00,1.20,0.96
178282,C,Jay McClement,2500,,5.00,1.10,0.88
456702,C,Cody Hodgson,2900,,7.00,1.00,0.8
659866,C,Scott Laughton,2500,,8.00,1.00,0.8
381290,C,Trevor Smith,2500,,10.00,0.90,0.72
739464,C,Corban Knight,2500,,23.00,0.50,0.6
521555,C,Zach Sill,2500,,24.00,0.40,0.48
544143,C,Michael Latta,2500,,22.00,0.40,0.48
549856,C,Jordan Nolan,2500,,3.00,0.50,0.4
594397,C,Brad Malone,2500,,5.00,0.50,0.4
171367,C,Pavel Datsyuk,5000,,27.00,0.00,0
172467,C,Cody McCormick,2800,,7.00,0.00,0
296028,C,John Mitchell,2800,,9.00,0.00,0
171391,C,Derek MacKenzie,2500,,20.00,0.00,0
543856,C,Chris VandeVelde,2500,,8.00,0.00,0
654386,C,Paul Carey,2500,,9.00,0.00,0
849162,C,Liam O'Brien,2500,,22.00,0.00,0
