position,name,salary,GameInfo,games,points,avg,projected-high,ppd,appd,projected,projected-low,id,team
W,Chris Kreider,4700,Pit@NYR 07:00PM ET,,,2.821,0,0,0.600212766,0,0,321,cow
W,Chris Kunitz,7000,Pit@NYR 07:00PM ET,,,4.269,0,0,0.6098571429,0,0,322,cow
W,Chris Porter,2500,Buf@StL 08:00PM ET,,,0.4,0,0,0.16,0,0,323,cow
W,Clarke MacArthur,5200,Ott@Van 10:00PM ET,,,3.607,0,0,0.6936538462,0,0,324,cow
W,Cody McLeod,2500,Col@NYI 07:00PM ET,,,1.156,0,0,0.4624,0,0,325,cow
W,Colin Greening,2500,Ott@Van 10:00PM ET,,,0.591,0,0,0.2364,0,0,326,cow
W,Cory Conacher,2600,Col@NYI 07:00PM ET,,,1.5,0,0,0.5769230769,0,0,327,cow
W,Curtis McKenzie,2500,Dal@Ari 09:00PM ET,,,0.875,0,0,0.35,0,0,328,cow
W,Dainius Zubrus,2500,Min@NJ 07:00PM ET,,,1.1,0,0,0.44,0,0,329,cow
W,Dan Carcillo,2600,TB@Chi 08:30PM ET,,,1.05,0,0,0.4038461538,0,0,330,cow
W,Daniel Sedin,5400,Ott@Van 10:00PM ET,,,3.469,0,0,0.6424074074,0,0,331,cow
W,David Perron,4500,Edm@Nsh 08:00PM ET,,,2.267,0,0,0.5037777778,0,0,332,cow
W,Drayson Bowman,2500,Wpg@Mon 07:30PM ET,,,0,0,0,0,0,0,333,cow
W,Eric Boulton,2500,Col@NYI 07:00PM ET,,,0.625,0,0,0.25,0,0,334,cow
W,Eric Nystrom,2600,Edm@Nsh 08:00PM ET,,,1.464,0,0,0.5630769231,0,0,335,cow
W,Erik Cole,2700,Dal@Ari 09:00PM ET,,,1.923,0,0,0.7122222222,0,0,336,cow
W,Evander Kane,5300,Wpg@Mon 07:30PM ET,,,2.743,0,0,0.5175471698,0,0,337,cow
W,Gabriel Bourque,2500,Edm@Nsh 08:00PM ET,,,0.636,0,0,0.2544,0,0,338,cow
W,Gabriel Landeskog,5600,Col@NYI 07:00PM ET,,,2.969,0,0,0.5301785714,0,0,339,cow
W,Jaden Schwartz,5800,Buf@StL 08:00PM ET,,,4.143,0,0,0.7143103448,0,0,340,cow
W,James Neal,6800,Edm@Nsh 08:00PM ET,,,4.143,0,0,0.6092647059,0,0,341,cow
W,Jamie Benn,6300,Dal@Ari 09:00PM ET,,,4.05,0,0,0.6428571429,0,0,342,cow
W,Jamie McGinn,3800,Col@NYI 07:00PM ET,,,2.156,0,0,0.5673684211,0,0,343,cow
W,Jason Chimera,2600,Cls@Was 07:00PM ET,,,1.071,0,0,0.4119230769,0,0,344,cow
W,Jason Zucker,2800,Min@NJ 07:00PM ET,,,2.5,0,0,0.8928571429,0,0,345,cow
W,Jeremy Morin,2600,TB@Chi 08:30PM ET,,,0.962,0,0,0.37,0,0,346,cow
W,Jesse Joensuu,2500,Edm@Nsh 08:00PM ET,,,1.367,0,0,0.5468,0,0,347,cow
W,Jiri Sekac,2700,Wpg@Mon 07:30PM ET,,,1.667,0,0,0.6174074074,0,0,348,cow
W,John Scott,2500,SJ@Fla 07:30PM ET,,,0.444,0,0,0.1776,0,0,349,cow
W,Jonathan Drouin,4300,TB@Chi 08:30PM ET,,,2.091,0,0,0.4862790698,0,0,350,cow
W,Jonathan Huberdeau,3200,SJ@Fla 07:30PM ET,,,1.291,0,0,0.4034375,0,0,351,cow
W,Kris Versteeg,3900,TB@Chi 08:30PM ET,,,2.308,0,0,0.5917948718,0,0,352,cow
W,Lauri Korpikoski,2500,Dal@Ari 09:00PM ET,,,1.571,0,0,0.6284,0,0,353,cow
W,Magnus Paajarvi,2500,Buf@StL 08:00PM ET,,,0.2,0,0,0.08,0,0,354,cow
W,Marcus Foligno,2500,Buf@StL 08:00PM ET,,,1.346,0,0,0.5384,0,0,355,cow
W,Mats Zuccarello,5000,Pit@NYR 07:00PM ET,,,2.433,0,0,0.4866,0,0,356,cow
W,Matt Calvert,2900,Cls@Was 07:00PM ET,,,1.389,0,0,0.4789655172,0,0,357,cow
W,Matt Hendricks,2800,Edm@Nsh 08:00PM ET,,,1.833,0,0,0.6546428571,0,0,358,cow
W,Matt Martin,2500,Col@NYI 07:00PM ET,,,1,0,0,0.4,0,0,359,cow
W,Matt Moulson,4000,Buf@StL 08:00PM ET,,,1.638,0,0,0.4095,0,0,360,cow
W,Matthew Nieto,2800,SJ@Fla 07:30PM ET,,,2.188,0,0,0.7814285714,0,0,361,cow
W,Max Pacioretty,6900,Wpg@Mon 07:30PM ET,,,3.867,0,0,0.5604347826,0,0,362,cow
W,Michael Cammalleri,5100,Min@NJ 07:00PM ET,,,3.591,0,0,0.7041176471,0,0,363,cow
W,Mike Hoffman,3200,Ott@Van 10:00PM ET,,,2.423,0,0,0.7571875,0,0,364,cow
W,Mikkel Boedker,4000,Dal@Ari 09:00PM ET,,,2.764,0,0,0.691,0,0,365,cow
W,Milan Michalek,3700,Ott@Van 10:00PM ET,,,1.857,0,0,0.5018918919,0,0,366,cow
W,Nick Foligno,5600,Cls@Was 07:00PM ET,,,4.269,0,0,0.7623214286,0,0,367,cow
W,Nicklas Jensen,2500,Ott@Van 10:00PM ET,,,0.5,0,0,0.2,0,0,368,cow
W,Nicolas Deslauriers,2500,Buf@StL 08:00PM ET,,,0.906,0,0,0.3624,0,0,369,cow
W,Nikolai Kulemin,2700,Col@NYI 07:00PM ET,,,1.893,0,0,0.7011111111,0,0,370,cow
W,Ondrej Palat,4900,TB@Chi 08:30PM ET,,,2.867,0,0,0.5851020408,0,0,371,cow
W,Pascal Dupuis,4300,Pit@NYR 07:00PM ET,,,3.192,0,0,0.7423255814,0,0,372,cow
W,Patrick Marleau,6200,SJ@Fla 07:30PM ET,,,3.856,0,0,0.6219354839,0,0,373,cow
W,Patrick Sharp,6200,TB@Chi 08:30PM ET,,,3.693,0,0,0.5956451613,0,0,374,cow
W,Rick Nash,6500,Pit@NYR 07:00PM ET,,,4.657,0,0,0.7164615385,0,0,375,cow
W,Rob Klinkhammer,2600,Dal@Ari 09:00PM ET,,,1.393,0,0,0.5357692308,0,0,376,cow
W,Ryan Malone,2500,Pit@NYR 07:00PM ET,,,0.5,0,0,0.2,0,0,377,cow
W,Ryan O'Reilly,5000,Col@NYI 07:00PM ET,,,2.656,0,0,0.5312,0,0,378,cow
W,Ryane Clowe,2700,Min@NJ 07:00PM ET,,,1.308,0,0,0.4844444444,0,0,379,cow
W,Scott Hartnell,6400,Cls@Was 07:00PM ET,,,4.536,0,0,0.70875,0,0,380,cow
W,Sean Bergenheim,3400,SJ@Fla 07:30PM ET,,,1.591,0,0,0.4679411765,0,0,381,cow
W,Shawn Thornton,2500,SJ@Fla 07:30PM ET,,,0.818,0,0,0.3272,0,0,382,cow
W,Stephane Veilleux,2500,Min@NJ 07:00PM ET,,,0.7,0,0,0.28,0,0,383,cow
W,T.J. Galiardi,2500,Wpg@Mon 07:30PM ET,,,0.7,0,0,0.28,0,0,384,cow
W,Tanner Glass,2500,Pit@NYR 07:00PM ET,,,0.5,0,0,0.2,0,0,385,cow
W,Taylor Beck,2500,Edm@Nsh 08:00PM ET,,,0.929,0,0,0.3716,0,0,386,cow
W,Thomas Vanek,5000,Min@NJ 07:00PM ET,,,2.462,0,0,0.4924,0,0,387,cow
W,Tomas Fleischmann,2700,SJ@Fla 07:30PM ET,,,1.125,0,0,0.4166666667,0,0,388,cow
W,Tomas Hertl,4000,SJ@Fla 07:30PM ET,,,1.656,0,0,0.414,0,0,389,cow
W,Travis Moen,2500,Wpg@Mon 07:30PM ET,,,0.875,0,0,0.35,0,0,390,cow
W,Tuomo Ruutu,2500,Min@NJ 07:00PM ET,,,1.143,0,0,0.4572,0,0,391,cow
W,Tye McGinn,2500,SJ@Fla 07:30PM ET,,,0.643,0,0,0.2572,0,0,392,cow
W,Tyler Kennedy,2900,SJ@Fla 07:30PM ET,,,2,0,0,0.6896551724,0,0,393,cow
W,Viktor Stalberg,2500,Edm@Nsh 08:00PM ET,,,0.75,0,0,0.3,0,0,394,cow
W,Zach Parise,6600,Min@NJ 07:00PM ET,,,4.25,0,0,0.6439393939,0,0,395,cow
W,Adam Burish,2600,SJ@Fla 07:30PM ET,,,1.469,0,0,0.565,0,0,396,cow
W,Adam Cracknell,2500,Cls@Was 07:00PM ET,,,0.667,0,0,0.2668,0,0,397,cow
W,Ales Hemsky,2800,Dal@Ari 09:00PM ET,,,1.071,0,0,0.3825,0,0,398,cow
W,Alex Chiasson,4100,Ott@Van 10:00PM ET,,,2.591,0,0,0.6319512195,0,0,399,cow
W,Alex Ovechkin,9000,Cls@Was 07:00PM ET,,,5.086,0,0,0.5651111111,0,0,400,cow
W,Alexandre Burrows,4000,Ott@Van 10:00PM ET,,,2.885,0,0,0.72125,0,0,401,cow
W,B.J. Crombeen,2500,Dal@Ari 09:00PM ET,,,0.5,0,0,0.2,0,0,402,cow
W,Barclay Goodrow,2500,SJ@Fla 07:30PM ET,,,0.8,0,0,0.32,0,0,403,cow
W,Ben Smith,2500,TB@Chi 08:30PM ET,,,1.5,0,0,0.6,0,0,404,cow
W,Blake Wheeler,5900,Wpg@Mon 07:30PM ET,,,3.493,0,0,0.5920338983,0,0,405,cow
W,Bobby Ryan,5100,Ott@Van 10:00PM ET,,,3,0,0,0.5882352941,0,0,406,cow
W,Brad Boyes,3700,SJ@Fla 07:30PM ET,,,2.333,0,0,0.6305405405,0,0,407,cow
W,Brendan Gallagher,4600,Wpg@Mon 07:30PM ET,,,2.747,0,0,0.597173913,0,0,408,cow
W,Brett Connolly,2500,TB@Chi 08:30PM ET,,,1.167,0,0,0.4668,0,0,409,cow
W,Brian Gionta,3400,Buf@StL 08:00PM ET,,,1.45,0,0,0.4264705882,0,0,410,cow
W,Cal Clutterbuck,2800,Col@NYI 07:00PM ET,,,1.464,0,0,0.5228571429,0,0,411,cow
W,Cam Atkinson,5700,Cls@Was 07:00PM ET,,,3.885,0,0,0.6815789474,0,0,412,cow
W,Chris Neil,2500,Ott@Van 10:00PM ET,,,1.071,0,0,0.4284,0,0,413,cow
W,Chris Stewart,3400,Buf@StL 08:00PM ET,,,1.719,0,0,0.5055882353,0,0,414,cow
W,Chris Thorburn,2500,Wpg@Mon 07:30PM ET,,,0.567,0,0,0.2268,0,0,415,cow
W,Corey Tropp,2500,Cls@Was 07:00PM ET,,,0.643,0,0,0.2572,0,0,416,cow
W,Craig Adams,2500,Pit@NYR 07:00PM ET,,,0.615,0,0,0.246,0,0,417,cow
W,Dale Weise,2500,Wpg@Mon 07:30PM ET,,,1.417,0,0,0.5668,0,0,418,cow
W,Damien Brunner,3200,Min@NJ 07:00PM ET,,,1.727,0,0,0.5396875,0,0,419,cow
W,Dennis Everberg,2500,Col@NYI 07:00PM ET,,,1.591,0,0,0.6364,0,0,420,cow
W,Derek Dorsett,2800,Ott@Van 10:00PM ET,,,1.6,0,0,0.5714285714,0,0,421,cow
W,Dmitrij Jaskin,2500,Buf@StL 08:00PM ET,,,0.857,0,0,0.3428,0,0,422,cow
W,Drew Stafford,4100,Buf@StL 08:00PM ET,,,2.344,0,0,0.5717073171,0,0,423,cow
W,Dustin Byfuglien,5200,Wpg@Mon 07:30PM ET,,,2.567,0,0,0.4936538462,0,0,424,cow
W,Eric Fehr,4100,Cls@Was 07:00PM ET,,,2.392,0,0,0.5834146341,0,0,425,cow
W,Erik Condra,2500,Ott@Van 10:00PM ET,,,0.458,0,0,0.1832,0,0,426,cow
W,Filip Forsberg,6700,Edm@Nsh 08:00PM ET,,,4.286,0,0,0.6397014925,0,0,427,cow
W,Iiro Pakarinen,2500,Edm@Nsh 08:00PM ET,,,2.167,0,0,0.8668,0,0,428,cow
W,J.T. Brown,2700,TB@Chi 08:30PM ET,,,1.393,0,0,0.5159259259,0,0,429,cow
W,Jack Skille,2500,Cls@Was 07:00PM ET,,,1.786,0,0,0.7144,0,0,430,cow
W,Jannik Hansen,2600,Ott@Van 10:00PM ET,,,1.656,0,0,0.6369230769,0,0,431,cow
W,Jared Boll,2500,Cls@Was 07:00PM ET,,,0.536,0,0,0.2144,0,0,432,cow
W,Jarome Iginla,4700,Col@NYI 07:00PM ET,,,2.594,0,0,0.5519148936,0,0,433,cow
W,Jaromir Jagr,4100,Min@NJ 07:00PM ET,,,2.567,0,0,0.626097561,0,0,434,cow
W,Jason Pominville,5500,Min@NJ 07:00PM ET,,,3.438,0,0,0.6250909091,0,0,435,cow
W,Jimmy Hayes,3100,SJ@Fla 07:30PM ET,,,2,0,0,0.6451612903,0,0,436,cow
W,Joel Ward,4800,Cls@Was 07:00PM ET,,,3.071,0,0,0.6397916667,0,0,437,cow
W,Jordan Eberle,5700,Edm@Nsh 08:00PM ET,,,3,0,0,0.5263157895,0,0,438,cow
W,Jordin Tootoo,2500,Min@NJ 07:00PM ET,,,0.688,0,0,0.2752,0,0,439,cow
W,Justin Fontaine,2500,Min@NJ 07:00PM ET,,,1.773,0,0,0.7092,0,0,440,cow
W,Kevin Hayes,3100,Pit@NYR 07:00PM ET,,,1.682,0,0,0.5425806452,0,0,441,cow
W,Kyle Okposo,6300,Col@NYI 07:00PM ET,,,4.386,0,0,0.6961904762,0,0,442,cow
W,Lee Stempniak,3700,Pit@NYR 07:00PM ET,,,2.371,0,0,0.6408108108,0,0,443,cow
W,Linden Vey,2500,Ott@Van 10:00PM ET,,,1.75,0,0,0.7,0,0,444,cow
W,Marc-Andre Cliche,2500,Col@NYI 07:00PM ET,,,0.781,0,0,0.3124,0,0,445,cow
W,Marian Hossa,5100,TB@Chi 08:30PM ET,,,2.833,0,0,0.5554901961,0,0,446,cow
W,Mark Stone,3600,Ott@Van 10:00PM ET,,,2.5,0,0,0.6944444444,0,0,447,cow
W,Martin Erat,3100,Dal@Ari 09:00PM ET,,,2.071,0,0,0.6680645161,0,0,448,cow
W,Martin St. Louis,5400,Pit@NYR 07:00PM ET,,,2.893,0,0,0.5357407407,0,0,449,cow
W,Matt Halischuk,2500,Wpg@Mon 07:30PM ET,,,0.2,0,0,0.08,0,0,450,cow
W,Michael Frolik,4000,Wpg@Mon 07:30PM ET,,,2.333,0,0,0.58325,0,0,451,cow
W,Michael Ryder,4500,Min@NJ 07:00PM ET,,,2.633,0,0,0.5851111111,0,0,452,cow
W,Nail Yakupov,4400,Edm@Nsh 08:00PM ET,,,2.233,0,0,0.5075,0,0,453,cow
W,Nikita Kucherov,4700,TB@Chi 08:30PM ET,,,3.447,0,0,0.7334042553,0,0,454,cow
W,Nino Niederreiter,3800,Min@NJ 07:00PM ET,,,2.346,0,0,0.6173684211,0,0,455,cow
W,P.A. Parenteau,3900,Wpg@Mon 07:30PM ET,,,2.373,0,0,0.6084615385,0,0,456,cow
W,Patric Hornqvist,8100,Pit@NYR 07:00PM ET,,,5.692,0,0,0.7027160494,0,0,457,cow
W,Patrick Eaves,2500,Dal@Ari 09:00PM ET,,,1.792,0,0,0.7168,0,0,458,cow
W,Patrick Kane,6200,TB@Chi 08:30PM ET,,,3.147,0,0,0.5075806452,0,0,459,cow
W,Radim Vrbata,5500,Ott@Van 10:00PM ET,,,3.933,0,0,0.7150909091,0,0,460,cow
W,Ryan Callahan,5700,TB@Chi 08:30PM ET,,,3.558,0,0,0.6242105263,0,0,461,cow
W,Ryan Garbutt,3100,Dal@Ari 09:00PM ET,,,1.929,0,0,0.6222580645,0,0,462,cow
W,Ryan Reaves,2500,Buf@StL 08:00PM ET,,,0.964,0,0,0.3856,0,0,463,cow
W,Scottie Upshall,4100,SJ@Fla 07:30PM ET,,,2.208,0,0,0.5385365854,0,0,464,cow
W,Shane Doan,5100,Dal@Ari 09:00PM ET,,,3.107,0,0,0.6092156863,0,0,465,cow
W,Steve Bernier,2500,Min@NJ 07:00PM ET,,,2.125,0,0,0.85,0,0,466,cow
W,Steve Downie,3300,Pit@NYR 07:00PM ET,,,2.269,0,0,0.6875757576,0,0,467,cow
W,Teddy Purcell,3800,Edm@Nsh 08:00PM ET,,,1.933,0,0,0.5086842105,0,0,468,cow
W,Tobias Rieder,2500,Dal@Ari 09:00PM ET,,,1.75,0,0,0.7,0,0,469,cow
W,Tom Wilson,2900,Cls@Was 07:00PM ET,,,2.5,0,0,0.8620689655,0,0,470,cow
W,Tomas Kopecky,2600,SJ@Fla 07:30PM ET,,,1.083,0,0,0.4165384615,0,0,471,cow
W,Tommy Wingels,4800,SJ@Fla 07:30PM ET,,,3.5,0,0,0.7291666667,0,0,472,cow
W,Torrey Mitchell,2500,Buf@StL 08:00PM ET,,,0.969,0,0,0.3876,0,0,473,cow
W,Troy Brouwer,5000,Cls@Was 07:00PM ET,,,3.107,0,0,0.6214,0,0,474,cow
W,Vladimir Tarasenko,7800,Buf@StL 08:00PM ET,,,5.443,0,0,0.6978205128,0,0,475,cow
