Pid,Pn,Name,S,Team,Or,Ppg,Projected
171391,C,Derek MacKenzie,2500,,3,1.6,0.78686
497014,C,Joakim Andersson,2500,,17,1.0,0.76786
170839,C,David Legwand,2600,,7,1.3,0.65286
732005,C,Erik Haula,2600,,5,1.3,0.56986
178004,C,Marcel Goc,2500,,11,1.0,0.51886
741405,C,Aleksander Barkov,3500,,3,1.3,0.48686
455701,C,Zack Smith,2500,,7,1.1,0.45286
171367,C,Pavel Datsyuk,5100,,17,3.5,0
325618,C,David Krejci,5000,,12,3.3,0
741449,C,Curtis Lazar,3900,,7,1.8,0
177995,C,Chris Kelly,2700,,12,1.9,0
543856,C,Chris VandeVelde,2500,,24,1.4,0
521555,C,Zach Sill,2500,,11,0.4,-0.08114
615346,C,Scott Wilson,2500,,11,0.0,-0.48114
568698,D,Jared Spurgeon,5100,,25,4.3,4.39986
172221,D,Johnny Boychuk,4700,,30,3.5,3.80736
456827,D,Erik Karlsson,7100,,8,4.2,3.59436
339745,D,Kris Letang,6000,,10,4.1,3.57736
302953,D,Mark Streit,5200,,14,3.4,3.04336
229371,D,Ryan Suter,4800,,25,2.9,2.99986
504293,D,Nick Leddy,3800,,30,2.6,2.90736
496081,D,Marco Scandella,4000,,25,2.8,2.89986
184050,D,Niklas Kronwall,4100,,24,2.8,2.85836
171273,D,Lubomir Visnovsky,3400,,30,2.3,2.60736
607598,D,Xavier Ouellet,2500,,24,2.5,2.55836
521878,D,Travis Hamonic,3400,,30,2.2,2.50736
600102,D,Dougie Hamilton,3900,,15,2.7,2.38486
392945,D,Thomas Hickey,3400,,30,2.0,2.30736
652695,D,Torey Krug,4300,,15,2.6,2.28486
172182,D,Dennis Seidenberg,3800,,15,2.6,2.28486
729484,D,Danny DeKeyser,2900,,24,2.0,2.05836
456832,D,Michael Del Zotto,3500,,14,2.4,2.04336
831066,D,Aaron Ekblad,4300,,3,2.8,1.98686
340229,D,Andrew MacDonald,3700,,14,2.3,1.94336
504279,D,Calvin de Haan,2700,,30,1.6,1.90736
659814,D,Matt Dumba,2900,,25,1.6,1.69986
300799,D,Jakub Kindl,2700,,24,1.6,1.65836
171320,D,Nick Schultz,2800,,14,2.0,1.64336
659859,D,Cody Ceci,3300,,8,2.2,1.59436
172167,D,Keith Ballard,2500,,25,1.4,1.49986
172864,D,Christian Ehrhoff,4200,,10,2.0,1.47736
659868,D,Olli Maatta,3600,,10,2.0,1.47736
177791,D,Paul Martin,3100,,10,2.0,1.47736
326026,D,Jonathan Ericsson,2500,,24,1.4,1.45836
541897,D,Nate Prosser,2600,,25,1.3,1.39986
296124,D,Kyle Quincey,2600,,24,1.3,1.35836
479737,D,Brian Lashoff,2500,,24,1.3,1.35836
456628,D,Luke Schenn,2700,,14,1.7,1.34336
504763,D,Brian Strait,2500,,30,1.0,1.30736
170944,D,Brian Campbell,4100,,3,2.1,1.28686
544879,D,Matt Bartkowski,2900,,15,1.6,1.28486
504319,D,Simon Despres,2700,,10,1.8,1.27736
229372,D,Braydon Coburn,3200,,14,1.6,1.24336
297844,D,Nicklas Grossmann,2600,,14,1.6,1.24336
521554,D,Robert Bortuzzo,3700,,10,1.7,1.17736
171099,D,Willie Mitchell,2700,,3,1.9,1.08686
600125,D,Joseph Morrow,2500,,15,1.4,1.08486
543483,D,Patrick Wiercioch,3300,,8,1.6,0.99436
172593,D,Carlo Colaiacovo,2500,,14,1.2,0.84336
504260,D,Jared Cowen,2700,,8,1.4,0.79436
504287,D,Dmitry Kulikov,3100,,3,1.6,0.78686
550753,D,Erik Gudbranson,2800,,3,1.6,0.78686
594808,D,Kevan Miller,2500,,15,1.1,0.78486
178001,D,Rob Scuderi,2500,,10,1.2,0.67736
504313,D,Dylan Olsen,2500,,3,1.3,0.48686
593664,D,Matt Donovan,3100,,30,0.0,0.30736
456855,D,Stu Bickel,2500,,25,0.1,0.19986
543480,D,Eric Gryba,2500,,8,0.8,0.19436
591919,D,Mark Borowiecki,2500,,8,0.8,0.19436
170561,D,Chris Phillips,2700,,8,1.8,0
522376,D,Colby Robak,2500,,3,0.3,-0.51314
170137,D,Ed Jovanovski,2500,,3,0.0,-0.81314
229367,G,Marc-Andre Fleury,9000,,12,6.1,5.66036
176834,G,Craig Anderson,8800,,13,6.0,5.60186
296723,G,Jaroslav Halak,9200,,20,5.5,5.39236
555795,G,Petr Mrazek,6400,,10,5.6,0
521575,G,Robin Lehner,7500,,13,5.2,0
326139,G,Thomas Greiss,7900,,12,5.1,0
547403,G,Darcy Kuemper,7200,,28,4.4,0
170836,G,Roberto Luongo,8000,,18,4.7,4.50936
298149,G,Jimmy Howard,7600,,10,4.5,3.97736
300802,G,Tuukka Rask,8600,,3,4.6,3.78686
382350,G,Steve Mason,8300,,5,4.4,3.66986
507427,G,Chad Johnson,6200,,20,3.2,0
178023,G,Ray Emery,6800,,5,3.8,0
326034,G,Niklas Backstrom,6600,,28,2.7,2.92436
656680,G,Niklas Svedberg,6400,,3,3.7,0
268148,G,Al Montoya,6200,,18,2.4,0
229381,LW,Zach Parise,7300,,18,4.3,4.10936
522267,LW,Tomas Tatar,6300,,20,3.2,3.09236
447451,LW,Justin Abdelkader,4600,,20,3.2,3.09236
228978,LW,Chris Kunitz,5200,,6,3.5,2.81136
296050,LW,Clarke MacArthur,4900,,1,3.3,2.40386
386162,LW,Nikolai Kulemin,3800,,17,2.5,2.26786
456701,LW,Josh Bailey,3400,,17,2.3,2.06786
554508,LW,Jason Zucker,2800,,18,2.2,2.00936
229370,LW,Thomas Vanek,4100,,18,2.1,1.90936
600077,LW,Jonathan Huberdeau,4700,,14,2.1,1.74336
522606,LW,Mike Hoffman,3500,,1,2.6,1.70386
303078,LW,Blake Comeau,3200,,6,2.2,1.51136
829696,LW,Pierre-Edouard Bellemare,2500,,25,1.4,1.49986
398616,LW,Milan Lucic,3700,,7,2.0,1.35286
324924,LW,Drew Miller,2900,,20,1.4,1.29236
228966,LW,Milan Michalek,3900,,1,2.1,1.20386
520230,LW,Matt Martin,3100,,17,1.3,1.06786
594735,LW,Cory Conacher,2500,,17,1.3,1.06786
512065,LW,Zac Rinaldo,2500,,25,0.8,0.89986
172235,LW,Tomas Fleischmann,2600,,14,1.2,0.84336
173242,LW,Shawn Thornton,2500,,14,0.8,0.44336
170941,LW,Simon Gagne,2500,,7,0.9,0.25286
172168,LW,Daniel Paille,2500,,7,0.9,0.25286
172231,LW,Sean Bergenheim,4200,,14,1.2,0
731170,LW,Matt Lindblad,2500,,7,0.5,-0.14714
544673,LW,Colin Greening,2500,,1,0.7,-0.19614
607587,LW,Alexander Khokhlachev,3700,,7,0.4,-0.24714
392948,RW,Jakub Voracek,8000,,14,5.3,4.94336
386808,RW,Patric Hornqvist,7700,,22,4.9,4.87536
329583,RW,Kyle Okposo,6600,,25,3.9,3.99986
409789,RW,Wayne Simmonds,5500,,14,3.5,3.14336
296477,RW,Johan Franzen,5100,,9,3.7,3.13586
593067,RW,Gustav Nyquist,4800,,9,3.0,2.43586
298603,RW,Bobby Ryan,5300,,6,3.1,2.41136
176123,RW,Jason Pominville,5500,,1,3.2,2.30386
300810,RW,Steve Downie,3400,,22,2.3,2.27536
550521,RW,Jimmy Hayes,3800,,5,2.9,2.16986
550755,RW,Nino Niederreiter,5200,,1,3.0,2.10386
653479,RW,Alex Chiasson,4300,,6,2.7,2.01136
386556,RW,Cal Clutterbuck,3200,,25,1.7,1.79986
550770,RW,Beau Bennett,2900,,22,1.8,1.77536
177971,RW,Brad Boyes,4300,,5,2.5,1.76986
556369,RW,Mark Stone,3400,,6,2.4,1.71136
593010,RW,Matt Read,3800,,14,2.0,1.64336
653255,RW,Reilly Smith,3700,,4,2.3,1.52836
230673,RW,Loui Eriksson,4300,,4,2.2,1.42836
607580,RW,Tomas Jurco,3300,,9,1.6,1.03586
595203,RW,Justin Fontaine,2500,,1,1.6,0.70386
170627,RW,Daniel Cleary,2800,,9,1.2,0.63586
171296,RW,Craig Adams,2500,,22,0.6,0.57536
172444,RW,Tomas Kopecky,2500,,5,1.3,0.56986
547228,RW,Matt Fraser,2500,,4,1.3,0.52836
171094,RW,Chris Neil,2500,,6,0.9,0.21136
590247,RW,Jason Akeson,2500,,14,0.4,0.04336
172191,RW,Scottie Upshall,3300,,5,1.9,0
612971,RW,Josh Archibald,2500,,22,0.0,-0.02464
693364,RW,Jayson Megna,2500,,22,0.0,-0.02464
504680,RW,Erik Condra,2500,,6,0.5,-0.18864
504306,RW,Jordan Caron,2500,,4,0.0,-0.77164
