Pid,Pn,Name,S,Team,Or,Ppg,Projected,Home,Last 10 Days,Archive PPG,C,W,D,G
174717,LW,Travis Moen,"2,500.00",,1.00,0.60,5.13,FALSE,,0.6,FALSE,TRUE,FALSE,FALSE
550776,C,Evgeny Kuznetsov,"3,200.00",,16.00,1.40,5.13,FALSE,,1.4,TRUE,FALSE,FALSE,FALSE
231132,RW,B.J. Crombeen,"2,500.00",,3.00,0.60,5.13,TRUE,,0.6,FALSE,TRUE,FALSE,FALSE
170839,C,David Legwand,"3,200.00",,20.00,1.40,5.13,TRUE,,1.4,TRUE,FALSE,FALSE,FALSE
555131,LW,Tye McGinn,"2,500.00",,7.00,0.60,5.12,TRUE,,0.6,FALSE,TRUE,FALSE,FALSE
544673,LW,Colin Greening,"2,500.00",,14.00,0.60,5.12,TRUE,,0.6,FALSE,TRUE,FALSE,FALSE
741405,C,Aleksander Barkov,"3,300.00",,30.00,1.40,5.12,TRUE,,1.4,TRUE,FALSE,FALSE,FALSE
329663,D,Chris Summers,"2,500.00",,1.00,1.10,5.12,TRUE,,1.1,FALSE,FALSE,TRUE,FALSE
554498,C,Calle Jarnkrok,"3,000.00",,1.00,1.30,5.11,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
176127,C,Paul Gaustad,"2,500.00",,1.00,1.30,5.11,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
544186,LW,Gabriel Bourque,"2,500.00",,23.00,0.60,5.11,TRUE,,0.6,FALSE,TRUE,FALSE,FALSE
170997,LW,Brenden Morrow,"2,500.00",,27.00,0.60,5.10,TRUE,,0.6,FALSE,TRUE,FALSE,FALSE
728700,D,Andrej Sustr,"2,500.00",,15.00,1.10,5.10,TRUE,,1.1,FALSE,FALSE,TRUE,FALSE
329726,C,Andrew Ebbett,"2,500.00",,10.00,1.30,5.10,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
447212,C,Jay Beagle,"2,500.00",,16.00,1.30,5.09,FALSE,,1.3,TRUE,FALSE,FALSE,FALSE
495950,C,Joe Vitale,"2,500.00",,17.00,1.30,5.09,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
594808,D,Kevan Miller,"2,500.00",,25.00,1.10,5.09,FALSE,,1.1,FALSE,FALSE,TRUE,FALSE
479737,D,Brian Lashoff,"2,500.00",,30.00,1.10,5.09,TRUE,,1.1,FALSE,FALSE,TRUE,FALSE
451925,C,Stephen Gionta,"2,500.00",,24.00,1.30,5.09,FALSE,,1.3,TRUE,FALSE,FALSE,FALSE
656728,C,Luke Glendening,"2,500.00",,29.00,1.30,5.08,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
171391,C,Derek MacKenzie,"2,500.00",,30.00,1.30,5.08,TRUE,,1.3,TRUE,FALSE,FALSE,FALSE
178001,D,Rob Scuderi,"2,500.00",,3.00,1.00,5.08,TRUE,,1,FALSE,FALSE,TRUE,FALSE
235441,C,Maxim Lapierre,"2,500.00",,2.00,1.20,5.07,FALSE,,1.2,TRUE,FALSE,FALSE,FALSE
302331,D,Andre Benoit,"2,500.00",,10.00,1.00,5.07,FALSE,,1,FALSE,FALSE,TRUE,FALSE
184289,C,Brooks Laich,"3,000.00",,16.00,1.20,5.06,FALSE,,1.2,TRUE,FALSE,FALSE,FALSE
504261,LW,Magnus Paajarvi,"2,500.00",,2.00,0.40,5.06,FALSE,,0.4,FALSE,TRUE,FALSE,FALSE
381464,RW,Jared Boll,"2,500.00",,4.00,0.40,5.06,FALSE,,0.4,FALSE,TRUE,FALSE,FALSE
551535,RW,Corey Tropp,"2,500.00",,4.00,0.40,5.06,FALSE,,0.4,FALSE,TRUE,FALSE,FALSE
355880,LW,John Scott,"2,500.00",,7.00,0.40,5.05,TRUE,,0.4,FALSE,TRUE,FALSE,FALSE
597141,C,Andrej Nestrasil,"2,500.00",,22.00,1.20,5.05,TRUE,,1.2,TRUE,FALSE,FALSE,FALSE
184276,C,Gregory Campbell,"2,500.00",,23.00,1.20,5.05,FALSE,,1.2,TRUE,FALSE,FALSE,FALSE
172192,RW,Jordin Tootoo,"2,500.00",,12.00,0.40,5.05,FALSE,,0.4,FALSE,TRUE,FALSE,FALSE
170629,C,Olli Jokinen,"2,800.00",,1.00,1.10,5.04,TRUE,,1.1,TRUE,FALSE,FALSE,FALSE
184271,C,Joakim Lindstrom,"2,500.00",,2.00,1.10,5.04,FALSE,,1.1,TRUE,FALSE,FALSE,FALSE
554552,C,Michael Chaput,"2,500.00",,5.00,1.10,5.03,FALSE,,1.1,TRUE,FALSE,FALSE,FALSE
593929,C,Brian Gibbons,"2,500.00",,5.00,1.10,5.03,FALSE,,1.1,TRUE,FALSE,FALSE,FALSE
543480,D,Eric Gryba,"2,500.00",,14.00,0.90,5.03,TRUE,,0.9,FALSE,FALSE,TRUE,FALSE
172451,RW,Brian McGrattan,"2,500.00",,29.00,0.40,5.03,TRUE,,0.4,FALSE,TRUE,FALSE,FALSE
544737,D,Kevin Connauton,"2,500.00",,20.00,0.90,5.03,FALSE,,0.9,FALSE,FALSE,TRUE,FALSE
402054,LW,Chris Porter,"2,500.00",,2.00,0.30,5.02,FALSE,,0.3,FALSE,TRUE,FALSE,FALSE
455701,C,Zack Smith,"2,500.00",,20.00,1.10,5.02,TRUE,,1.1,TRUE,FALSE,FALSE,FALSE
329839,LW,David Booth,"2,500.00",,6.00,0.30,5.02,TRUE,,0.3,FALSE,TRUE,FALSE,FALSE
178282,C,Jay McClement,"2,600.00",,22.00,1.10,5.02,TRUE,,1.1,TRUE,FALSE,FALSE,FALSE
326167,RW,Patrick Kaleta,"2,500.00",,16.00,0.30,5.01,FALSE,,0.3,FALSE,TRUE,FALSE,FALSE
456702,C,Cody Hodgson,"2,900.00",,3.00,1.00,5.00,FALSE,,1,TRUE,FALSE,FALSE,FALSE
729824,C,Tim Schaller,"2,500.00",,3.00,1.00,5.00,FALSE,,1,TRUE,FALSE,FALSE,FALSE
741448,D,Nikita Zadorov,"2,500.00",,10.00,0.80,5.00,FALSE,,0.8,FALSE,FALSE,TRUE,FALSE
490373,C,Colton Sceviour,"2,500.00",,6.00,1.00,5.00,FALSE,,1,TRUE,FALSE,FALSE,FALSE
591919,D,Mark Borowiecki,"2,500.00",,14.00,0.80,5.00,TRUE,,0.8,FALSE,FALSE,TRUE,FALSE
504300,C,Jacob Josefson,"2,500.00",,24.00,1.00,4.98,FALSE,,1,TRUE,FALSE,FALSE,FALSE
615332,D,Jyrki Jokipakka,"2,500.00",,7.00,0.70,4.97,FALSE,,0.7,FALSE,FALSE,TRUE,FALSE
521980,C,Tomas Vincour,"2,500.00",,8.00,0.90,4.96,FALSE,,0.9,TRUE,FALSE,FALSE,FALSE
178004,C,Marcel Goc,"2,500.00",,10.00,0.90,4.96,TRUE,,0.9,TRUE,FALSE,FALSE,FALSE
496804,C,Andrew Desjardins,"2,500.00",,12.00,0.90,4.96,TRUE,,0.9,TRUE,FALSE,FALSE,FALSE
544188,D,Michal Jordan,"2,500.00",,28.00,0.70,4.95,TRUE,,0.7,FALSE,FALSE,TRUE,FALSE
497014,C,Joakim Andersson,"2,500.00",,29.00,0.90,4.94,TRUE,,0.9,TRUE,FALSE,FALSE,FALSE
172443,C,Steve Ott,"2,500.00",,2.00,0.80,4.93,FALSE,,0.8,TRUE,FALSE,FALSE,FALSE
607972,LW,Andy Andreoff,"2,500.00",,26.00,0.10,4.93,FALSE,,0.1,FALSE,TRUE,FALSE,FALSE
735639,D,Seth Helgeson,"2,500.00",,23.00,0.60,4.92,FALSE,,0.6,FALSE,FALSE,TRUE,FALSE
381290,C,Trevor Smith,"2,500.00",,19.00,0.80,4.91,TRUE,,0.8,TRUE,FALSE,FALSE,FALSE
593664,D,Matt Donovan,"2,500.00",,27.00,0.60,4.91,FALSE,,0.6,FALSE,FALSE,TRUE,FALSE
739464,C,Corban Knight,"2,500.00",,26.00,0.80,4.91,TRUE,,0.8,TRUE,FALSE,FALSE,FALSE
170824,D,Scott Hannan,"2,500.00",,8.00,0.50,4.89,TRUE,,0.5,FALSE,FALSE,TRUE,FALSE
595928,D,Raphael Diaz,"2,500.00",,18.00,0.50,4.88,TRUE,,0.5,FALSE,FALSE,TRUE,FALSE
849162,C,Liam O'Brien,"2,500.00",,16.00,0.70,4.88,FALSE,,0.7,TRUE,FALSE,FALSE,FALSE
269233,C,Kyle Chipchura,"2,500.00",,17.00,0.70,4.88,TRUE,,0.7,TRUE,FALSE,FALSE,FALSE
498232,D,Victor Bartley,"2,500.00",,2.00,0.40,4.86,TRUE,,0.4,FALSE,FALSE,TRUE,FALSE
447411,D,Jack Hillen,"2,500.00",,21.00,0.40,4.85,FALSE,,0.4,FALSE,FALSE,TRUE,FALSE
549856,C,Jordan Nolan,"2,500.00",,25.00,0.60,4.84,FALSE,,0.6,TRUE,FALSE,FALSE,FALSE
594358,C,Ben Street,"2,500.00",,8.00,0.50,4.82,FALSE,,0.5,TRUE,FALSE,FALSE,FALSE
547487,D,Mark Barberio,"2,500.00",,15.00,0.30,4.82,TRUE,,0.3,FALSE,FALSE,TRUE,FALSE
522376,D,Colby Robak,"2,500.00",,20.00,0.30,4.81,FALSE,,0.3,FALSE,FALSE,TRUE,FALSE
594397,C,Brad Malone,"2,500.00",,22.00,0.50,4.80,TRUE,,0.5,TRUE,FALSE,FALSE,FALSE
170878,C,Scott Gomez,"2,500.00",,24.00,0.50,4.80,FALSE,,0.5,TRUE,FALSE,FALSE,FALSE
521555,C,Zach Sill,"2,500.00",,10.00,0.40,4.78,TRUE,,0.4,TRUE,FALSE,FALSE,FALSE
386814,G,Michal Neuvirth,"6,600.00",,1.00,0.00,4.77,FALSE,,4.4,FALSE,FALSE,FALSE,TRUE
544143,C,Michael Latta,"2,500.00",,16.00,0.40,4.77,FALSE,,0.4,TRUE,FALSE,FALSE,FALSE
732732,G,Reto Berra,"6,300.00",,2.00,0.00,4.77,FALSE,,1.9,FALSE,FALSE,FALSE,TRUE
172497,G,Ryan Miller,"9,000.00",,3.00,0.00,4.77,FALSE,,5.1,FALSE,FALSE,FALSE,TRUE
547717,G,Jacob Markstrom,"6,400.00",,3.00,0.00,4.77,FALSE,,0,FALSE,FALSE,FALSE,TRUE
229367,G,Marc-Andre Fleury,"9,200.00",,4.00,0.00,4.77,TRUE,,6.1,FALSE,FALSE,FALSE,TRUE
171394,G,Scott Clemmensen,"6,200.00",,5.00,0.00,4.77,FALSE,,0.4,FALSE,FALSE,FALSE,TRUE
521575,G,Robin Lehner,"7,200.00",,7.00,0.00,4.77,TRUE,,4.9,FALSE,FALSE,FALSE,TRUE
172139,G,Kari Lehtonen,"7,300.00",,8.00,0.00,4.77,FALSE,,4.2,FALSE,FALSE,FALSE,TRUE
547322,G,Anders Lindback,"6,200.00",,8.00,0.00,4.77,FALSE,,1,FALSE,FALSE,FALSE,TRUE
483706,G,Jake Allen,"7,800.00",,9.00,0.00,4.77,FALSE,,5,FALSE,FALSE,FALSE,TRUE
169791,G,Martin Brodeur,"7,200.00",,9.00,0.00,4.77,FALSE,,0,FALSE,FALSE,FALSE,TRUE
555795,G,Petr Mrazek,"6,400.00",,12.00,0.00,4.76,TRUE,,4.4,FALSE,FALSE,FALSE,TRUE
507427,G,Chad Johnson,"6,200.00",,13.00,0.00,4.76,FALSE,,2.9,FALSE,FALSE,FALSE,TRUE
542954,G,Carter Hutton,"6,200.00",,15.00,0.00,4.76,TRUE,,2.6,FALSE,FALSE,FALSE,TRUE
268156,G,Devan Dubnyk,"8,100.00",,16.00,0.00,4.76,TRUE,,5.2,FALSE,FALSE,FALSE,TRUE
446889,G,James Reimer,"6,500.00",,17.00,0.00,4.76,TRUE,,3.7,FALSE,FALSE,FALSE,TRUE
496352,G,Alex Stalock,"6,800.00",,18.00,0.00,4.76,TRUE,,4.2,FALSE,FALSE,FALSE,TRUE
656680,G,Niklas Svedberg,"6,400.00",,18.00,0.00,4.76,FALSE,,3.9,FALSE,FALSE,FALSE,TRUE
386403,G,Jonas Hiller,"6,200.00",,21.00,0.00,4.75,TRUE,,4.5,FALSE,FALSE,FALSE,TRUE
170955,C,Mike Fisher,"4,800.00",,1.00,0.30,4.75,TRUE,,0.3,TRUE,FALSE,FALSE,FALSE
380901,G,Jonathan Quick,"9,100.00",,23.00,0.00,4.75,FALSE,,5.8,FALSE,FALSE,FALSE,TRUE
170908,G,Evgeni Nabokov,"6,200.00",,24.00,0.00,4.75,TRUE,,2.4,FALSE,FALSE,FALSE,TRUE
301765,G,Justin Peters,"6,200.00",,25.00,0.00,4.75,FALSE,,2,FALSE,FALSE,FALSE,TRUE
296906,G,Curtis McElhinney,"6,200.00",,26.00,0.00,4.75,FALSE,,2.6,FALSE,FALSE,FALSE,TRUE
268148,G,Al Montoya,"6,300.00",,30.00,0.00,4.74,TRUE,,3,FALSE,FALSE,FALSE,TRUE
650296,C,Brendan Shinnimin,"2,500.00",,17.00,0.30,4.74,TRUE,,0.3,TRUE,FALSE,FALSE,FALSE
170700,D,Derek Morris,"3,100.00",,1.00,0.00,4.72,TRUE,,0,FALSE,FALSE,TRUE,FALSE
654336,D,Brian Dumoulin,"2,500.00",,3.00,0.00,4.72,TRUE,,0,FALSE,FALSE,TRUE,FALSE
610897,D,Frank Corrado,"2,500.00",,16.00,0.00,4.71,FALSE,,0,FALSE,FALSE,TRUE,FALSE
170137,D,Ed Jovanovski,"2,500.00",,24.00,0.00,4.70,TRUE,,0,FALSE,FALSE,TRUE,FALSE
615346,C,Scott Wilson,"2,500.00",,10.00,0.00,4.64,TRUE,,0,TRUE,FALSE,FALSE,FALSE
