Pid,Pn,Name,S,Team,Or,Ppg,Projected
329288,D,Dan Girardi,4300,,30.00,2.80,3.92
831066,D,Aaron Ekblad,4000,,27.00,2.80,3.92
555807,RW,Brendan Gallagher,5000,,28.00,2.80,3.92
504244,C,John Tavares,7700,,16.00,3.90,3.9
550780,C,Brock Nelson,5600,,16.00,3.90,3.9
296050,LW,Clarke MacArthur,5000,,23.00,3.20,3.84
339607,G,Ondrej Pavelec,6600,,14.00,3.80,3.8
178023,G,Ray Emery,6400,,12.00,3.80,3.8
496081,D,Marco Scandella,4000,,29.00,2.70,3.78
554508,LW,Jason Zucker,3400,,28.00,2.70,3.78
303081,RW,Alexandre Burrows,3900,,30.00,2.70,3.78
593067,RW,Gustav Nyquist,5400,,23.00,3.10,3.72
172441,C,Henrik Zetterberg,6200,,13.00,3.70,3.7
392942,RW,Patrick Kane,7600,,14.00,3.70,3.7
184268,D,Duncan Keith,5700,,20.00,3.60,3.6
593311,RW,Cam Atkinson,5200,,18.00,3.60,3.6
504304,C,Marcus Johansson,3900,,22.00,3.00,3.6
550755,RW,Nino Niederreiter,4900,,21.00,3.00,3.6
269241,G,Cory Schneider,8000,,9.00,4.40,3.52
554484,D,Justin Faulk,5000,,13.00,3.50,3.5
228978,LW,Chris Kunitz,5500,,17.00,3.50,3.5
172150,LW,Chris Higgins,4700,,25.00,2.90,3.48
498308,C,Jori Lehtera,6100,,18.00,3.40,3.4
326033,C,Frans Nielsen,5000,,16.00,3.40,3.4
229378,D,Brent Seabrook,5400,,20.00,3.40,3.4
456839,D,John Carlson,5100,,14.00,3.40,3.4
409789,RW,Wayne Simmonds,5400,,11.00,3.40,3.4
177011,C,Mikko Koivu,4400,,27.00,2.40,3.36
392952,C,Brandon Sutter,3900,,21.00,2.80,3.36
550778,C,Charlie Coyle,3900,,27.00,2.40,3.36
550769,C,Nick Bjugstad,5900,,17.00,3.30,3.3
171367,C,Pavel Datsyuk,5300,,13.00,3.30,3.3
170695,RW,Marian Hossa,6000,,14.00,3.30,3.3
483697,G,Braden Holtby,7500,,7.00,4.10,3.28
545448,G,Sergei Bobrovsky,6500,,6.00,4.10,3.28
392954,C,Lars Eller,3400,,28.00,2.30,3.22
184264,RW,P.A. Parenteau,4000,,28.00,2.30,3.22
330092,RW,Jannik Hansen,3400,,30.00,2.30,3.22
504255,C,Brayden Schenn,5100,,19.00,3.20,3.2
607582,C,Boone Jenner,4500,,15.00,3.20,3.2
478197,D,P.K. Subban,6000,,19.00,3.20,3.2
454231,G,Jhonas Enroth,6300,,4.00,4.00,3.2
504309,RW,Kyle Palmieri,4200,,17.00,3.20,3.2
550751,LW,Taylor Hall,6000,,10.00,3.90,3.12
522606,LW,Mike Hoffman,2700,,23.00,2.60,3.12
329583,RW,Kyle Okposo,6700,,4.00,3.90,3.12
456834,RW,Jordan Eberle,5300,,16.00,3.10,3.1
230677,D,Kevin Klein,2800,,30.00,2.20,3.08
229383,C,Ryan Getzlaf,6500,,10.00,3.80,3.04
555748,D,John Klingberg,4600,,3.00,3.80,3.04
172223,G,Cam Ward,6300,,2.00,3.80,3.04
504293,D,Nick Leddy,3800,,24.00,2.50,3
296054,RW,Dustin Byfuglien,4800,,22.00,2.50,3
547287,RW,Mats Zuccarello,4600,,24.00,2.50,3
329643,RW,Michael Frolik,4500,,22.00,2.50,3
296123,RW,Lee Stempniak,3900,,24.00,2.50,3
550759,C,Mikael Granlund,3700,,27.00,2.10,2.94
170944,D,Brian Campbell,3800,,27.00,2.10,2.94
229370,LW,Thomas Vanek,4100,,28.00,2.10,2.94
564333,C,Brandon Pirri,5000,,17.00,2.90,2.9
600079,C,Ryan Strome,4700,,16.00,2.90,2.9
230685,C,Patrice Bergeron,6600,,7.00,3.50,2.8
329563,C,Jonathan Toews,6600,,6.00,3.50,2.8
228968,C,Ryan Kesler,5500,,10.00,3.50,2.8
597137,D,Sami Vatanen,5100,,7.00,3.50,2.8
550757,LW,Jeff Skinner,6500,,6.00,3.50,2.8
321868,C,David Backes,5600,,18.00,2.80,2.8
456838,C,Tyler Ennis,5400,,12.00,2.80,2.8
659858,C,Zemgus Girgensons,4600,,12.00,2.80,2.8
339914,RW,Joel Ward,4300,,13.00,2.80,2.8
171273,D,Lubomir Visnovsky,3500,,24.00,2.30,2.76
229368,C,Eric Staal,6800,,8.00,3.40,2.72
329645,C,Bryan Little,4200,,14.00,2.70,2.7
171113,D,Andrei Markov,4200,,19.00,2.70,2.7
172182,D,Dennis Seidenberg,4100,,12.00,2.70,2.7
600102,D,Dougie Hamilton,3800,,12.00,2.70,2.7
326228,RW,Troy Brouwer,4000,,13.00,2.70,2.7
451706,C,David Desharnais,3100,,28.00,1.90,2.66
184073,C,Dominic Moore,2800,,29.00,1.90,2.66
300790,D,Marc Staal,3000,,30.00,1.90,2.66
477659,RW,Dale Weise,2500,,28.00,1.90,2.66
302953,D,Mark Streit,5000,,4.00,3.30,2.64
521878,D,Travis Hamonic,3500,,24.00,2.20,2.64
268146,LW,Andrew Ladd,4800,,7.00,3.30,2.64
544763,G,Ben Scrivens,6200,,16.00,2.60,2.6
522267,LW,Tomas Tatar,5700,,9.00,3.20,2.56
504252,LW,Evander Kane,5200,,7.00,3.20,2.56
447451,LW,Justin Abdelkader,4500,,9.00,3.20,2.56
253323,C,Kyle Brodziak,2600,,27.00,1.80,2.52
547709,D,Christopher Tanev,4100,,25.00,2.10,2.52
303690,D,Kevin Bieksa,3600,,25.00,2.10,2.52
170896,D,Dan Boyle,3100,,30.00,1.80,2.52
171099,D,Willie Mitchell,2600,,27.00,1.80,2.52
184091,C,Jussi Jokinen,4100,,17.00,2.50,2.5
171432,C,Stephen Weiss,3200,,13.00,2.50,2.5
652695,D,Torey Krug,4000,,12.00,2.50,2.5
504299,LW,Chris Kreider,4200,,11.00,2.50,2.5
414433,LW,Brad Marchand,4100,,18.00,2.50,2.5
594801,LW,Antoine Roussel,3400,,14.00,2.50,2.5
268155,RW,Drew Stafford,4400,,19.00,2.50,2.5
596832,RW,Jakob Silfverberg,4300,,17.00,2.50,2.5
174942,C,Jason Spezza,5400,,3.00,3.10,2.48
600075,C,Ryan Nugent-Hopkins,4500,,1.00,3.10,2.48
326141,LW,Kris Versteeg,5400,,3.00,3.10,2.48
172301,LW,Michael Cammalleri,5000,,1.00,3.10,2.48
450848,LW,Matt Beleskey,4900,,8.00,3.10,2.48
245480,D,James Wisniewski,4100,,5.00,3.00,2.4
172864,D,Christian Ehrhoff,4000,,22.00,2.00,2.4
172491,D,Brooks Orpik,3500,,14.00,2.40,2.4
392945,D,Thomas Hickey,3400,,24.00,2.00,2.4
659859,D,Cody Ceci,3000,,23.00,2.00,2.4
268148,G,Al Montoya,6200,,11.00,2.40,2.4
597939,LW,Carl Hagelin,4100,,11.00,2.40,2.4
741463,LW,Andre Burakovsky,3400,,19.00,2.40,2.4
296053,C,Brad Richardson,2500,,30.00,1.70,2.38
329497,C,Ryan Carter,2500,,27.00,1.70,2.38
504287,D,Dmitry Kulikov,3400,,27.00,1.70,2.38
499847,D,Carl Gunnarsson,2600,,26.00,1.70,2.38
393187,D,Matt Hunwick,2500,,30.00,1.70,2.38
381466,RW,Derek Dorsett,2600,,30.00,1.70,2.38
392944,C,Kyle Turris,5000,,5.00,2.90,2.32
570272,C,Adam Henrique,4800,,9.00,2.90,2.32
172243,D,Trevor Daley,3800,,3.00,2.90,2.32
298603,RW,Bobby Ryan,5600,,2.00,2.90,2.32
607956,C,Vincent Trocheck,3800,,17.00,2.30,2.3
329579,D,Andrej Sekera,4100,,13.00,2.30,2.3
335301,LW,Matt Moulson,5100,,15.00,2.30,2.3
659868,D,Olli Maatta,3500,,22.00,1.90,2.28
177791,D,Paul Martin,3000,,22.00,1.90,2.28
228966,LW,Milan Michalek,3500,,23.00,1.90,2.28
326131,C,Carl Soderberg,4500,,7.00,2.80,2.24
392962,C,Riley Nash,3500,,8.00,2.80,2.24
377663,C,Shawn Matthias,3100,,30.00,1.60,2.24
741412,C,Bo Horvat,2500,,30.00,1.60,2.24
184050,D,Niklas Kronwall,4200,,8.00,2.80,2.24
504301,D,John Moore,2800,,30.00,1.60,2.24
550753,D,Erik Gudbranson,2700,,27.00,1.60,2.24
607591,LW,Brandon Saad,4700,,3.00,2.80,2.24
831151,LW,Jiri Sekac,2500,,27.00,1.60,2.24
729821,C,Anders Lee,3800,,16.00,2.20,2.2
303078,LW,Blake Comeau,2900,,17.00,2.20,2.2
300810,RW,Steve Downie,3400,,12.00,2.20,2.2
528331,C,Cody Eakin,5200,,3.00,2.70,2.16
456831,D,Luca Sbisa,2600,,25.00,1.80,2.16
504319,D,Simon Despres,2500,,22.00,1.80,2.16
329541,LW,Jiri Tlusty,4300,,6.00,2.70,2.16
550521,RW,Jimmy Hayes,3500,,9.00,2.70,2.16
550771,C,Riley Sheahan,4300,,13.00,2.10,2.1
600098,C,Mark Scheifele,3800,,14.00,2.10,2.1
329417,C,Mikhail Grabovski,3600,,16.00,2.10,2.1
600101,C,Sean Couturier,3500,,19.00,2.10,2.1
398616,LW,Milan Lucic,4500,,18.00,2.10,2.1
554489,RW,Devante Smith-Pelly,3500,,17.00,2.10,2.1
659814,D,Matt Dumba,2700,,29.00,1.50,2.1
392959,D,Ian Cole,2600,,26.00,1.50,2.1
171036,D,Barret Jackman,2500,,26.00,1.50,2.1
596465,RW,Linden Vey,2500,,30.00,1.50,2.1
171090,C,Brad Richards,4800,,6.00,2.60,2.08
741408,C,Elias Lindholm,3600,,8.00,2.60,2.08
298608,D,Jack Johnson,4600,,5.00,2.60,2.08
659853,D,Jacob Trouba,4100,,9.00,2.60,2.08
653479,RW,Alex Chiasson,4000,,2.00,2.60,2.08
521554,D,Robert Bortuzzo,3400,,22.00,1.70,2.04
467252,D,Yannick Weber,3300,,25.00,1.70,2.04
541196,D,Ryan Stanton,2700,,25.00,1.70,2.04
607580,RW,Tomas Jurco,3500,,23.00,1.70,2.04
550774,RW,Kevin Hayes,3000,,24.00,1.70,2.04
330094,C,Paul Stastny,5300,,18.00,2.00,2
395980,C,Artem Anisimov,3400,,15.00,2.00,2
170811,C,Vincent Lecavalier,3300,,19.00,2.00,2
660044,D,Justin Schultz,4300,,2.00,2.50,2
178388,D,Marek Zidlicky,3600,,6.00,2.50,2
170280,D,Sergei Gonchar,2500,,19.00,2.00,2
607598,D,Xavier Ouellet,2500,,8.00,2.50,2
600077,LW,Jonathan Huberdeau,4500,,16.00,2.00,2
386162,LW,Nikolai Kulemin,3700,,2.00,2.50,2
659808,RW,Nail Yakupov,3300,,16.00,2.00,2
229382,RW,Eric Fehr,3200,,13.00,2.00,2
522269,LW,Matt Calvert,2600,,26.00,1.40,1.96
504282,RW,Zack Kassian,2500,,30.00,1.40,1.96
472380,C,Nick Spaling,3200,,21.00,1.60,1.92
456626,D,Zach Bogosian,3900,,9.00,2.40,1.92
550762,D,Cam Fowler,3800,,7.00,2.40,1.92
543483,D,Patrick Wiercioch,3200,,23.00,1.60,1.92
170561,D,Chris Phillips,2600,,23.00,1.60,1.92
660810,D,Damon Severson,2500,,6.00,2.40,1.92
451466,LW,Nathan Gerbe,3300,,6.00,2.40,1.92
177971,RW,Brad Boyes,4200,,9.00,2.40,1.92
595203,RW,Justin Fontaine,2500,,21.00,1.60,1.92
300809,D,Matt Niskanen,3600,,14.00,1.90,1.9
386807,D,Niklas Hjalmarsson,2900,,20.00,1.90,1.9
593010,RW,Matt Read,3700,,11.00,1.90,1.9
379020,RW,Steven Pinizzotto,2500,,16.00,1.90,1.9
659860,RW,Tom Wilson,2500,,13.00,1.90,1.9
323176,D,Andy Greene,3500,,6.00,2.30,1.84
547799,D,David Savard,3400,,5.00,2.30,1.84
456832,D,Michael Del Zotto,3100,,4.00,2.30,1.84
395751,G,Anton Khudobin,6200,,2.00,2.30,1.84
392970,LW,David Perron,4000,,10.00,2.30,1.84
456701,LW,Josh Bailey,3300,,2.00,2.30,1.84
169141,RW,Jaromir Jagr,4100,,8.00,2.30,1.84
177697,RW,Michael Ryder,3700,,8.00,2.30,1.84
653255,RW,Reilly Smith,3700,,1.00,2.30,1.84
448201,D,Chris Butler,3500,,26.00,1.30,1.82
541897,D,Nate Prosser,2700,,29.00,1.30,1.82
172167,D,Keith Ballard,2500,,29.00,1.30,1.82
339752,C,Darren Helm,3400,,13.00,1.80,1.8
653311,C,Brian Flynn,3000,,12.00,1.80,1.8
452133,D,Tyson Strachan,2900,,15.00,1.80,1.8
171251,LW,Erik Cole,2500,,14.00,1.80,1.8
171112,RW,Brian Gionta,3800,,19.00,1.80,1.8
382185,RW,Teddy Purcell,3400,,16.00,1.80,1.8
300784,RW,Jack Skille,2500,,18.00,1.80,1.8
447212,C,Jay Beagle,2500,,22.00,1.50,1.8
504279,D,Calvin de Haan,2500,,24.00,1.50,1.8
230673,RW,Loui Eriksson,4200,,1.00,2.20,1.76
594632,RW,Ryan Garbutt,3700,,5.00,2.20,1.76
556369,RW,Mark Stone,2900,,2.00,2.20,1.76
232379,D,John-Michael Liles,3500,,13.00,1.70,1.7
172597,D,Jay Harrison,2800,,13.00,1.70,1.7
330276,D,Johnny Oduya,2800,,20.00,1.70,1.7
597144,D,Alexei Emelin,2800,,19.00,1.70,1.7
184270,D,Tom Gilbert,2700,,19.00,1.70,1.7
392946,D,Karl Alzner,2600,,14.00,1.70,1.7
600125,D,Joseph Morrow,2500,,12.00,1.70,1.7
593803,C,Mark Arcobello,3200,,1.00,2.10,1.68
547077,D,Eric Gelinas,3800,,6.00,2.10,1.68
340229,D,Andrew MacDonald,3500,,4.00,2.10,1.68
548735,D,Nikita Nikitin,3400,,2.00,2.10,1.68
729484,D,Danny DeKeyser,3300,,8.00,2.10,1.68
732005,C,Erik Haula,2600,,27.00,1.20,1.68
504260,D,Jared Cowen,2700,,23.00,1.40,1.68
504313,D,Dylan Olsen,2500,,27.00,1.20,1.68
296907,LW,Brandon Prust,2500,,27.00,1.20,1.68
172229,C,Boyd Gordon,3500,,1.00,2.00,1.6
610878,C,Andrew Shaw,3200,,6.00,2.00,1.6
549269,C,Marcus Kruger,3100,,6.00,2.00,1.6
329659,C,Patrik Berglund,2800,,18.00,1.60,1.6
607590,C,Victor Rask,2800,,8.00,2.00,1.6
681456,C,Seth Griffith,2500,,7.00,2.00,1.6
171424,D,Mike Weaver,2500,,19.00,1.60,1.6
743259,LW,Anthony Duclair,2500,,11.00,1.60,1.6
550776,C,Evgeny Kuznetsov,2700,,22.00,1.30,1.56
170456,C,Patrik Elias,4100,,9.00,1.90,1.52
300806,C,Andrew Cogliano,3500,,10.00,1.90,1.52
269235,C,Travis Zajac,3200,,9.00,1.90,1.52
177995,C,Chris Kelly,2700,,7.00,1.90,1.52
171320,D,Nick Schultz,3000,,4.00,1.90,1.52
563202,D,Mark Fayne,2700,,2.00,1.90,1.52
417017,LW,Patrick Maroon,3500,,8.00,1.90,1.52
300805,C,T.J. Oshie,3800,,18.00,1.50,1.5
171391,C,Derek MacKenzie,2500,,17.00,1.50,1.5
544879,D,Matt Bartkowski,3000,,12.00,1.50,1.5
741411,D,Rasmus Ristolainen,2900,,15.00,1.50,1.5
400976,D,Mike Weber,2700,,15.00,1.50,1.5
178005,D,Tim Gleason,2500,,13.00,1.50,1.5
329652,RW,Chris Stewart,2900,,19.00,1.50,1.5
544288,RW,Ben Smith,2800,,14.00,1.50,1.5
741449,C,Curtis Lazar,3600,,5.00,1.80,1.44
172464,C,Vernon Fiddler,2500,,3.00,1.80,1.44
542700,D,Jeff Petry,3300,,2.00,1.80,1.44
659813,D,Hampus Lindholm,3200,,7.00,1.80,1.44
229385,D,Mark Stuart,2700,,9.00,1.80,1.44
178001,D,Rob Scuderi,2500,,22.00,1.20,1.44
170801,C,Manny Malhotra,2500,,28.00,1.00,1.4
593929,C,Brian Gibbons,2500,,15.00,1.40,1.4
656728,C,Luke Glendening,2500,,13.00,1.40,1.4
171342,D,Ron Hainsey,2500,,13.00,1.40,1.4
386160,RW,Ryan Reaves,2500,,27.00,1.00,1.4
600078,D,Adam Larsson,2800,,6.00,1.70,1.36
395427,LW,Matt Hendricks,2600,,10.00,1.70,1.36
229392,RW,Patrick Eaves,2500,,5.00,1.70,1.36
170627,RW,Daniel Cleary,2700,,23.00,1.10,1.32
741405,C,Aleksander Barkov,3200,,17.00,1.30,1.3
178003,C,R.J. Umberger,2800,,19.00,1.30,1.3
543856,C,Chris VandeVelde,2500,,19.00,1.30,1.3
269238,D,Andrej Meszaros,2900,,15.00,1.30,1.3
172231,LW,Sean Bergenheim,3400,,16.00,1.30,1.3
597130,LW,Nicolas Deslauriers,3200,,15.00,1.30,1.3
171321,LW,Jason Chimera,2900,,19.00,1.30,1.3
379101,RW,Torrey Mitchell,2800,,19.00,1.30,1.3
171136,C,Shawn Horcoff,2500,,3.00,1.60,1.28
300799,D,Jakub Kindl,2500,,8.00,1.60,1.28
456628,D,Luke Schenn,2500,,4.00,1.60,1.28
504303,D,Tim Erixon,2500,,5.00,1.60,1.28
301772,LW,Bryan Bickell,2500,,3.00,1.60,1.28
386556,RW,Cal Clutterbuck,3100,,4.00,1.60,1.28
229380,RW,Steve Bernier,2600,,8.00,1.60,1.28
600082,C,Mika Zibanejad,3100,,5.00,1.50,1.2
229372,D,Braydon Coburn,3100,,4.00,1.50,1.2
170950,D,Andrew Ference,2900,,2.00,1.50,1.2
297844,D,Nicklas Grossmann,2700,,4.00,1.50,1.2
501534,D,Jordie Benn,2500,,3.00,1.50,1.2
171102,LW,Martin Havlat,3200,,1.00,1.50,1.2
184079,LW,Tuomo Ruutu,2900,,1.00,1.50,1.2
456826,LW,Zach Boychuk,2500,,6.00,1.50,1.2
172592,RW,Ales Hemsky,3500,,5.00,1.50,1.2
660042,RW,Damien Brunner,2800,,8.00,1.50,1.2
178004,C,Marcel Goc,2500,,21.00,1.00,1.2
184271,C,Joakim Lindstrom,2500,,18.00,1.20,1.2
235441,C,Maxim Lapierre,2500,,18.00,1.20,1.2
521884,C,Casey Cizikas,2500,,16.00,1.20,1.2
504763,D,Brian Strait,2500,,24.00,1.00,1.2
729825,D,Nate Schmidt,2500,,14.00,1.20,1.2
831068,C,Leon Draisaitl,2800,,1.00,1.40,1.12
296046,C,Nate Thompson,2500,,10.00,1.40,1.12
451925,C,Stephen Gionta,2500,,9.00,1.40,1.12
296124,D,Kyle Quincey,2800,,8.00,1.40,1.12
479603,D,Jason Demers,2800,,3.00,1.40,1.12
555860,D,Dalton Prout,2500,,5.00,1.40,1.12
324924,LW,Drew Miller,2500,,9.00,1.40,1.12
829696,LW,Pierre-Edouard Bellemare,2500,,5.00,1.40,1.12
741444,C,Alexander Wennberg,2500,,15.00,1.10,1.1
170808,D,Bryan Allen,2500,,19.00,1.10,1.1
302331,D,Andre Benoit,2500,,15.00,1.10,1.1
594808,D,Kevan Miller,2500,,12.00,1.10,1.1
172235,LW,Tomas Fleischmann,2600,,16.00,1.10,1.1
522049,LW,Marcus Foligno,2500,,15.00,1.10,1.1
543480,D,Eric Gryba,2500,,23.00,0.90,1.08
591919,D,Mark Borowiecki,2500,,23.00,0.90,1.08
554554,C,Joakim Nordstrom,2800,,6.00,1.30,1.04
170839,C,David Legwand,2500,,5.00,1.30,1.04
184276,C,Gregory Campbell,2500,,7.00,1.30,1.04
301462,D,Clayton Stoner,2500,,7.00,1.30,1.04
326026,D,Jonathan Ericsson,2500,,8.00,1.30,1.04
600110,D,Jamie Oleksiak,2500,,3.00,1.30,1.04
263094,LW,Rene Bourque,2800,,8.00,1.30,1.04
296021,LW,Dan Carcillo,2800,,3.00,1.30,1.04
594735,LW,Cory Conacher,2500,,2.00,1.30,1.04
184263,RW,Alexander Semin,3300,,3.00,1.30,1.04
172444,RW,Tomas Kopecky,3000,,9.00,1.30,1.04
547228,RW,Matt Fraser,2500,,1.00,1.30,1.04
456702,C,Cody Hodgson,2900,,12.00,1.00,1
497014,C,Joakim Andersson,2500,,13.00,1.00,1
659866,C,Scott Laughton,2500,,19.00,1.00,1
607581,D,Adam Clendening,3700,,20.00,1.00,1
504296,D,David Rundblad,2500,,20.00,1.00,1
173242,LW,Shawn Thornton,2500,,16.00,1.00,1
597141,C,Andrej Nestrasil,2500,,8.00,1.20,0.96
479737,D,Brian Lashoff,2500,,8.00,1.20,0.96
496330,D,Paul Postma,2500,,9.00,1.20,0.96
612926,D,Josh Manson,2500,,7.00,1.20,0.96
607959,LW,Adam Lowry,2600,,7.00,1.20,0.96
520230,LW,Matt Martin,2500,,2.00,1.20,0.96
170951,D,Michal Rozsival,2500,,20.00,0.90,0.9
170941,LW,Simon Gagne,2500,,18.00,0.90,0.9
172168,LW,Daniel Paille,2500,,18.00,0.90,0.9
325206,RW,Adam Cracknell,2500,,18.00,0.90,0.9
178282,C,Jay McClement,2500,,8.00,1.10,0.88
455701,C,Zack Smith,2500,,5.00,1.10,0.88
490373,C,Colton Sceviour,2500,,3.00,1.10,0.88
172593,D,Carlo Colaiacovo,2500,,4.00,1.10,0.88
554493,D,Martin Marincin,2500,,2.00,1.10,0.88
446376,LW,Jesse Joensuu,2500,,10.00,1.10,0.88
171094,RW,Chris Neil,2500,,2.00,1.10,0.88
849162,C,Liam O'Brien,2500,,22.00,0.70,0.84
555872,RW,Jesper Fast,2500,,24.00,0.70,0.84
504300,C,Jacob Josefson,2500,,9.00,1.00,0.8
600132,C,Rickard Rakell,2500,,10.00,1.00,0.8
172369,D,Jordan Leopold,2700,,5.00,1.00,0.8
741448,D,Nikita Zadorov,2600,,15.00,0.80,0.8
170546,LW,Dainius Zubrus,2500,,1.00,1.00,0.8
172412,RW,Tim Jackman,2500,,17.00,0.80,0.8
547716,LW,Jeremy Morin,2500,,3.00,0.90,0.72
544673,LW,Colin Greening,2500,,23.00,0.60,0.72
172140,C,Jim Slater,2500,,14.00,0.70,0.7
172443,C,Steve Ott,2500,,18.00,0.70,0.7
174717,LW,Travis Moen,2500,,14.00,0.70,0.7
401047,LW,Tanner Glass,2500,,11.00,0.70,0.7
504261,LW,Magnus Paajarvi,2500,,30.00,0.50,0.7
171296,RW,Craig Adams,2500,,12.00,0.70,0.7
339481,D,Adam Pardy,2700,,9.00,0.80,0.64
489724,D,Keith Aulie,2500,,2.00,0.80,0.64
544737,D,Kevin Connauton,2500,,5.00,0.80,0.64
735639,D,Seth Helgeson,2500,,6.00,0.80,0.64
329379,RW,Patrick Dwyer,2500,,3.00,0.80,0.64
232292,RW,Chris Thorburn,2500,,22.00,0.50,0.6
456690,RW,Matt Halischuk,2500,,22.00,0.50,0.6
522376,D,Colby Robak,2500,,27.00,0.40,0.56
512065,LW,Zac Rinaldo,2500,,5.00,0.70,0.56
504680,RW,Erik Condra,2500,,2.00,0.70,0.56
381464,RW,Jared Boll,2500,,18.00,0.50,0.5
551535,RW,Corey Tropp,2500,,18.00,0.50,0.5
521555,C,Zach Sill,2500,,21.00,0.40,0.48
544143,C,Michael Latta,2500,,22.00,0.40,0.48
402054,LW,Chris Porter,2500,,30.00,0.30,0.42
594397,C,Brad Malone,2500,,8.00,0.50,0.4
447863,D,Grant Clitsome,2500,,9.00,0.50,0.4
522063,D,Mat Clark,2500,,7.00,0.50,0.4
495948,LW,Luke Gazdic,2500,,10.00,0.50,0.4
172192,RW,Jordin Tootoo,2500,,8.00,0.40,0.32
590247,RW,Jason Akeson,2500,,11.00,0.30,0.3
323580,D,Peter Harrold,2500,,6.00,0.30,0.24
615332,D,Jyrki Jokipakka,2500,,3.00,0.30,0.24
494189,RW,Anthony Peluso,2500,,22.00,0.20,0.24
456855,D,Stu Bickel,2500,,29.00,0.10,0.14
325618,C,David Krejci,5400,,7.00,0.00,0
447273,C,Mathieu Perreault,3700,,14.00,0.00,0
172467,C,Cody McCormick,2800,,12.00,0.00,0
269519,D,Mike Green,4700,,14.00,0.00,0
456704,D,Tyler Myers,4500,,15.00,0.00,0
395914,D,Alex Goligoski,4000,,3.00,0.00,0
386998,D,Tobias Enstrom,3400,,9.00,0.00,0
172162,D,Jay Bouwmeester,3300,,26.00,0.00,0
593664,D,Matt Donovan,3100,,24.00,0.00,0
172432,D,Francois Beauchemin,3000,,7.00,0.00,0
170719,D,Sheldon Souray,2700,,7.00,0.00,0
170137,D,Ed Jovanovski,2500,,27.00,0.00,0
447411,D,Jack Hillen,2500,,14.00,0.00,0
610897,D,Frank Corrado,2500,,25.00,0.00,0
379958,G,Brian Elliott,8100,,30.00,0.00,0
521575,G,Robin Lehner,8100,,26.00,0.00,0
