Pid,Pn,Name,S,Team,Or,Ppg,Projected
326139,G,Thomas Greiss,7800,,27.00,0.00,0
489286,G,Dustin Tokarski,7300,,25.00,0.00,0
170836,G,Roberto Luongo,7200,,11.00,0.00,0
543477,G,Michael Hutchinson,7100,,14.00,0.00,0
547403,G,Darcy Kuemper,7100,,10.00,0.00,0
326034,G,Niklas Backstrom,7000,,10.00,0.00,0
656680,G,Niklas Svedberg,6900,,29.00,0.00,0
386814,G,Michal Neuvirth,6600,,4.00,0.00,0
507427,G,Chad Johnson,6600,,17.00,0.00,0
555795,G,Petr Mrazek,6500,,15.00,0.00,0
171297,G,Jason LaBarbera,6200,,24.00,0.00,0
171394,G,Scott Clemmensen,6200,,9.00,0.00,0
296906,G,Curtis McElhinney,6200,,6.00,0.00,0
301765,G,Justin Peters,6200,,7.00,0.00,0
543471,G,Cam Talbot,6200,,23.00,0.00,0
543662,G,Eddie Lack,6200,,28.00,0.00,0
547322,G,Anders Lindback,6200,,18.00,0.00,0
547717,G,Jacob Markstrom,6200,,28.00,0.00,0
656273,G,Viktor Fasth,6200,,16.00,0.00,0
300781,LW,Benoit Pouliot,3100,,10.00,0.00,0
409629,LW,Eric Tangradi,2500,,27.00,0.00,0
172191,RW,Scottie Upshall,3200,,9.00,0.00,0
550770,RW,Beau Bennett,3100,,12.00,0.00,0
326167,RW,Patrick Kaleta,2500,,19.00,0.00,0
693364,RW,Jayson Megna,2500,,12.00,0.00,0
831092,RW,David Pastrnak,2500,,1.00,0.00,0
