ID,Position,Name,Salary,GameInfo,AvgPointsPerGame
298,C,Jim Slater,2500,Wpg@Nsh 07:00PM ET,0.471
302,C,Steve Ott,2500,Was@StL 08:00PM ET,0.563
304,C,Cody McCormick,2500,Tor@Buf 07:00PM ET,1.028
307,C,Paul Gaustad,2500,Wpg@Nsh 07:00PM ET,1.344
309,C,Marcel Goc,2500,NYR@Pit 07:00PM ET,1.133
310,C,Joakim Lindstrom,2500,Was@StL 08:00PM ET,1.513
312,C,Brooks Laich,2500,Was@StL 08:00PM ET,0.833
315,C,Maxim Lapierre,2500,Was@StL 08:00PM ET,1.156
326,C,Blair Jones,2500,Phi@Mon 07:00PM ET,0.071
332,C,Trevor Smith,2500,Tor@Buf 07:00PM ET,1.667
339,C,Jay Beagle,2500,Was@StL 08:00PM ET,1.455
342,C,Stephen Gionta,2500,Col@NJ 07:00PM ET,1.5
344,C,Dana Tyrell,2500,SJ@Cls 07:00PM ET,0.667
345,C,Zack Smith,2500,Ott@Cgy 10:00PM ET,1.188
350,C,Andrew Desjardins,2500,SJ@Cls 07:00PM ET,0.75
354,C,Jacob Josefson,2500,Col@NJ 07:00PM ET,1.064
359,C,Zach Sill,2500,NYR@Pit 07:00PM ET,0.393
360,C,Casey Cizikas,2500,NYI@TB 07:00PM ET,1.033
364,C,Chris VandeVelde,2500,Phi@Mon 07:00PM ET,1.591
365,C,Michael Latta,2500,Was@StL 08:00PM ET,0.536
372,C,Calle Jarnkrok,2500,Wpg@Nsh 07:00PM ET,0.607
373,C,Max Reinhart,2500,Ott@Cgy 10:00PM ET,0.5
374,C,Michael Chaput,2500,SJ@Cls 07:00PM ET,1.094
387,C,Vladislav Namestnikov,2500,NYI@TB 07:00PM ET,1.765
392,C,Brian Flynn,2500,Tor@Buf 07:00PM ET,1.2
397,C,Alexander Wennberg,2500,SJ@Cls 07:00PM ET,1.1
404,C,Liam O'Brien,2500,Was@StL 08:00PM ET,0.833
