ID,Position,Name,Salary,GameInfo,AvgPointsPerGame
60,C,Joakim Andersson,2500,Chi@Det 07:30PM ET,0.929
61,C,Jacob Josefson,2500,NJ@Was 07:00PM ET,1.12
62,C,Zach Sill,2500,Pit@Tor 07:30PM ET,0.423
63,C,Casey Cizikas,2500,NYI@Fla 07:30PM ET,1.107
64,C,Chris VandeVelde,2500,Cls@Phi 07:00PM ET,1.55
65,C,Michael Latta,2500,NJ@Was 07:00PM ET,0.5
66,C,Michael Chaput,2500,Cls@Phi 07:00PM ET,1.167
67,C,Andrej Nestrasil,2500,Chi@Det 07:30PM ET,0.964
68,C,Luke Glendening,2500,Chi@Det 07:30PM ET,1.333
69,C,Bo Horvat,2500,Ari@Van 10:00PM ET,0.9
70,C,Alexander Wennberg,2500,Cls@Phi 07:00PM ET,1.036
71,C,Liam O'Brien,2500,NJ@Was 07:00PM ET,0.833
72,D,Kris Letang,7400,Pit@Tor 07:30PM ET,4.357
73,D,John Carlson,6100,NJ@Was 07:00PM ET,3.767
74,D,Keith Yandle,6000,Ari@Van 10:00PM ET,4.5
75,D,Duncan Keith,5600,Chi@Det 07:30PM ET,3.469
76,D,Cody Franson,5600,Pit@Tor 07:30PM ET,3.5
77,D,Johnny Boychuk,5200,NYI@Fla 07:30PM ET,3.714
78,D,Alexander Edler,5200,Ari@Van 10:00PM ET,3.471
79,D,Dion Phaneuf,5100,Pit@Tor 07:30PM ET,3.156
80,D,Mike Green,5000,NJ@Was 07:00PM ET,3.393
81,D,Oliver Ekman-Larsson,5000,Ari@Van 10:00PM ET,3.467
82,D,Niklas Kronwall,4900,Chi@Det 07:30PM ET,3.167
83,D,Aaron Ekblad,4800,NYI@Fla 07:30PM ET,2.615
84,D,James Wisniewski,4600,Cls@Phi 07:00PM ET,2.917
85,D,Mark Streit,4600,Cls@Phi 07:00PM ET,3.214
86,D,Brent Seabrook,4500,Chi@Det 07:30PM ET,3.094
87,D,Morgan Rielly,4400,Pit@Tor 07:30PM ET,2.625
88,D,Michael Stone,4300,Ari@Van 10:00PM ET,2.767
89,D,Michael Del Zotto,4100,Cls@Phi 07:00PM ET,2.643
90,D,Marek Zidlicky,4000,NJ@Was 07:00PM ET,2.75
91,D,Travis Hamonic,4000,NYI@Fla 07:30PM ET,2.409
92,D,Andy Greene,3900,NJ@Was 07:00PM ET,2.375
93,D,Lubomir Visnovsky,3800,NYI@Fla 07:30PM ET,2.556
94,D,Nick Leddy,3800,NYI@Fla 07:30PM ET,2.533
95,D,Jack Johnson,3700,Cls@Phi 07:00PM ET,2.083
96,D,Roman Polak,3700,Pit@Tor 07:30PM ET,2.375
97,D,Matt Niskanen,3600,NJ@Was 07:00PM ET,1.867
98,D,Kevin Bieksa,3600,Ari@Van 10:00PM ET,2.147
99,D,Jake Gardiner,3600,Pit@Tor 07:30PM ET,1.567
100,D,Willie Mitchell,3500,NYI@Fla 07:30PM ET,2.077
101,D,Brooks Orpik,3500,NJ@Was 07:00PM ET,2.233
102,D,Zbynek Michalek,3500,Ari@Van 10:00PM ET,2.1
103,D,Christian Ehrhoff,3500,Pit@Tor 07:30PM ET,1.75
104,D,Jakub Kindl,3500,Chi@Det 07:30PM ET,1.933
105,D,Robert Bortuzzo,3500,Pit@Tor 07:30PM ET,1.5
106,D,Niklas Hjalmarsson,3400,Chi@Det 07:30PM ET,1.938
107,D,Olli Maatta,3400,Pit@Tor 07:30PM ET,2.154
108,D,Dan Hamhuis,3300,Ari@Van 10:00PM ET,2.059
109,D,David Savard,3300,Cls@Phi 07:00PM ET,2.3
110,D,Dmitry Kulikov,3200,NYI@Fla 07:30PM ET,1.538
111,D,Paul Martin,3100,Pit@Tor 07:30PM ET,1.929
112,D,Matt Donovan,3100,NYI@Fla 07:30PM ET,0
113,D,Karl Alzner,3000,NJ@Was 07:00PM ET,1.9
114,D,Christopher Tanev,3000,Ari@Van 10:00PM ET,1.676
115,D,Thomas Hickey,2900,NYI@Fla 07:30PM ET,1.8
116,D,Luke Schenn,2900,Cls@Phi 07:00PM ET,1.786
117,D,Eric Gelinas,2900,NJ@Was 07:00PM ET,1.786
118,D,Adam Larsson,2900,NJ@Was 07:00PM ET,1.667
119,D,Brian Campbell,2800,NYI@Fla 07:30PM ET,1.5
120,D,Nick Schultz,2800,Cls@Phi 07:00PM ET,2
121,D,Johnny Oduya,2800,Chi@Det 07:30PM ET,1.719
122,D,Luca Sbisa,2800,Ari@Van 10:00PM ET,1.75
123,D,Calvin de Haan,2800,NYI@Fla 07:30PM ET,1.583
124,D,Simon Despres,2800,Pit@Tor 07:30PM ET,2.071
125,D,Connor Murphy,2800,Ari@Van 10:00PM ET,1.667
126,D,Damon Severson,2800,NJ@Was 07:00PM ET,2.813
127,D,Stephane Robidas,2700,Pit@Tor 07:30PM ET,1.375
128,D,Fedor Tyutin,2700,Cls@Phi 07:00PM ET,1.533
129,D,Ryan Stanton,2700,Ari@Van 10:00PM ET,1.625
130,D,Brendan Smith,2600,Chi@Det 07:30PM ET,1.433
131,D,Ed Jovanovski,2500,NYI@Fla 07:30PM ET,0
132,D,Bryce Salvador,2500,NJ@Was 07:00PM ET,1.25
133,D,Michal Rozsival,2500,Chi@Det 07:30PM ET,0.727
134,D,Carlo Colaiacovo,2500,Cls@Phi 07:00PM ET,1
135,D,Rob Scuderi,2500,Pit@Tor 07:30PM ET,1.107
136,D,Braydon Coburn,2500,Cls@Phi 07:00PM ET,0.75
137,D,Kyle Quincey,2500,Chi@Det 07:30PM ET,1
138,D,Nicklas Grossmann,2500,Cls@Phi 07:00PM ET,1.607
139,D,Jonathan Ericsson,2500,Chi@Det 07:30PM ET,1.233
140,D,Chris Summers,2500,Ari@Van 10:00PM ET,0.833
141,D,David Schlemko,2500,Ari@Van 10:00PM ET,1.25
142,D,Jack Hillen,2500,NJ@Was 07:00PM ET,0.056
143,D,Yannick Weber,2500,Ari@Van 10:00PM ET,1.333
144,D,Brian Lashoff,2500,Chi@Det 07:30PM ET,1.2
145,D,Frederic St-Denis,2500,Cls@Phi 07:00PM ET,1
146,D,David Rundblad,2500,Chi@Det 07:30PM ET,1.136
147,D,Tim Erixon,2500,Cls@Phi 07:00PM ET,1.5
148,D,Dylan Olsen,2500,NYI@Fla 07:30PM ET,1.192
149,D,Brian Strait,2500,NYI@Fla 07:30PM ET,1.208
150,D,Colby Robak,2500,NYI@Fla 07:30PM ET,0.167
151,D,Erik Gudbranson,2500,NYI@Fla 07:30PM ET,1.462
152,D,Brandon Gormley,2500,Ari@Van 10:00PM ET,1.25
153,D,Dalton Prout,2500,Cls@Phi 07:00PM ET,1.292
154,D,Danny DeKeyser,2500,Chi@Det 07:30PM ET,1.933
155,D,Nate Schmidt,2500,NJ@Was 07:00PM ET,1.033
156,D,Seth Helgeson,2500,NJ@Was 07:00PM ET,2
157,D,Trevor van Riemsdyk,2500,Chi@Det 07:30PM ET,1.094
158,G,Marc-Andre Fleury,9100,Pit@Tor 07:30PM ET,5.983
159,G,Corey Crawford,8800,Chi@Det 07:30PM ET,5.08
160,G,Steve Mason,8600,Cls@Phi 07:00PM ET,4.267
161,G,Roberto Luongo,8400,NYI@Fla 07:30PM ET,4.855
164,G,Jonathan Bernier,8200,Pit@Tor 07:30PM ET,4.382
169,G,Jimmy Howard,7300,Chi@Det 07:30PM ET,4.4
171,G,Cory Schneider,6800,NJ@Was 07:00PM ET,3.713
172,G,Braden Holtby,6800,NJ@Was 07:00PM ET,3.764
177,G,Curtis McElhinney,6200,Cls@Phi 07:00PM ET,1.857
179,G,Chad Johnson,6200,NYI@Fla 07:30PM ET,3.6
183,W,James van Riemsdyk,7300,Pit@Tor 07:30PM ET,3.875
184,W,Chris Kunitz,6900,Pit@Tor 07:30PM ET,4.143
185,W,Scott Hartnell,6500,Cls@Phi 07:00PM ET,4.3
186,W,Nick Foligno,6200,Cls@Phi 07:00PM ET,4.107
187,W,Daniel Sedin,5900,Ari@Van 10:00PM ET,3.735
188,W,Patrick Sharp,5800,Chi@Det 07:30PM ET,3.693
189,W,Michael Cammalleri,5400,NJ@Was 07:00PM ET,3.583
190,W,Brandon Saad,5000,Chi@Det 07:30PM ET,2.781
191,W,Chris Higgins,4800,Ari@Van 10:00PM ET,2.806
192,W,Kris Versteeg,4700,Chi@Det 07:30PM ET,2.464
193,W,Mikkel Boedker,4400,Ari@Van 10:00PM ET,2.947
194,W,Pascal Dupuis,4300,Pit@Tor 07:30PM ET,3.107
195,W,Andre Burakovsky,4300,NJ@Was 07:00PM ET,2.733
196,W,Sean Bergenheim,4200,NYI@Fla 07:30PM ET,1.458
197,W,Justin Abdelkader,4100,Chi@Det 07:30PM ET,3.233
198,W,Tomas Tatar,3900,Chi@Det 07:30PM ET,2.133
199,W,Michael Raffl,3800,Cls@Phi 07:00PM ET,3.038
200,W,Nikolai Kulemin,3500,NYI@Fla 07:30PM ET,2.3
201,W,Blake Comeau,3100,Pit@Tor 07:30PM ET,2.286
202,W,Daniel Winnik,3100,Pit@Tor 07:30PM ET,2.143
203,W,Martin Havlat,3000,NJ@Was 07:00PM ET,1.429
204,W,Tomas Fleischmann,2800,NYI@Fla 07:30PM ET,1.346
205,W,Tuomo Ruutu,2800,NJ@Was 07:00PM ET,1.3
206,W,Bryan Bickell,2800,Chi@Det 07:30PM ET,1.688
207,W,Matt Calvert,2800,Cls@Phi 07:00PM ET,1.389
208,W,Jonathan Huberdeau,2800,NYI@Fla 07:30PM ET,1.308
209,W,Pierre-Edouard Bellemare,2700,Cls@Phi 07:00PM ET,1.786
210,W,Dainius Zubrus,2500,NJ@Was 07:00PM ET,1.063
211,W,Eric Boulton,2500,NYI@Fla 07:30PM ET,0.625
212,W,Jason Chimera,2500,NJ@Was 07:00PM ET,1.067
213,W,Shawn Thornton,2500,NYI@Fla 07:30PM ET,0.958
214,W,Lauri Korpikoski,2500,Ari@Van 10:00PM ET,1.7
215,W,Dan Carcillo,2500,Chi@Det 07:30PM ET,1.05
216,W,Drew Miller,2500,Chi@Det 07:30PM ET,1.233
217,W,Rob Klinkhammer,2500,Ari@Van 10:00PM ET,1.393
218,W,Zac Rinaldo,2500,Cls@Phi 07:00PM ET,0.923
219,W,Matt Martin,2500,NYI@Fla 07:30PM ET,0.967
220,W,Brandon McMillan,2500,Ari@Van 10:00PM ET,0.733
221,W,Jeremy Morin,2500,Chi@Det 07:30PM ET,0.964
222,W,Cory Conacher,2500,NYI@Fla 07:30PM ET,1.577
223,W,Nicklas Jensen,2500,Ari@Van 10:00PM ET,0.25
224,W,Josh Leivo,2500,Pit@Tor 07:30PM ET,1.375
225,W,Alex Ovechkin,9200,NJ@Was 07:00PM ET,5.447
226,W,Phil Kessel,8400,Pit@Tor 07:30PM ET,5.125
227,W,Jakub Voracek,8200,Cls@Phi 07:00PM ET,5.5
228,W,Patric Hornqvist,8000,Pit@Tor 07:30PM ET,5.393
229,W,Johan Franzen,6700,Chi@Det 07:30PM ET,4.111
230,W,Kyle Okposo,6200,NYI@Fla 07:30PM ET,4.193
231,W,Cam Atkinson,5900,Cls@Phi 07:00PM ET,3.964
232,W,Patrick Kane,5700,Chi@Det 07:30PM ET,3.119
233,W,Wayne Simmonds,5700,Cls@Phi 07:00PM ET,3.75
234,W,Radim Vrbata,5500,Ari@Van 10:00PM ET,3.933
235,W,Shane Doan,5100,Ari@Van 10:00PM ET,2.967
236,W,Marian Hossa,5000,Chi@Det 07:30PM ET,2.875
237,W,Troy Brouwer,5000,NJ@Was 07:00PM ET,3.033
238,W,Joel Ward,4900,NJ@Was 07:00PM ET,2.967
239,W,Jaromir Jagr,4800,NJ@Was 07:00PM ET,2.719
240,W,Gustav Nyquist,4800,Chi@Det 07:30PM ET,3.247
241,W,Alexandre Burrows,4600,Ari@Van 10:00PM ET,3
242,W,Michael Ryder,4400,NJ@Was 07:00PM ET,2.531
243,W,Scottie Upshall,4200,NYI@Fla 07:30PM ET,2.269
244,W,Jimmy Hayes,4100,NYI@Fla 07:30PM ET,2.333
245,W,Eric Fehr,4000,NJ@Was 07:00PM ET,2.208
246,W,Brad Boyes,3600,NYI@Fla 07:30PM ET,2.269
247,W,Matt Read,3600,Cls@Phi 07:00PM ET,1.964
248,W,Steve Downie,3500,Pit@Tor 07:30PM ET,2.214
249,W,Tom Wilson,3300,NJ@Was 07:00PM ET,2.5
250,W,Derek Dorsett,3100,Ari@Van 10:00PM ET,1.6
251,W,Richard Panik,3100,Pit@Tor 07:30PM ET,1.567
252,W,David Clarkson,3000,Pit@Tor 07:30PM ET,1.875
253,W,Martin Erat,2900,Ari@Van 10:00PM ET,1.933
254,W,Steve Bernier,2800,NJ@Was 07:00PM ET,1.8
255,W,Damien Brunner,2800,NJ@Was 07:00PM ET,1.708
256,W,Tomas Kopecky,2700,NYI@Fla 07:30PM ET,1.231
257,W,Jannik Hansen,2700,Ari@Van 10:00PM ET,1.618
258,W,Tomas Jurco,2700,Chi@Det 07:30PM ET,1.333
259,W,Cal Clutterbuck,2600,NYI@Fla 07:30PM ET,1.5
260,W,Daniel Cleary,2500,Chi@Det 07:30PM ET,1
261,W,Craig Adams,2500,Pit@Tor 07:30PM ET,0.571
262,W,Jordin Tootoo,2500,NJ@Was 07:00PM ET,0.611
263,W,B.J. Crombeen,2500,Ari@Van 10:00PM ET,0.5
264,W,Jack Skille,2500,Cls@Phi 07:00PM ET,1.786
265,W,Adam Cracknell,2500,Cls@Phi 07:00PM ET,0.643
266,W,Jared Boll,2500,Cls@Phi 07:00PM ET,0.533
267,W,Ben Smith,2500,Chi@Det 07:30PM ET,1.438
268,W,Beau Bennett,2500,Pit@Tor 07:30PM ET,0.25
269,W,Corey Tropp,2500,Cls@Phi 07:00PM ET,0.563
270,W,Jason Akeson,2500,Cls@Phi 07:00PM ET,0.375
271,W,Matt Frattin,2500,Pit@Tor 07:30PM ET,0.25
272,W,Linden Vey,2500,Ari@Van 10:00PM ET,1.824
273,W,Tobias Rieder,2500,Ari@Van 10:00PM ET,1.6
