projected,top10,actual,name,draftkings_id,position,salary,team,opponent-rank,ppg,home,goalie,center,defense,wing,homeXgoalie,homeXcenter,homeXdefense,homeXwing,ppgXgoalie,ppgXcenter,ppgXdefense,ppgXwing,homeXppg,homeXor,ppgXor
,,,Matthew Nieto,607597,LW,3000,SJ,28,1.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.9,1.9,28,53.199999999999996
,,,Tanner Pearson,659876,LW,3000,BUF,26,2.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.3,0.0,0,59.8
,,,Leon Draisaitl,831068,C,3000,SJ,16,1.4,0,0,1,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0,22.4
,,,Nick Schultz,171320,D,2900,CLS,22,1.9,0,0,0,1,0,0,0,0,0,0.0,0.0,1.9,0.0,0.0,0,41.8
,,,Jason Chimera,171321,LW,2900,TB,8,1.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.4,0.0,0,11.2
,,,Derek Roy,172504,C,2900,COL,26,1.7,0,0,1,0,0,0,0,0,0,0.0,1.7,0.0,0.0,0.0,0,44.199999999999996
,,,Tom Gilbert,184270,D,2900,MON,5,1.7,1,0,0,1,0,0,0,1,0,0.0,0.0,1.7,0.0,1.7,5,8.5
,,,Brian Boyle,229389,C,2900,TB,15,2.0,1,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,2.0,15,30.0
,,,Trevor Lewis,329635,C,2900,BUF,28,2.1,0,0,1,0,0,0,0,0,0,0.0,2.1,0.0,0.0,0.0,0,58.800000000000004
,,,James Sheppard,329642,C,2900,SJ,12,1.7,1,0,1,0,0,0,1,0,0,0.0,1.7,0.0,0.0,1.7,12,20.4
,,,Karl Alzner,392946,D,2900,TB,8,1.8,0,0,0,1,0,0,0,0,0,0.0,0.0,1.8,0.0,0.0,0,14.4
,,,Tyson Strachan,452133,D,2900,BUF,1,1.7,1,0,0,1,0,0,0,1,0,0.0,0.0,1.7,0.0,1.7,1,1.7
,,,Yannick Weber,467252,D,2900,MON,15,1.8,0,0,0,1,0,0,0,0,0,0.0,0.0,1.8,0.0,0.0,0,27.0
,,,Jamie McBain,495305,D,2900,BUF,16,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,20.8
,,,Paul Byron,499851,C,2900,TOR,20,1.8,0,0,1,0,0,0,0,0,0,0.0,1.8,0.0,0.0,0.0,0,36.0
,,,Nate Prosser,541897,D,2900,MIN,17,1.5,1,0,0,1,0,0,0,1,0,0.0,0.0,1.5,0.0,1.5,17,25.5
,,,Adam Larsson,600078,D,2900,NJ,7,1.7,1,0,0,1,0,0,0,1,0,0.0,0.0,1.7,0.0,1.7,7,11.9
,,,Markus Granlund,607594,C,2900,TOR,20,2.3,0,0,1,0,0,0,0,0,0,0.0,2.3,0.0,0.0,0.0,0,46.0
,,,Shawn Horcoff,171136,C,2800,DAL,7,1.5,1,0,1,0,0,0,1,0,0,0.0,1.5,0.0,0.0,1.5,7,10.5
,,,Josh Gorges,235932,D,2800,BUF,1,2.1,1,0,0,1,0,0,0,1,0,0.0,0.0,2.1,0.0,2.1,1,2.1
,,,Kyle Brodziak,253323,C,2800,MIN,24,1.7,1,0,1,0,0,0,1,0,0,0.0,1.7,0.0,0.0,1.7,24,40.8
,,,Andrej Meszaros,269238,D,2800,BUF,1,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,1,1.2
,,,Brandon Prust,296907,LW,2800,MON,17,1.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.2,1.2,17,20.4
,,,Nicklas Grossmann,297844,D,2800,CLS,22,1.7,0,0,0,1,0,0,0,0,0,0.0,0.0,1.7,0.0,0.0,0,37.4
,,,Daniel Winnik,323129,LW,2800,TOR,16,1.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.9,1.9,16,30.4
,,,Peter Harrold,323580,D,2800,NJ,7,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,7,8.4
,,,Josh Bailey,456701,LW,2800,MIN,13,1.9,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.9,0.0,0,24.7
,,,Jordie Benn,501534,D,2800,DAL,9,1.6,1,0,0,1,0,0,0,1,0,0.0,0.0,1.6,0.0,1.6,9,14.4
,,,Matt Calvert,522269,LW,2800,CLS,14,1.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.5,1.5,14,21.0
,,,Ryan Stanton,541196,D,2800,MON,15,1.9,0,0,0,1,0,0,0,0,0,0.0,0.0,1.9,0.0,0.0,0,28.5
,,,Calle Jarnkrok,554498,C,2800,COL,26,1.3,0,0,1,0,0,0,0,0,0,0.0,1.3,0.0,0.0,0.0,0,33.800000000000004
,,,Mark Fayne,563202,D,2800,SJ,24,2.0,0,0,0,1,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,48.0
,,,Brenden Dillon,589971,D,2800,SJ,26,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,26,36.4
,,,Seth Jones,741407,D,2800,COL,21,1.4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4,0.0,0.0,0,29.4
,,,Matt Cullen,170712,C,2700,COL,26,1.8,0,0,1,0,0,0,0,0,0,0.0,1.8,0.0,0.0,0.0,0,46.800000000000004
,,,Vernon Fiddler,172464,C,2700,DAL,7,1.6,1,0,1,0,0,0,1,0,0,0.0,1.6,0.0,0.0,1.6,7,11.200000000000001
,,,Steve Bernier,229380,RW,2700,NJ,9,1.6,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.6,1.6,9,14.4
,,,Tyler Kennedy,325554,LW,2700,SJ,28,2.3,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.3,2.3,28,64.39999999999999
,,,Ryan Carter,329497,C,2700,MIN,24,1.4,1,0,1,0,0,0,1,0,0,0.0,1.4,0.0,0.0,1.4,24,33.599999999999994
,,,Dale Weise,477659,RW,2700,MON,18,1.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.7,1.7,18,30.599999999999998
,,,Tye McGinn,555131,LW,2700,SJ,28,0.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.8,0.8,28,22.400000000000002
,,,Taylor Beck,562974,LW,2700,COL,24,1.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.3,0.0,0,31.200000000000003
,,,Jiri Sekac,831151,LW,2700,MON,17,1.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.7,1.7,17,28.9
,,,Jordan Leopold,172369,D,2600,CLS,27,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,27,32.4
,,,Paul Gaustad,176127,C,2600,COL,26,1.2,0,0,1,0,0,0,0,0,0,0.0,1.2,0.0,0.0,0.0,0,31.2
,,,Matt Stajan,184318,C,2600,TOR,20,1.3,0,0,1,0,0,0,0,0,0,0.0,1.3,0.0,0.0,0.0,0,26.0
,,,Bryan Bickell,301772,LW,2600,NJ,6,1.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.6,0.0,0,9.600000000000001
,,,Jan Hejda,329424,D,2600,COL,13,1.8,1,0,0,1,0,0,0,1,0,0.0,0.0,1.8,0.0,1.8,13,23.400000000000002
,,,Mike Weber,400976,D,2600,BUF,1,1.5,1,0,0,1,0,0,0,1,0,0.0,0.0,1.5,0.0,1.5,1,1.5
,,,T.J. Galiardi,452001,LW,2600,DAL,30,0.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0,15.0
,,,Luke Schenn,456628,D,2600,CLS,22,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,35.2
,,,Brian Strait,504763,D,2600,MIN,3,1.2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0,0,3.5999999999999996
,,,Dalton Prout,555860,D,2600,CLS,27,1.5,1,0,0,1,0,0,0,1,0,0.0,0.0,1.5,0.0,1.5,27,40.5
,,,Jamie Oleksiak,600110,D,2600,DAL,9,1.3,1,0,0,1,0,0,0,1,0,0.0,0.0,1.3,0.0,1.3,9,11.700000000000001
,,,Bo Horvat,741412,C,2600,MON,18,1.4,0,0,1,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0,25.2
,,,Mirco Mueller,741453,D,2600,SJ,26,1.6,1,0,0,1,0,0,0,1,0,0.0,0.0,1.6,0.0,1.6,26,41.6
,,,Olli Jokinen,170629,C,2500,COL,26,1.1,0,0,1,0,0,0,0,0,0,0.0,1.1,0.0,0.0,0.0,0,28.6
,,,Manny Malhotra,170801,C,2500,MON,9,1.0,1,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,9,9.0
,,,Bryan Allen,170808,D,2500,MON,5,1.1,1,0,0,1,0,0,0,1,0,0.0,0.0,1.1,0.0,1.1,5,5.5
,,,Scott Hannan,170824,D,2500,SJ,26,0.6,1,0,0,1,0,0,0,1,0,0.0,0.0,0.6,0.0,0.6,26,15.6
,,,Stephane Robidas,170840,D,2500,TOR,12,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,12,16.799999999999997
,,,Scott Gomez,170878,C,2500,NJ,10,1.4,1,0,1,0,0,0,1,0,0,0.0,1.4,0.0,0.0,1.4,10,14.0
,,,Andrew Ference,170950,D,2500,SJ,24,1.4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4,0.0,0.0,0,33.599999999999994
,,,Michal Rozsival,170951,D,2500,NJ,10,1.2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0,0,12.0
,,,Robyn Regehr,170982,D,2500,BUF,16,1.4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4,0.0,0.0,0,22.4
,,,Brenden Morrow,170997,LW,2500,TB,4,0.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.8,0.8,4,3.2
,,,Mike Weaver,171424,D,2500,MON,5,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,5,7.0
,,,Jim Slater,172140,C,2500,DAL,29,0.6,0,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0,17.4
,,,Keith Ballard,172167,D,2500,MIN,17,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,17,17.0
,,,Jordin Tootoo,172192,RW,2500,NJ,9,0.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.4,0.4,9,3.6
,,,Brian McGrattan,172451,RW,2500,TOR,17,0.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0,5.1
,,,Cody McCormick,172467,C,2500,BUF,13,1.1,1,0,1,0,0,0,1,0,0,0.0,1.1,0.0,0.0,1.1,13,14.3
,,,Anton Volchenkov,172472,D,2500,COL,21,1.2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0,0,25.2
,,,Carlo Colaiacovo,172593,D,2500,CLS,22,1.1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.1,0.0,0.0,0,24.200000000000003
,,,Travis Moen,174717,LW,2500,DAL,21,0.6,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.6,0.6,21,12.6
,,,Tuomo Ruutu,184079,LW,2500,NJ,5,1.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.4,1.4,5,7.0
,,,Matt Greene,184273,D,2500,BUF,16,1.4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4,0.0,0.0,0,22.4
,,,Nate Guenin,184285,D,2500,COL,13,1.5,1,0,0,1,0,0,0,1,0,0.0,0.0,1.5,0.0,1.5,13,19.5
,,,Chris Thorburn,232292,RW,2500,DAL,19,0.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0,11.4
,,,Deryk Engelland,235763,D,2500,TOR,23,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,29.900000000000002
,,,Ladislav Smid,268151,D,2500,TOR,23,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,29.900000000000002
,,,Dan Carcillo,296021,LW,2500,NJ,6,1.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.4,0.0,0,8.399999999999999
,,,John Mitchell,296028,C,2500,COL,1,1.4,1,0,1,0,0,0,1,0,0,0.0,1.4,0.0,0.0,1.4,1,1.4
,,,Andre Benoit,302331,D,2500,BUF,1,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,1.0
,,,Adam Cracknell,325206,RW,2500,CLS,27,0.8,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.8,0.8,27,21.6
,,,Patrick Kaleta,326167,RW,2500,BUF,2,0.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.2,0.2,2,0.4
,,,David Booth,329839,LW,2500,TOR,16,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,16,8.0
,,,Johnny Oduya,330276,D,2500,NJ,10,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,16.0
,,,Adam Pardy,339481,D,2500,DAL,30,0.9,0,0,0,1,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0,27.0
,,,Mike Brown,339629,RW,2500,SJ,26,0.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.9,0.9,26,23.400000000000002
,,,Cody McLeod,339758,LW,2500,COL,3,0.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.9,0.9,3,2.7
,,,John Scott,355880,LW,2500,SJ,28,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,28,14.0
,,,Marc-Andre Cliche,376393,RW,2500,COL,7,0.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.7,0.7,7,4.8999999999999995
,,,Steven Pinizzotto,379020,RW,2500,SJ,23,1.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.1,0.0,0,25.3
,,,Tom Sestito,380575,LW,2500,MON,23,0.3,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.3,0.0,0,6.8999999999999995
,,,Trevor Smith,381290,C,2500,TOR,8,0.8,1,0,1,0,0,0,1,0,0,0.0,0.8,0.0,0.0,0.8,8,6.4
,,,Jared Boll,381464,RW,2500,CLS,27,0.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.4,0.4,27,10.8
,,,Derek Dorsett,381466,RW,2500,MON,16,1.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.6,0.0,0,25.6
,,,Niklas Hjalmarsson,386807,D,2500,NJ,10,1.6,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0,16.0
,,,Matt Hendricks,395427,LW,2500,SJ,22,1.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0.0,0,33.0
,,,Eric Tangradi,409629,LW,2500,MON,17,0.7,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.7,0.7,17,11.899999999999999
,,,Jesse Joensuu,446376,LW,2500,SJ,22,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,26.4
,,,Jack Hillen,447411,D,2500,TB,8,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0,4.0
,,,Grant Clitsome,447863,D,2500,DAL,30,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0,15.0
,,,Stephen Gionta,451925,C,2500,NJ,10,1.4,1,0,1,0,0,0,1,0,0,0.0,1.4,0.0,0.0,1.4,10,14.0
,,,Julien Brouillette,453211,D,2500,DAL,30,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Matt Halischuk,456690,RW,2500,DAL,19,0.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0,9.5
,,,Luca Sbisa,456831,D,2500,MON,15,1.7,0,0,0,1,0,0,0,0,0,0.0,0.0,1.7,0.0,0.0,0,25.5
,,,Stu Bickel,456855,D,2500,MIN,17,0.1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.1,0.0,0.1,17,1.7000000000000002
,,,Dwight King,478204,LW,2500,BUF,26,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,31.2
,,,Keith Aulie,489724,D,2500,SJ,24,0.7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0,16.799999999999997
,,,Anthony Peluso,494189,RW,2500,DAL,19,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0,3.8000000000000003
,,,Luke Gazdic,495948,LW,2500,SJ,22,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,17.6
,,,Paul Postma,496330,D,2500,DAL,30,1.2,0,0,0,1,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0,0,36.0
,,,Andrew Desjardins,496804,C,2500,SJ,12,0.9,1,0,1,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.9,12,10.8
,,,Victor Bartley,498232,D,2500,COL,21,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0,10.5
,,,David Rundblad,504296,D,2500,NJ,10,0.9,0,0,0,1,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0,9.0
,,,Jacob Josefson,504300,C,2500,NJ,10,0.9,1,0,1,0,0,0,1,0,0,0.0,0.9,0.0,0.0,0.9,10,9.0
,,,Tim Erixon,504303,D,2500,CLS,27,1.4,1,0,0,1,0,0,0,1,0,0.0,0.0,1.4,0.0,1.4,27,37.8
,,,Zac Rinaldo,512065,LW,2500,CLS,25,0.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0,15.0
,,,Matt Martin,520230,LW,2500,MIN,13,1.1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.1,0.0,0,14.3
,,,Kyle Clifford,521640,LW,2500,BUF,26,1.4,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.4,0.0,0,36.4
,,,Richard Panik,521854,RW,2500,TOR,20,1.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.4,1.4,20,28.0
,,,Tomas Vincour,521980,C,2500,COL,1,0.7,1,0,1,0,0,0,1,0,0,0.0,0.7,0.0,0.0,0.7,1,0.7
,,,Marcus Foligno,522049,LW,2500,BUF,18,1.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.2,1.2,18,21.599999999999998
,,,Brandon Bollig,543573,LW,2500,TOR,29,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,23.200000000000003
,,,Brandon Kozun,543576,RW,2500,TOR,20,0.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0.5,20,10.0
,,,Chris VandeVelde,543856,C,2500,CLS,30,1.1,0,0,1,0,0,0,0,0,0,0.0,1.1,0.0,0.0,0.0,0,33.0
,,,Michael Latta,544143,C,2500,TB,3,0.6,0,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0,1.7999999999999998
,,,Gabriel Bourque,544186,LW,2500,COL,24,0.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0,14.399999999999999
,,,Ben Smith,544288,RW,2500,NJ,22,1.5,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0.0,0,33.0
,,,Kevin Connauton,544737,D,2500,CLS,27,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,27,27.0
,,,Korbinian Holzer,547476,D,2500,TOR,12,1.6,1,0,0,1,0,0,0,1,0,0.0,0.0,1.6,0.0,1.6,12,19.200000000000003
,,,Mark Barberio,547487,D,2500,TB,28,0.3,1,0,0,1,0,0,0,1,0,0.0,0.0,0.3,0.0,0.3,28,8.4
,,,Ben Chiarot,547578,D,2500,DAL,30,2.3,0,0,0,1,0,0,0,0,0,0.0,0.0,2.3,0.0,0.0,0,69.0
,,,Jeremy Morin,547716,LW,2500,NJ,6,0.7,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.7,0.0,0,4.199999999999999
,,,Jordan Nolan,549856,C,2500,BUF,28,0.7,0,0,1,0,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0,19.599999999999998
,,,Corey Tropp,551535,RW,2500,CLS,27,0.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.4,0.4,27,10.8
,,,Lance Bouma,552325,LW,2500,TOR,29,1.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.8,0.0,0,52.2
,,,Tyler Pitlick,554475,RW,2500,SJ,23,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,18.400000000000002
,,,Jon Merrill,554485,D,2500,NJ,7,1.6,1,0,0,1,0,0,0,1,0,0.0,0.0,1.6,0.0,1.6,7,11.200000000000001
,,,Michael Chaput,554552,C,2500,CLS,27,1.1,1,0,1,0,0,0,1,0,0,0.0,1.1,0.0,0.0,1.1,27,29.700000000000003
,,,Joakim Nordstrom,554554,C,2500,NJ,23,1.4,0,0,1,0,0,0,0,0,0,0.0,1.4,0.0,0.0,0.0,0,32.199999999999996
,,,Michael Ferland,555764,LW,2500,TOR,29,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,29.0
,,,Brian Gibbons,593929,C,2500,CLS,27,1.2,1,0,1,0,0,0,1,0,0,0.0,1.2,0.0,0.0,1.2,27,32.4
,,,Mike Sislo,594026,RW,2500,NJ,9,0.9,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.9,0.9,9,8.1
,,,Cory Conacher,594735,LW,2500,MIN,13,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,15.6
,,,Justin Fontaine,595203,RW,2500,MIN,15,1.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.5,1.5,15,22.5
,,,Mattias Ekholm,595927,D,2500,COL,21,1.4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.4,0.0,0.0,0,29.4
,,,Raphael Diaz,595928,D,2500,TOR,23,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0,11.5
,,,Linden Vey,596465,RW,2500,MON,16,1.6,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.6,0.0,0,25.6
,,,Nicolas Deslauriers,597130,LW,2500,BUF,18,1.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.1,1.1,18,19.8
,,,Sven Baertschi,600108,LW,2500,TOR,29,0.9,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.9,0.0,0,26.1
,,,Oscar Klefbom,600119,D,2500,SJ,24,1.0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,24.0
,,,Nicklas Jensen,600131,LW,2500,MON,23,0.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.8,0.0,0,18.400000000000002
,,,Adam Lowry,607959,LW,2500,DAL,30,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,36.0
,,,Klas Dahlbeck,607971,D,2500,NJ,10,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0,5.0
,,,Frank Corrado,610897,D,2500,MON,15,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
,,,Jyrki Jokipakka,615332,D,2500,DAL,9,0.7,1,0,0,1,0,0,0,1,0,0.0,0.0,0.7,0.0,0.7,9,6.3
,,,J.T. Brown,653290,RW,2500,TB,5,1.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.1,1.1,5,5.5
,,,Brian Flynn,653311,C,2500,BUF,13,1.7,1,0,1,0,0,0,1,0,0,0.0,1.7,0.0,0.0,1.7,13,22.099999999999998
,,,Karl Stollery,656516,D,2500,COL,13,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,13,15.6
,,,Griffin Reinhart,659811,D,2500,MIN,3,0.6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0,1.7999999999999998
,,,Scott Laughton,659866,C,2500,CLS,30,1.5,0,0,1,0,0,0,0,0,0,0.0,1.5,0.0,0.0,0.0,0,45.0
,,,Cedric Paquette,680978,C,2500,TB,15,2.1,1,0,1,0,0,0,1,0,0,0.0,2.1,0.0,0.0,2.1,15,31.5
,,,Andrej Sustr,728700,D,2500,TB,28,1.2,1,0,0,1,0,0,0,1,0,0.0,0.0,1.2,0.0,1.2,28,33.6
,,,Nate Schmidt,729825,D,2500,TB,8,1.3,0,0,0,1,0,0,0,0,0,0.0,0.0,1.3,0.0,0.0,0,10.4
,,,Erik Haula,732005,C,2500,MIN,24,1.1,1,0,1,0,0,0,1,0,0,0.0,1.1,0.0,0.0,1.1,24,26.400000000000002
,,,Curtis McKenzie,732453,LW,2500,DAL,21,1.0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,1.0,21,21.0
,,,Seth Helgeson,735639,D,2500,NJ,7,0.5,1,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0,0.5,7,3.5
,,,Nikita Zadorov,741448,D,2500,BUF,1,0.8,1,0,0,1,0,0,0,1,0,0.0,0.0,0.8,0.0,0.8,1,0.8
,,,Kerby Rychel,741455,LW,2500,CLS,14,2.4,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,2.4,2.4,14,33.6
,,,Sven Andrighetto,742112,RW,2500,MON,18,4.5,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.5,4.5,18,81.0
,,,Barclay Goodrow,790352,RW,2500,SJ,26,1.1,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.1,1.1,26,28.6
,,,Christian Folin,824587,D,2500,MIN,17,1.0,1,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,17,17.0
,,,Pierre-Edouard Bellemare,829696,LW,2500,CLS,25,1.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.2,0.0,0,30.0
